51 0 AP890908-0222    1 17.06233 BM25_short 
51 0 AP890823-0168  538 4.58569 BM25_short 
51 0 AP890829-0178  539 4.58569 BM25_short 
51 0 AP890830-0072  540 4.58569 BM25_short 
51 0 AP890830-0145  541 4.58569 BM25_short 
51 0 AP890908-0191  542 4.58569 BM25_short 
51 0 AP890919-0158  543 4.58569 BM25_short 
51 0 AP890928-0156  544 4.58569 BM25_short 
51 0 AP891004-0109  545 4.58569 BM25_short 
51 0 AP891005-0250  546 4.58569 BM25_short 
51 0 AP891007-0099  547 4.58569 BM25_short 
51 0 AP891012-0009  548 4.58569 BM25_short 
51 0 AP891012-0138  549 4.58569 BM25_short 
51 0 AP891012-0158  550 4.58569 BM25_short 
51 0 AP891026-0032  551 4.58569 BM25_short 
51 0 AP891029-0046  552 4.58569 BM25_short 
51 0 AP891105-0096  553 4.58569 BM25_short 
51 0 AP891108-0139  554 4.58569 BM25_short 
51 0 AP891108-0282  555 4.58569 BM25_short 
51 0 AP891109-0031  556 4.58569 BM25_short 
51 0 AP891113-0151  557 4.58569 BM25_short 
51 0 AP891114-0149  558 4.58569 BM25_short 
51 0 AP891114-0183  559 4.58569 BM25_short 
51 0 AP891115-0032  560 4.58569 BM25_short 
51 0 AP891116-0172  561 4.58569 BM25_short 
51 0 AP891130-0213  562 4.58569 BM25_short 
51 0 AP891130-0232  563 4.58569 BM25_short 
51 0 AP891213-0036  564 4.58569 BM25_short 
51 0 AP891213-0201  565 4.58569 BM25_short 
51 0 AP891214-0236  566 4.58569 BM25_short 
51 0 AP891219-0116  567 4.58569 BM25_short 
51 0 AP891220-0189  568 4.58569 BM25_short 
51 0 AP891221-0160  569 4.58569 BM25_short 
51 0 AP890107-0160  570 4.22445 BM25_short 
51 0 AP890111-0078  571 4.22445 BM25_short 
51 0 AP890111-0217  572 4.22445 BM25_short 
51 0 AP890201-0003  573 4.22445 BM25_short 
51 0 AP890305-0051  574 4.22445 BM25_short 
51 0 AP890322-0331  575 4.22445 BM25_short 
51 0 AP890323-0256  576 4.22445 BM25_short 
51 0 AP890329-0213  577 4.22445 BM25_short 
51 0 AP890407-0321  578 4.22445 BM25_short 
51 0 AP890413-0243  579 4.22445 BM25_short 
51 0 AP890419-0224  580 4.22445 BM25_short 
51 0 AP890425-0251  581 4.22445 BM25_short 
51 0 AP890427-0238  582 4.22445 BM25_short 
51 0 AP890511-0222  583 4.22445 BM25_short 
51 0 AP890519-0268  584 4.22445 BM25_short 
51 0 AP890602-0272  585 4.22445 BM25_short 
51 0 AP890603-0150  586 4.22445 BM25_short 
51 0 AP890617-0120  587 4.22445 BM25_short 
51 0 AP890621-0238  588 4.22445 BM25_short 
51 0 AP890626-0236  589 4.22445 BM25_short 
51 0 AP890719-0295  590 4.22445 BM25_short 
51 0 AP890722-0154  591 4.22445 BM25_short 
51 0 AP890727-0042  592 4.22445 BM25_short 
51 0 AP890810-0244  593 4.22445 BM25_short 
51 0 AP890811-0205  594 4.22445 BM25_short 
51 0 AP890818-0180  595 4.22445 BM25_short 
51 0 AP890823-0072  596 4.22445 BM25_short 
51 0 AP890920-0131  597 4.22445 BM25_short 
51 0 AP891011-0275  598 4.22445 BM25_short 
51 0 AP891117-0207  599 4.22445 BM25_short 
51 0 AP891118-0182  600 4.22445 BM25_short 
51 0 AP891207-0246  601 4.22445 BM25_short 
51 0 AP891208-0227  602 4.22445 BM25_short 
51 0 AP890101-0053  603 3.97753 BM25_short 
51 0 AP890105-0219  604 3.97753 BM25_short 
51 0 AP890111-0182  605 3.97753 BM25_short 
51 0 AP890113-0156  606 3.97753 BM25_short 
51 0 AP890114-0003  607 3.97753 BM25_short 
51 0 AP890126-0186  608 3.97753 BM25_short 
51 0 AP890126-0241  609 3.97753 BM25_short 
51 0 AP890126-0251  610 3.97753 BM25_short 
51 0 AP890128-0132  611 3.97753 BM25_short 
51 0 AP890130-0051  612 3.97753 BM25_short 
51 0 AP890130-0106  613 3.97753 BM25_short 
51 0 AP890131-0070  614 3.97753 BM25_short 
51 0 AP890201-0281  615 3.97753 BM25_short 
51 0 AP890210-0014  616 3.97753 BM25_short 
51 0 AP890215-0174  617 3.97753 BM25_short 
51 0 AP890215-0202  618 3.97753 BM25_short 
51 0 AP890217-0165  619 3.97753 BM25_short 
51 0 AP890223-0031  620 3.97753 BM25_short 
51 0 AP890302-0326  621 3.97753 BM25_short 
51 0 AP890304-0118  622 3.97753 BM25_short 
51 0 AP890310-0209  623 3.97753 BM25_short 
51 0 AP890316-0052  624 3.97753 BM25_short 
51 0 AP890318-0006  625 3.97753 BM25_short 
51 0 AP890320-0023  626 3.97753 BM25_short 
51 0 AP890322-0041  627 3.97753 BM25_short 
51 0 AP890324-0132  628 3.97753 BM25_short 
51 0 AP890325-0073  629 3.97753 BM25_short 
51 0 AP890401-0096  630 3.97753 BM25_short 
51 0 AP890405-0021  631 3.97753 BM25_short 
51 0 AP890412-0017  632 3.97753 BM25_short 
51 0 AP890412-0116  633 3.97753 BM25_short 
51 0 AP890413-0011  634 3.97753 BM25_short 
51 0 AP890416-0061  635 3.97753 BM25_short 
51 0 AP890426-0206  636 3.97753 BM25_short 
51 0 AP890426-0226  637 3.97753 BM25_short 
51 0 AP890427-0241  638 3.97753 BM25_short 
51 0 AP890429-0013  639 3.97753 BM25_short 
51 0 AP890512-0035  640 3.97753 BM25_short 
51 0 AP890515-0090  641 3.97753 BM25_short 
51 0 AP890515-0157  642 3.97753 BM25_short 
51 0 AP890522-0301  643 3.97753 BM25_short 
51 0 AP890523-0018  644 3.97753 BM25_short 
51 0 AP890524-0049  645 3.97753 BM25_short 
51 0 AP890526-0019  646 3.97753 BM25_short 
51 0 AP890526-0071  647 3.97753 BM25_short 
51 0 AP890531-0305  648 3.97753 BM25_short 
51 0 AP890601-0132  649 3.97753 BM25_short 
51 0 AP890601-0336  650 3.97753 BM25_short 
51 0 AP890607-0036  651 3.97753 BM25_short 
51 0 AP890609-0148  652 3.97753 BM25_short 
51 0 AP890610-0109  653 3.97753 BM25_short 
51 0 AP890610-0110  654 3.97753 BM25_short 
51 0 AP890613-0242  655 3.97753 BM25_short 
51 0 AP890614-0106  656 3.97753 BM25_short 
51 0 AP890616-0083  657 3.97753 BM25_short 
51 0 AP890622-0300  658 3.97753 BM25_short 
51 0 AP890623-0138  659 3.97753 BM25_short 
51 0 AP890626-0264  660 3.97753 BM25_short 
51 0 AP890628-0029  661 3.97753 BM25_short 
51 0 AP890628-0184  662 3.97753 BM25_short 
51 0 AP890629-0147  663 3.97753 BM25_short 
51 0 AP890701-0017  664 3.97753 BM25_short 
51 0 AP890705-0137  665 3.97753 BM25_short 
51 0 AP890710-0108  666 3.97753 BM25_short 
51 0 AP890711-0092  667 3.97753 BM25_short 
51 0 AP890712-0087  668 3.97753 BM25_short 
51 0 AP890713-0201  669 3.97753 BM25_short 
51 0 AP890714-0035  670 3.97753 BM25_short 
51 0 AP890715-0006  671 3.97753 BM25_short 
51 0 AP890720-0235  672 3.97753 BM25_short 
51 0 AP890726-0091  673 3.97753 BM25_short 
51 0 AP890726-0149  674 3.97753 BM25_short 
51 0 AP890726-0221  675 3.97753 BM25_short 
51 0 AP890727-0095  676 3.97753 BM25_short 
51 0 AP890727-0166  677 3.97753 BM25_short 
51 0 AP890731-0112  678 3.97753 BM25_short 
51 0 AP890731-0118  679 3.97753 BM25_short 
51 0 AP890802-0025  680 3.97753 BM25_short 
51 0 AP890802-0205  681 3.97753 BM25_short 
51 0 AP890803-0071  682 3.97753 BM25_short 
51 0 AP890804-0070  683 3.97753 BM25_short 
51 0 AP890807-0034  684 3.97753 BM25_short 
51 0 AP890808-0030  685 3.97753 BM25_short 
51 0 AP890808-0128  686 3.97753 BM25_short 
51 0 AP890809-0019  687 3.97753 BM25_short 
51 0 AP890811-0024  688 3.97753 BM25_short 
51 0 AP890812-0081  689 3.97753 BM25_short 
51 0 AP890817-0157  690 3.97753 BM25_short 
51 0 AP890828-0153  691 3.97753 BM25_short 
51 0 AP890831-0108  692 3.97753 BM25_short 
51 0 AP890904-0107  693 3.97753 BM25_short 
51 0 AP890912-0071  694 3.97753 BM25_short 
51 0 AP890924-0079  695 3.97753 BM25_short 
51 0 AP890927-0182  696 3.97753 BM25_short 
51 0 AP890928-0028  697 3.97753 BM25_short 
51 0 AP890929-0051  698 3.97753 BM25_short 
51 0 AP890930-0011  699 3.97753 BM25_short 
51 0 AP891005-0149  700 3.97753 BM25_short 
51 0 AP891006-0129  701 3.97753 BM25_short 
51 0 AP891009-0106  702 3.97753 BM25_short 
51 0 AP891011-0233  703 3.97753 BM25_short 
51 0 AP891013-0083  704 3.97753 BM25_short 
51 0 AP891016-0159  705 3.97753 BM25_short 
51 0 AP891021-0091  706 3.97753 BM25_short 
51 0 AP891024-0013  707 3.97753 BM25_short 
51 0 AP891024-0118  708 3.97753 BM25_short 
51 0 AP891025-0145  709 3.97753 BM25_short 
51 0 AP891026-0034  710 3.97753 BM25_short 
51 0 AP891026-0151  711 3.97753 BM25_short 
51 0 AP891031-0179  712 3.97753 BM25_short 
51 0 AP891106-0014  713 3.97753 BM25_short 
51 0 AP891106-0065  714 3.97753 BM25_short 
51 0 AP891114-0022  715 3.97753 BM25_short 
51 0 AP891117-0100  716 3.97753 BM25_short 
51 0 AP891123-0040  717 3.97753 BM25_short 
51 0 AP891130-0114  718 3.97753 BM25_short 
51 0 AP891211-0203  719 3.97753 BM25_short 
51 0 AP891213-0183  720 3.97753 BM25_short 
51 0 AP891216-0042  721 3.97753 BM25_short 
51 0 AP891217-0043  722 3.97753 BM25_short 
51 0 AP891221-0104  723 3.97753 BM25_short 
51 0 AP891223-0072  724 3.97753 BM25_short 
51 0 AP891230-0063  725 3.97753 BM25_short 
51 0 AP890109-0314  726 3.95862 BM25_short 
51 0 AP890109-0347  727 3.95862 BM25_short 
51 0 AP890120-0254  728 3.95862 BM25_short 
51 0 AP890209-0265  729 3.95862 BM25_short 
51 0 AP890219-0106  730 3.95862 BM25_short 
51 0 AP890228-0021  731 3.95862 BM25_short 
51 0 AP890505-0021  732 3.95862 BM25_short 
51 0 AP890617-0131  733 3.95862 BM25_short 
51 0 AP890709-0052  734 3.95862 BM25_short 
51 0 AP890715-0074  735 3.95862 BM25_short 
51 0 AP890927-0017  736 3.95862 BM25_short 
51 0 AP891021-0087  737 3.95862 BM25_short 
51 0 AP891023-0023  738 3.95862 BM25_short 
51 0 AP891125-0070  739 3.95862 BM25_short 
51 0 AP891208-0201  740 3.95862 BM25_short 
51 0 AP891212-0267  741 3.95862 BM25_short 
51 0 AP890102-0094  742 3.26042 BM25_short 
51 0 AP890103-0012  743 3.26042 BM25_short 
51 0 AP890105-0019  744 3.26042 BM25_short 
51 0 AP890109-0013  745 3.26042 BM25_short 
51 0 AP890110-0258  746 3.26042 BM25_short 
51 0 AP890111-0017  747 3.26042 BM25_short 
51 0 AP890118-0018  748 3.26042 BM25_short 
51 0 AP890125-0030  749 3.26042 BM25_short 
51 0 AP890128-0021  750 3.26042 BM25_short 
51 0 AP890130-0171  751 3.26042 BM25_short 
51 0 AP890131-0231  752 3.26042 BM25_short 
51 0 AP890201-0038  753 3.26042 BM25_short 
51 0 AP890201-0175  754 3.26042 BM25_short 
51 0 AP890208-0116  755 3.26042 BM25_short 
51 0 AP890210-0035  756 3.26042 BM25_short 
51 0 AP890214-0159  757 3.26042 BM25_short 
51 0 AP890223-0032  758 3.26042 BM25_short 
51 0 AP890224-0116  759 3.26042 BM25_short 
51 0 AP890227-0118  760 3.26042 BM25_short 
51 0 AP890227-0199  761 3.26042 BM25_short 
51 0 AP890227-0287  762 3.26042 BM25_short 
51 0 AP890301-0243  763 3.26042 BM25_short 
51 0 AP890305-0017  764 3.26042 BM25_short 
51 0 AP890306-0016  765 3.26042 BM25_short 
51 0 AP890308-0007  766 3.26042 BM25_short 
51 0 AP890308-0090  767 3.26042 BM25_short 
51 0 AP890311-0083  768 3.26042 BM25_short 
51 0 AP890314-0026  769 3.26042 BM25_short 
51 0 AP890315-0063  770 3.26042 BM25_short 
51 0 AP890315-0232  771 3.26042 BM25_short 
51 0 AP890315-0271  772 3.26042 BM25_short 
51 0 AP890316-0054  773 3.26042 BM25_short 
51 0 AP890316-0108  774 3.26042 BM25_short 
51 0 AP890316-0258  775 3.26042 BM25_short 
51 0 AP890324-0179  776 3.26042 BM25_short 
51 0 AP890327-0008  777 3.26042 BM25_short 
51 0 AP890330-0192  778 3.26042 BM25_short 
51 0 AP890404-0053  779 3.26042 BM25_short 
51 0 AP890404-0062  780 3.26042 BM25_short 
51 0 AP890404-0247  781 3.26042 BM25_short 
51 0 AP890420-0015  782 3.26042 BM25_short 
51 0 AP890420-0204  783 3.26042 BM25_short 
51 0 AP890424-0250  784 3.26042 BM25_short 
51 0 AP890425-0231  785 3.26042 BM25_short 
51 0 AP890427-0135  786 3.26042 BM25_short 
51 0 AP890428-0011  787 3.26042 BM25_short 
51 0 AP890429-0056  788 3.26042 BM25_short 
51 0 AP890503-0265  789 3.26042 BM25_short 
51 0 AP890503-0311  790 3.26042 BM25_short 
51 0 AP890505-0010  791 3.26042 BM25_short 
51 0 AP890506-0104  792 3.26042 BM25_short 
51 0 AP890508-0014  793 3.26042 BM25_short 
51 0 AP890510-0109  794 3.26042 BM25_short 
51 0 AP890510-0282  795 3.26042 BM25_short 
51 0 AP890514-0009  796 3.26042 BM25_short 
51 0 AP890516-0092  797 3.26042 BM25_short 
51 0 AP890518-0193  798 3.26042 BM25_short 
51 0 AP890519-0230  799 3.26042 BM25_short 
51 0 AP890526-0130  800 3.26042 BM25_short 
51 0 AP890601-0129  801 3.26042 BM25_short 
51 0 AP890601-0267  802 3.26042 BM25_short 
51 0 AP890608-0018  803 3.26042 BM25_short 
51 0 AP890609-0150  804 3.26042 BM25_short 
51 0 AP890612-0187  805 3.26042 BM25_short 
51 0 AP890614-0014  806 3.26042 BM25_short 
51 0 AP890617-0023  807 3.26042 BM25_short 
51 0 AP890619-0105  808 3.26042 BM25_short 
51 0 AP890619-0217  809 3.26042 BM25_short 
51 0 AP890620-0186  810 3.26042 BM25_short 
51 0 AP890623-0207  811 3.26042 BM25_short 
51 0 AP890623-0236  812 3.26042 BM25_short 
51 0 AP890625-0081  813 3.26042 BM25_short 
51 0 AP890627-0103  814 3.26042 BM25_short 
51 0 AP890629-0004  815 3.26042 BM25_short 
51 0 AP890629-0124  816 3.26042 BM25_short 
51 0 AP890629-0157  817 3.26042 BM25_short 
51 0 AP890629-0221  818 3.26042 BM25_short 
51 0 AP890630-0028  819 3.26042 BM25_short 
51 0 AP890630-0169  820 3.26042 BM25_short 
51 0 AP890630-0222  821 3.26042 BM25_short 
51 0 AP890702-0014  822 3.26042 BM25_short 
51 0 AP890704-0075  823 3.26042 BM25_short 
51 0 AP890706-0228  824 3.26042 BM25_short 
51 0 AP890707-0132  825 3.26042 BM25_short 
51 0 AP890710-0120  826 3.26042 BM25_short 
51 0 AP890710-0148  827 3.26042 BM25_short 
51 0 AP890710-0180  828 3.26042 BM25_short 
51 0 AP890711-0210  829 3.26042 BM25_short 
51 0 AP890713-0028  830 3.26042 BM25_short 
51 0 AP890713-0037  831 3.26042 BM25_short 
51 0 AP890714-0173  832 3.26042 BM25_short 
51 0 AP890715-0101  833 3.26042 BM25_short 
51 0 AP890716-0011  834 3.26042 BM25_short 
51 0 AP890718-0251  835 3.26042 BM25_short 
51 0 AP890724-0019  836 3.26042 BM25_short 
51 0 AP890725-0023  837 3.26042 BM25_short 
51 0 AP890726-0243  838 3.26042 BM25_short 
51 0 AP890726-0252  839 3.26042 BM25_short 
51 0 AP890727-0284  840 3.26042 BM25_short 
51 0 AP890728-0117  841 3.26042 BM25_short 
51 0 AP890801-0049  842 3.26042 BM25_short 
51 0 AP890801-0144  843 3.26042 BM25_short 
51 0 AP890801-0215  844 3.26042 BM25_short 
51 0 AP890802-0092  845 3.26042 BM25_short 
51 0 AP890802-0154  846 3.26042 BM25_short 
51 0 AP890807-0054  847 3.26042 BM25_short 
51 0 AP890810-0017  848 3.26042 BM25_short 
51 0 AP890811-0242  849 3.26042 BM25_short 
51 0 AP890819-0070  850 3.26042 BM25_short 
51 0 AP890831-0141  851 3.26042 BM25_short 
51 0 AP890906-0112  852 3.26042 BM25_short 
51 0 AP890907-0167  853 3.26042 BM25_short 
51 0 AP890909-0122  854 3.26042 BM25_short 
51 0 AP890911-0186  855 3.26042 BM25_short 
51 0 AP890915-0014  856 3.26042 BM25_short 
51 0 AP890915-0129  857 3.26042 BM25_short 
51 0 AP890921-0042  858 3.26042 BM25_short 
51 0 AP890923-0071  859 3.26042 BM25_short 
51 0 AP890925-0079  860 3.26042 BM25_short 
51 0 AP890927-0117  861 3.26042 BM25_short 
51 0 AP890928-0025  862 3.26042 BM25_short 
51 0 AP891005-0219  863 3.26042 BM25_short 
51 0 AP891006-0014  864 3.26042 BM25_short 
51 0 AP891007-0098  865 3.26042 BM25_short 
51 0 AP891012-0011  866 3.26042 BM25_short 
51 0 AP891013-0092  867 3.26042 BM25_short 
51 0 AP891014-0081  868 3.26042 BM25_short 
51 0 AP891016-0019  869 3.26042 BM25_short 
51 0 AP891018-0230  870 3.26042 BM25_short 
51 0 AP891022-0064  871 3.26042 BM25_short 
51 0 AP891025-0294  872 3.26042 BM25_short 
51 0 AP891028-0094  873 3.26042 BM25_short 
51 0 AP891031-0019  874 3.26042 BM25_short 
51 0 AP891031-0234  875 3.26042 BM25_short 
51 0 AP891101-0078  876 3.26042 BM25_short 
51 0 AP891102-0284  877 3.26042 BM25_short 
51 0 AP891106-0020  878 3.26042 BM25_short 
51 0 AP891107-0021  879 3.26042 BM25_short 
51 0 AP891109-0257  880 3.26042 BM25_short 
51 0 AP891111-0099  881 3.26042 BM25_short 
51 0 AP891115-0107  882 3.26042 BM25_short 
51 0 AP891116-0014  883 3.26042 BM25_short 
51 0 AP891116-0101  884 3.26042 BM25_short 
51 0 AP891120-0014  885 3.26042 BM25_short 
51 0 AP891120-0212  886 3.26042 BM25_short 
51 0 AP891122-0003  887 3.26042 BM25_short 
51 0 AP891122-0099  888 3.26042 BM25_short 
51 0 AP891124-0179  889 3.26042 BM25_short 
51 0 AP891129-0002  890 3.26042 BM25_short 
51 0 AP891129-0019  891 3.26042 BM25_short 
51 0 AP891129-0027  892 3.26042 BM25_short 
51 0 AP891206-0209  893 3.26042 BM25_short 
51 0 AP891207-0249  894 3.26042 BM25_short 
51 0 AP891210-0046  895 3.26042 BM25_short 
51 0 AP891211-0005  896 3.26042 BM25_short 
51 0 AP891211-0207  897 3.26042 BM25_short 
51 0 AP891211-0287  898 3.26042 BM25_short 
51 0 AP891213-0010  899 3.26042 BM25_short 
51 0 AP891213-0084  900 3.26042 BM25_short 
51 0 AP891215-0006  901 3.26042 BM25_short 
51 0 AP891217-0036  902 3.26042 BM25_short 
51 0 AP891217-0047  903 3.26042 BM25_short 
51 0 AP891218-0195  904 3.26042 BM25_short 
51 0 AP891220-0198  905 3.26042 BM25_short 
51 0 AP891221-0094  906 3.26042 BM25_short 
51 0 AP891222-0023  907 3.26042 BM25_short 
51 0 AP891225-0071  908 3.26042 BM25_short 
51 0 AP891226-0014  909 3.26042 BM25_short 
51 0 AP891227-0087  910 3.26042 BM25_short 
51 0 AP891228-0161  911 3.26042 BM25_short 
51 0 AP890310-0235  912 3.17175 BM25_short 
51 0 AP890311-0051  913 3.17175 BM25_short 
51 0 AP890731-0095  914 3.17175 BM25_short 
51 0 AP890818-0153  915 3.17175 BM25_short 
51 0 AP890104-0213  916 2.44795 BM25_short 
51 0 AP890106-0018  917 2.44795 BM25_short 
51 0 AP890107-0104  918 2.44795 BM25_short 
51 0 AP890109-0331  919 2.44795 BM25_short 
51 0 AP890110-0255  920 2.44795 BM25_short 
51 0 AP890118-0243  921 2.44795 BM25_short 
51 0 AP890123-0254  922 2.44795 BM25_short 
51 0 AP890126-0011  923 2.44795 BM25_short 
51 0 AP890127-0236  924 2.44795 BM25_short 
51 0 AP890209-0010  925 2.44795 BM25_short 
51 0 AP890217-0178  926 2.44795 BM25_short 
51 0 AP890308-0027  927 2.44795 BM25_short 
51 0 AP890313-0194  928 2.44795 BM25_short 
51 0 AP890316-0195  929 2.44795 BM25_short 
51 0 AP890316-0286  930 2.44795 BM25_short 
51 0 AP890318-0162  931 2.44795 BM25_short 
51 0 AP890318-0163  932 2.44795 BM25_short 
51 0 AP890328-0187  933 2.44795 BM25_short 
51 0 AP890404-0191  934 2.44795 BM25_short 
51 0 AP890406-0268  935 2.44795 BM25_short 
51 0 AP890407-0255  936 2.44795 BM25_short 
51 0 AP890425-0229  937 2.44795 BM25_short 
51 0 AP890427-0169  938 2.44795 BM25_short 
51 0 AP890427-0226  939 2.44795 BM25_short 
51 0 AP890504-0298  940 2.44795 BM25_short 
51 0 AP890609-0202  941 2.44795 BM25_short 
51 0 AP890630-0025  942 2.44795 BM25_short 
51 0 AP890710-0162  943 2.44795 BM25_short 
51 0 AP890714-0113  944 2.44795 BM25_short 
51 0 AP890719-0230  945 2.44795 BM25_short 
51 0 AP890726-0241  946 2.44795 BM25_short 
51 0 AP890909-0154  947 2.44795 BM25_short 
51 0 AP890927-0001  948 2.44795 BM25_short 
51 0 AP891006-0215  949 2.44795 BM25_short 
51 0 AP891009-0083  950 2.44795 BM25_short 
51 0 AP891122-0120  951 2.44795 BM25_short 
51 0 AP891227-0163  952 2.44795 BM25_short 
52 0 AP891028-0117    1 19.28632 BM25_short 
52 0 AP890801-0196    2 19.07568 BM25_short 
52 0 AP890906-0159    3 18.60608 BM25_short 
52 0 AP890516-0124    4 18.18946 BM25_short 
52 0 AP890517-0019    5 18.15794 BM25_short 
52 0 AP890517-0159    6 18.13560 BM25_short 
52 0 AP890825-0238    7 17.99816 BM25_short 
52 0 AP891019-0092    8 17.99816 BM25_short 
52 0 AP891019-0140    9 17.90515 BM25_short 
52 0 AP891109-0133   10 17.86863 BM25_short 
52 0 AP891004-0090   11 17.82844 BM25_short 
52 0 AP890518-0155   12 17.70840 BM25_short 
52 0 AP890517-0086   13 17.70290 BM25_short 
52 0 AP891003-0173   14 17.60167 BM25_short 
52 0 AP891212-0137   15 17.55187 BM25_short 
52 0 AP891213-0211   16 17.36438 BM25_short 
52 0 AP890626-0148   17 17.36321 BM25_short 
52 0 AP890208-0168   18 17.31269 BM25_short 
52 0 AP890206-0122   19 17.26914 BM25_short 
52 0 AP890928-0161   20 17.25201 BM25_short 
52 0 AP890109-0116   21 17.19681 BM25_short 
52 0 AP890205-0052   22 17.17756 BM25_short 
52 0 AP890326-0041   23 17.15600 BM25_short 
52 0 AP890517-0154   24 17.13367 BM25_short 
52 0 AP890608-0237   25 16.99929 BM25_short 
52 0 AP890628-0142   26 16.79817 BM25_short 
52 0 AP891022-0058   27 16.77478 BM25_short 
52 0 AP890522-0054   28 16.77006 BM25_short 
52 0 AP890630-0147   29 16.73783 BM25_short 
52 0 AP891024-0127   30 16.64404 BM25_short 
52 0 AP890228-0165   31 16.58920 BM25_short 
52 0 AP890131-0203   32 16.56666 BM25_short 
52 0 AP891023-0121   33 16.39146 BM25_short 
52 0 AP890623-0089   34 16.06205 BM25_short 
52 0 AP890524-0208   35 16.05564 BM25_short 
52 0 AP891023-0047   36 16.01877 BM25_short 
52 0 AP891017-0168   37 15.89638 BM25_short 
52 0 AP890518-0102   38 15.86409 BM25_short 
52 0 AP890809-0239   39 15.84951 BM25_short 
52 0 AP891010-0174   40 15.83110 BM25_short 
52 0 AP890502-0075   41 15.83047 BM25_short 
52 0 AP891025-0196   42 15.74799 BM25_short 
52 0 AP890626-0178   43 15.70739 BM25_short 
52 0 AP890607-0145   44 15.68479 BM25_short 
52 0 AP891021-0110   45 15.57103 BM25_short 
52 0 AP891003-0098   46 15.51384 BM25_short 
52 0 AP891011-0157   47 15.43010 BM25_short 
52 0 AP890401-0035   48 15.30671 BM25_short 
52 0 AP891020-0136   49 15.26745 BM25_short 
52 0 AP891018-0092   50 15.08282 BM25_short 
52 0 AP890821-0092   51 15.00667 BM25_short 
52 0 AP890906-0186   52 14.99430 BM25_short 
52 0 AP890208-0011   53 14.79525 BM25_short 
52 0 AP890505-0155   54 14.79158 BM25_short 
52 0 AP890328-0151   55 14.77593 BM25_short 
52 0 AP890819-0088   56 14.76244 BM25_short 
52 0 AP890607-0222   57 14.70731 BM25_short 
52 0 AP890711-0177   58 14.63441 BM25_short 
52 0 AP891201-0069   59 14.51512 BM25_short 
52 0 AP890426-0156   60 14.39327 BM25_short 
52 0 AP890522-0110   61 14.35471 BM25_short 
52 0 AP891012-0150   62 14.34470 BM25_short 
52 0 AP891005-0088   63 14.31743 BM25_short 
52 0 AP890622-0162   64 14.29289 BM25_short 
52 0 AP890601-0093   65 14.15507 BM25_short 
52 0 AP890908-0071   66 14.15398 BM25_short 
52 0 AP890507-0095   67 14.11226 BM25_short 
52 0 AP890621-0104   68 14.11226 BM25_short 
52 0 AP890426-0025   69 14.06778 BM25_short 
