51 0 AP890518-0275    1 0.54291 VSM_long 
51 0 AP890212-0064  538 0.06305 VSM_long 
51 0 AP890823-0148  539 0.06303 VSM_long 
51 0 AP890526-0195  540 0.06300 VSM_long 
51 0 AP891018-0161  541 0.06290 VSM_long 
51 0 AP890921-0181  542 0.06290 VSM_long 
51 0 AP890122-0038  543 0.06288 VSM_long 
51 0 AP890302-0326  544 0.06284 VSM_long 
51 0 AP890919-0085  545 0.06275 VSM_long 
51 0 AP890629-0254  546 0.06274 VSM_long 
51 0 AP891219-0213  547 0.06269 VSM_long 
51 0 AP890703-0301  548 0.06269 VSM_long 
51 0 AP890130-0171  549 0.06266 VSM_long 
51 0 AP891107-0163  550 0.06256 VSM_long 
51 0 AP890608-0163  551 0.06255 VSM_long 
51 0 AP890616-0111  552 0.06254 VSM_long 
51 0 AP890908-0249  553 0.06245 VSM_long 
51 0 AP890314-0183  554 0.06240 VSM_long 
51 0 AP891213-0036  555 0.06240 VSM_long 
51 0 AP891122-0148  556 0.06224 VSM_long 
51 0 AP890208-0043  557 0.06217 VSM_long 
51 0 AP890522-0269  558 0.06215 VSM_long 
51 0 AP890418-0257  559 0.06214 VSM_long 
51 0 AP890828-0183  560 0.06208 VSM_long 
51 0 AP891204-0126  561 0.06208 VSM_long 
51 0 AP890227-0067  562 0.06208 VSM_long 
51 0 AP890102-0103  563 0.06202 VSM_long 
51 0 AP890824-0254  564 0.06199 VSM_long 
51 0 AP891116-0258  565 0.06198 VSM_long 
51 0 AP890802-0025  566 0.06188 VSM_long 
51 0 AP890530-0004  567 0.06186 VSM_long 
51 0 AP890117-0249  568 0.06185 VSM_long 
51 0 AP890208-0146  569 0.06182 VSM_long 
51 0 AP890607-0086  570 0.06182 VSM_long 
51 0 AP891006-0109  571 0.06176 VSM_long 
51 0 AP890614-0030  572 0.06174 VSM_long 
51 0 AP890521-0026  573 0.06159 VSM_long 
51 0 AP891004-0135  574 0.06150 VSM_long 
51 0 AP890719-0241  575 0.06145 VSM_long 
51 0 AP891108-0016  576 0.06142 VSM_long 
51 0 AP890208-0128  577 0.06138 VSM_long 
51 0 AP890616-0077  578 0.06133 VSM_long 
51 0 AP890708-0136  579 0.06119 VSM_long 
51 0 AP891026-0152  580 0.06118 VSM_long 
51 0 AP890308-0145  581 0.06118 VSM_long 
51 0 AP890116-0131  582 0.06105 VSM_long 
51 0 AP890326-0073  583 0.06104 VSM_long 
51 0 AP890306-0244  584 0.06098 VSM_long 
51 0 AP890103-0152  585 0.06093 VSM_long 
51 0 AP890515-0226  586 0.06091 VSM_long 
51 0 AP890420-0156  587 0.06089 VSM_long 
51 0 AP890727-0095  588 0.06082 VSM_long 
51 0 AP891005-0070  589 0.06082 VSM_long 
51 0 AP890119-0254  590 0.06081 VSM_long 
51 0 AP891002-0261  591 0.06079 VSM_long 
51 0 AP890503-0254  592 0.06077 VSM_long 
51 0 AP890816-0071  593 0.06075 VSM_long 
51 0 AP890215-0195  594 0.06071 VSM_long 
51 0 AP890109-0204  595 0.06063 VSM_long 
51 0 AP890419-0027  596 0.06062 VSM_long 
51 0 AP890117-0062  597 0.06062 VSM_long 
51 0 AP891207-0164  598 0.06055 VSM_long 
51 0 AP890429-0018  599 0.06055 VSM_long 
51 0 AP890122-0100  600 0.06052 VSM_long 
51 0 AP890207-0171  601 0.06052 VSM_long 
51 0 AP890506-0014  602 0.06040 VSM_long 
51 0 AP891202-0045  603 0.06037 VSM_long 
51 0 AP890726-0149  604 0.06034 VSM_long 
51 0 AP891219-0191  605 0.06032 VSM_long 
51 0 AP890307-0123  606 0.06029 VSM_long 
51 0 AP890525-0084  607 0.06027 VSM_long 
51 0 AP890520-0055  608 0.06025 VSM_long 
51 0 AP890814-0207  609 0.06024 VSM_long 
51 0 AP890329-0237  610 0.06022 VSM_long 
51 0 AP890612-0010  611 0.06019 VSM_long 
51 0 AP890915-0243  612 0.06016 VSM_long 
51 0 AP890928-0118  613 0.06016 VSM_long 
51 0 AP891121-0033  614 0.06011 VSM_long 
51 0 AP890515-0080  615 0.06002 VSM_long 
51 0 AP891213-0158  616 0.06001 VSM_long 
51 0 AP890213-0070  617 0.05994 VSM_long 
51 0 AP890215-0174  618 0.05994 VSM_long 
51 0 AP891125-0005  619 0.05987 VSM_long 
51 0 AP891011-0163  620 0.05986 VSM_long 
51 0 AP890208-0036  621 0.05982 VSM_long 
51 0 AP891217-0037  622 0.05980 VSM_long 
51 0 AP891128-0168  623 0.05974 VSM_long 
51 0 AP891214-0023  624 0.05969 VSM_long 
51 0 AP890222-0238  625 0.05967 VSM_long 
51 0 AP890928-0073  626 0.05963 VSM_long 
51 0 AP890807-0127  627 0.05961 VSM_long 
51 0 AP891103-0162  628 0.05953 VSM_long 
51 0 AP890424-0134  629 0.05949 VSM_long 
51 0 AP890502-0155  630 0.05948 VSM_long 
51 0 AP890525-0287  631 0.05946 VSM_long 
51 0 AP890307-0061  632 0.05936 VSM_long 
51 0 AP890118-0243  633 0.05936 VSM_long 
51 0 AP890131-0081  634 0.05930 VSM_long 
51 0 AP890508-0014  635 0.05929 VSM_long 
51 0 AP890816-0167  636 0.05926 VSM_long 
51 0 AP890311-0123  637 0.05917 VSM_long 
51 0 AP890914-0175  638 0.05915 VSM_long 
51 0 AP890302-0001  639 0.05912 VSM_long 
51 0 AP890731-0095  640 0.05908 VSM_long 
51 0 AP890924-0019  641 0.05902 VSM_long 
51 0 AP890116-0019  642 0.05901 VSM_long 
51 0 AP891027-0128  643 0.05899 VSM_long 
51 0 AP890612-0292  644 0.05894 VSM_long 
51 0 AP890713-0209  645 0.05894 VSM_long 
51 0 AP891113-0181  646 0.05890 VSM_long 
51 0 AP890831-0142  647 0.05885 VSM_long 
51 0 AP890227-0142  648 0.05882 VSM_long 
51 0 AP890612-0267  649 0.05882 VSM_long 
51 0 AP890425-0091  650 0.05881 VSM_long 
51 0 AP890104-0220  651 0.05878 VSM_long 
51 0 AP890104-0223  652 0.05876 VSM_long 
51 0 AP891213-0173  653 0.05871 VSM_long 
51 0 AP890612-0134  654 0.05867 VSM_long 
51 0 AP891022-0064  655 0.05863 VSM_long 
51 0 AP890221-0140  656 0.05858 VSM_long 
51 0 AP890801-0228  657 0.05857 VSM_long 
51 0 AP891021-0036  658 0.05855 VSM_long 
51 0 AP890513-0118  659 0.05854 VSM_long 
51 0 AP890727-0268  660 0.05853 VSM_long 
51 0 AP890629-0238  661 0.05850 VSM_long 
51 0 AP891110-0091  662 0.05849 VSM_long 
51 0 AP890916-0079  663 0.05845 VSM_long 
51 0 AP890816-0024  664 0.05838 VSM_long 
51 0 AP890106-0211  665 0.05838 VSM_long 
51 0 AP890627-0103  666 0.05838 VSM_long 
51 0 AP890223-0276  667 0.05832 VSM_long 
51 0 AP891218-0070  668 0.05830 VSM_long 
51 0 AP890109-0313  669 0.05829 VSM_long 
51 0 AP891221-0156  670 0.05829 VSM_long 
51 0 AP890209-0229  671 0.05828 VSM_long 
51 0 AP890726-0163  672 0.05828 VSM_long 
51 0 AP890622-0012  673 0.05827 VSM_long 
51 0 AP890425-0251  674 0.05827 VSM_long 
51 0 AP890504-0034  675 0.05826 VSM_long 
51 0 AP890507-0051  676 0.05823 VSM_long 
51 0 AP891110-0272  677 0.05819 VSM_long 
51 0 AP890203-0096  678 0.05818 VSM_long 
51 0 AP891128-0014  679 0.05818 VSM_long 
51 0 AP890505-0181  680 0.05807 VSM_long 
51 0 AP891215-0295  681 0.05803 VSM_long 
51 0 AP890127-0204  682 0.05801 VSM_long 
51 0 AP891225-0109  683 0.05799 VSM_long 
51 0 AP890903-0020  684 0.05799 VSM_long 
51 0 AP890417-0132  685 0.05793 VSM_long 
51 0 AP890919-0084  686 0.05792 VSM_long 
51 0 AP891226-0014  687 0.05792 VSM_long 
51 0 AP890327-0008  688 0.05789 VSM_long 
51 0 AP891110-0117  689 0.05784 VSM_long 
51 0 AP890317-0163  690 0.05782 VSM_long 
51 0 AP890123-0276  691 0.05781 VSM_long 
51 0 AP890512-0222  692 0.05780 VSM_long 
51 0 AP890405-0110  693 0.05772 VSM_long 
51 0 AP890106-0018  694 0.05768 VSM_long 
51 0 AP891103-0231  695 0.05767 VSM_long 
51 0 AP891201-0028  696 0.05765 VSM_long 
51 0 AP891026-0108  697 0.05765 VSM_long 
51 0 AP890215-0217  698 0.05765 VSM_long 
51 0 AP890706-0020  699 0.05763 VSM_long 
51 0 AP891206-0004  700 0.05762 VSM_long 
51 0 AP890227-0176  701 0.05760 VSM_long 
51 0 AP890529-0077  702 0.05756 VSM_long 
51 0 AP891207-0233  703 0.05755 VSM_long 
51 0 AP890211-0104  704 0.05752 VSM_long 
51 0 AP890316-0157  705 0.05749 VSM_long 
51 0 AP890501-0178  706 0.05745 VSM_long 
51 0 AP890315-0285  707 0.05743 VSM_long 
51 0 AP890315-0293  708 0.05743 VSM_long 
51 0 AP890822-0051  709 0.05741 VSM_long 
51 0 AP890515-0133  710 0.05736 VSM_long 
51 0 AP890421-0040  711 0.05734 VSM_long 
51 0 AP890217-0059  712 0.05730 VSM_long 
51 0 AP890616-0083  713 0.05727 VSM_long 
51 0 AP891127-0136  714 0.05726 VSM_long 
51 0 AP891128-0187  715 0.05726 VSM_long 
51 0 AP890412-0217  716 0.05723 VSM_long 
51 0 AP891104-0016  717 0.05720 VSM_long 
51 0 AP891114-0149  718 0.05719 VSM_long 
51 0 AP890502-0146  719 0.05715 VSM_long 
51 0 AP890425-0146  720 0.05713 VSM_long 
51 0 AP890131-0097  721 0.05712 VSM_long 
51 0 AP890429-0097  722 0.05711 VSM_long 
51 0 AP890528-0051  723 0.05709 VSM_long 
51 0 AP890821-0121  724 0.05708 VSM_long 
51 0 AP890407-0321  725 0.05702 VSM_long 
51 0 AP890825-0022  726 0.05699 VSM_long 
51 0 AP890131-0123  727 0.05698 VSM_long 
51 0 AP891227-0014  728 0.05696 VSM_long 
51 0 AP891121-0191  729 0.05695 VSM_long 
51 0 AP890530-0281  730 0.05693 VSM_long 
51 0 AP890531-0263  731 0.05693 VSM_long 
51 0 AP890922-0264  732 0.05690 VSM_long 
51 0 AP890412-0123  733 0.05688 VSM_long 
51 0 AP890530-0053  734 0.05686 VSM_long 
51 0 AP890603-0070  735 0.05686 VSM_long 
51 0 AP890524-0049  736 0.05684 VSM_long 
51 0 AP891203-0009  737 0.05683 VSM_long 
51 0 AP890203-0064  738 0.05680 VSM_long 
51 0 AP890208-0320  739 0.05678 VSM_long 
51 0 AP890307-0129  740 0.05677 VSM_long 
51 0 AP890515-0108  741 0.05677 VSM_long 
51 0 AP890301-0039  742 0.05664 VSM_long 
51 0 AP890511-0100  743 0.05655 VSM_long 
51 0 AP890108-0096  744 0.05649 VSM_long 
51 0 AP891217-0067  745 0.05646 VSM_long 
51 0 AP890403-0025  746 0.05644 VSM_long 
51 0 AP890411-0133  747 0.05643 VSM_long 
51 0 AP891202-0011  748 0.05634 VSM_long 
51 0 AP890104-0171  749 0.05627 VSM_long 
51 0 AP890804-0008  750 0.05620 VSM_long 
51 0 AP891212-0080  751 0.05620 VSM_long 
51 0 AP890913-0165  752 0.05619 VSM_long 
51 0 AP891117-0027  753 0.05618 VSM_long 
51 0 AP891003-0091  754 0.05608 VSM_long 
51 0 AP890130-0076  755 0.05601 VSM_long 
51 0 AP890712-0087  756 0.05593 VSM_long 
51 0 AP890809-0129  757 0.05588 VSM_long 
51 0 AP890914-0069  758 0.05584 VSM_long 
51 0 AP891219-0116  759 0.05578 VSM_long 
51 0 AP890622-0084  760 0.05576 VSM_long 
51 0 AP890725-0269  761 0.05566 VSM_long 
51 0 AP890921-0042  762 0.05566 VSM_long 
51 0 AP891128-0189  763 0.05565 VSM_long 
51 0 AP890204-0129  764 0.05563 VSM_long 
51 0 AP891115-0031  765 0.05562 VSM_long 
51 0 AP891015-0018  766 0.05562 VSM_long 
51 0 AP891101-0126  767 0.05560 VSM_long 
51 0 AP891104-0130  768 0.05560 VSM_long 
51 0 AP890522-0216  769 0.05551 VSM_long 
51 0 AP891222-0109  770 0.05539 VSM_long 
51 0 AP890111-0026  771 0.05531 VSM_long 
51 0 AP891109-0236  772 0.05528 VSM_long 
51 0 AP890927-0152  773 0.05526 VSM_long 
51 0 AP890628-0156  774 0.05524 VSM_long 
51 0 AP890404-0239  775 0.05519 VSM_long 
51 0 AP890511-0090  776 0.05519 VSM_long 
51 0 AP891229-0007  777 0.05516 VSM_long 
51 0 AP890529-0078  778 0.05515 VSM_long 
51 0 AP891220-0126  779 0.05507 VSM_long 
51 0 AP891028-0147  780 0.05503 VSM_long 
51 0 AP891119-0016  781 0.05492 VSM_long 
51 0 AP890104-0106  782 0.05487 VSM_long 
51 0 AP890127-0090  783 0.05487 VSM_long 
51 0 AP890816-0152  784 0.05479 VSM_long 
51 0 AP890209-0010  785 0.05476 VSM_long 
51 0 AP890418-0315  786 0.05474 VSM_long 
51 0 AP890419-0026  787 0.05472 VSM_long 
51 0 AP890825-0247  788 0.05472 VSM_long 
51 0 AP890503-0104  789 0.05471 VSM_long 
51 0 AP890124-0017  790 0.05470 VSM_long 
51 0 AP890509-0197  791 0.05470 VSM_long 
51 0 AP890714-0266  792 0.05468 VSM_long 
51 0 AP890714-0270  793 0.05468 VSM_long 
51 0 AP890522-0109  794 0.05467 VSM_long 
51 0 AP890221-0094  795 0.05467 VSM_long 
51 0 AP891223-0004  796 0.05464 VSM_long 
51 0 AP890104-0076  797 0.05464 VSM_long 
51 0 AP890424-0274  798 0.05463 VSM_long 
51 0 AP890126-0088  799 0.05459 VSM_long 
51 0 AP890301-0046  800 0.05457 VSM_long 
51 0 AP891101-0027  801 0.05452 VSM_long 
51 0 AP890802-0237  802 0.05450 VSM_long 
51 0 AP891006-0017  803 0.05449 VSM_long 
51 0 AP891019-0216  804 0.05449 VSM_long 
51 0 AP890508-0146  805 0.05443 VSM_long 
51 0 AP890404-0062  806 0.05442 VSM_long 
51 0 AP890424-0250  807 0.05442 VSM_long 
51 0 AP891026-0193  808 0.05441 VSM_long 
51 0 AP890818-0131  809 0.05436 VSM_long 
51 0 AP890611-0083  810 0.05433 VSM_long 
51 0 AP890104-0279  811 0.05432 VSM_long 
51 0 AP891112-0040  812 0.05424 VSM_long 
51 0 AP890703-0214  813 0.05423 VSM_long 
51 0 AP890606-0169  814 0.05422 VSM_long 
51 0 AP890904-0107  815 0.05421 VSM_long 
51 0 AP890213-0007  816 0.05417 VSM_long 
51 0 AP890224-0215  817 0.05415 VSM_long 
51 0 AP891225-0071  818 0.05414 VSM_long 
51 0 AP890510-0161  819 0.05412 VSM_long 
51 0 AP890125-0202  820 0.05410 VSM_long 
51 0 AP890512-0120  821 0.05408 VSM_long 
51 0 AP890726-0269  822 0.05405 VSM_long 
51 0 AP890924-0056  823 0.05403 VSM_long 
51 0 AP890629-0047  824 0.05400 VSM_long 
51 0 AP890226-0098  825 0.05392 VSM_long 
51 0 AP890913-0118  826 0.05388 VSM_long 
51 0 AP890529-0105  827 0.05387 VSM_long 
51 0 AP891030-0178  828 0.05386 VSM_long 
51 0 AP890414-0249  829 0.05382 VSM_long 
51 0 AP891222-0141  830 0.05382 VSM_long 
51 0 AP890425-0082  831 0.05381 VSM_long 
51 0 AP890609-0106  832 0.05380 VSM_long 
51 0 AP890523-0093  833 0.05376 VSM_long 
51 0 AP890115-0037  834 0.05370 VSM_long 
51 0 AP890518-0001  835 0.05364 VSM_long 
51 0 AP890516-0020  836 0.05361 VSM_long 
51 0 AP890530-0147  837 0.05360 VSM_long 
51 0 AP891010-0171  838 0.05354 VSM_long 
51 0 AP890119-0248  839 0.05354 VSM_long 
51 0 AP890711-0152  840 0.05352 VSM_long 
51 0 AP891109-0305  841 0.05351 VSM_long 
51 0 AP890317-0175  842 0.05349 VSM_long 
51 0 AP891129-0081  843 0.05348 VSM_long 
51 0 AP891222-0184  844 0.05347 VSM_long 
51 0 AP891017-0245  845 0.05344 VSM_long 
51 0 AP891024-0191  846 0.05342 VSM_long 
51 0 AP891104-0108  847 0.05340 VSM_long 
51 0 AP890104-0072  848 0.05339 VSM_long 
51 0 AP890306-0264  849 0.05336 VSM_long 
51 0 AP890808-0120  850 0.05333 VSM_long 
51 0 AP890706-0203  851 0.05332 VSM_long 
51 0 AP891130-0174  852 0.05324 VSM_long 
51 0 AP891023-0064  853 0.05313 VSM_long 
51 0 AP890109-0090  854 0.05313 VSM_long 
51 0 AP890713-0119  855 0.05311 VSM_long 
51 0 AP891110-0087  856 0.05311 VSM_long 
51 0 AP890105-0134  857 0.05309 VSM_long 
51 0 AP890228-0141  858 0.05304 VSM_long 
51 0 AP891029-0022  859 0.05297 VSM_long 
51 0 AP890729-0047  860 0.05295 VSM_long 
51 0 AP890323-0201  861 0.05291 VSM_long 
51 0 AP890727-0265  862 0.05286 VSM_long 
51 0 AP891124-0202  863 0.05286 VSM_long 
51 0 AP890214-0155  864 0.05282 VSM_long 
51 0 AP890624-0025  865 0.05280 VSM_long 
51 0 AP890815-0122  866 0.05279 VSM_long 
51 0 AP890226-0089  867 0.05276 VSM_long 
51 0 AP890908-0118  868 0.05275 VSM_long 
51 0 AP891003-0190  869 0.05272 VSM_long 
51 0 AP890614-0252  870 0.05267 VSM_long 
51 0 AP890619-0262  871 0.05267 VSM_long 
51 0 AP890316-0046  872 0.05265 VSM_long 
51 0 AP890320-0281  873 0.05262 VSM_long 
51 0 AP891214-0177  874 0.05256 VSM_long 
51 0 AP890714-0289  875 0.05255 VSM_long 
51 0 AP890304-0074  876 0.05254 VSM_long 
51 0 AP890211-0139  877 0.05253 VSM_long 
51 0 AP890817-0156  878 0.05253 VSM_long 
51 0 AP890104-0082  879 0.05250 VSM_long 
51 0 AP890919-0246  880 0.05247 VSM_long 
51 0 AP890407-0267  881 0.05244 VSM_long 
51 0 AP890224-0152  882 0.05243 VSM_long 
51 0 AP890210-0129  883 0.05239 VSM_long 
51 0 AP890510-0109  884 0.05235 VSM_long 
51 0 AP891114-0151  885 0.05231 VSM_long 
51 0 AP890816-0187  886 0.05223 VSM_long 
51 0 AP890722-0022  887 0.05219 VSM_long 
51 0 AP890111-0138  888 0.05217 VSM_long 
51 0 AP890609-0246  889 0.05216 VSM_long 
51 0 AP890102-0121  890 0.05211 VSM_long 
51 0 AP890208-0201  891 0.05209 VSM_long 
51 0 AP890506-0012  892 0.05205 VSM_long 
51 0 AP890728-0173  893 0.05202 VSM_long 
51 0 AP891109-0157  894 0.05201 VSM_long 
51 0 AP890206-0027  895 0.05201 VSM_long 
51 0 AP890105-0187  896 0.05201 VSM_long 
51 0 AP890928-0156  897 0.05195 VSM_long 
51 0 AP890523-0235  898 0.05194 VSM_long 
51 0 AP890102-0085  899 0.05192 VSM_long 
51 0 AP890715-0150  900 0.05191 VSM_long 
51 0 AP891112-0030  901 0.05190 VSM_long 
51 0 AP890124-0230  902 0.05189 VSM_long 
51 0 AP890720-0027  903 0.05188 VSM_long 
51 0 AP890107-0008  904 0.05186 VSM_long 
51 0 AP891027-0156  905 0.05185 VSM_long 
51 0 AP891129-0238  906 0.05183 VSM_long 
51 0 AP890720-0235  907 0.05182 VSM_long 
51 0 AP890314-0240  908 0.05182 VSM_long 
51 0 AP890124-0285  909 0.05182 VSM_long 
51 0 AP890306-0196  910 0.05177 VSM_long 
51 0 AP890106-0165  911 0.05171 VSM_long 
51 0 AP890926-0185  912 0.05171 VSM_long 
51 0 AP890203-0039  913 0.05168 VSM_long 
51 0 AP890310-0016  914 0.05167 VSM_long 
51 0 AP890210-0201  915 0.05165 VSM_long 
51 0 AP890702-0020  916 0.05163 VSM_long 
51 0 AP890119-0249  917 0.05161 VSM_long 
51 0 AP890517-0064  918 0.05160 VSM_long 
51 0 AP890504-0088  919 0.05160 VSM_long 
51 0 AP890506-0141  920 0.05158 VSM_long 
51 0 AP891013-0056  921 0.05156 VSM_long 
51 0 AP890523-0016  922 0.05156 VSM_long 
51 0 AP890831-0163  923 0.05156 VSM_long 
51 0 AP890722-0106  924 0.05153 VSM_long 
51 0 AP890407-0231  925 0.05153 VSM_long 
51 0 AP890703-0112  926 0.05152 VSM_long 
51 0 AP890727-0042  927 0.05152 VSM_long 
51 0 AP890106-0010  928 0.05151 VSM_long 
51 0 AP891130-0213  929 0.05151 VSM_long 
51 0 AP891213-0049  930 0.05147 VSM_long 
51 0 AP890525-0138  931 0.05146 VSM_long 
51 0 AP891027-0231  932 0.05144 VSM_long 
51 0 AP890914-0135  933 0.05142 VSM_long 
51 0 AP890722-0113  934 0.05141 VSM_long 
51 0 AP891208-0263  935 0.05140 VSM_long 
51 0 AP890318-0163  936 0.05136 VSM_long 
51 0 AP891025-0164  937 0.05135 VSM_long 
51 0 AP890210-0081  938 0.05133 VSM_long 
51 0 AP890831-0240  939 0.05132 VSM_long 
51 0 AP890905-0085  940 0.05128 VSM_long 
51 0 AP890220-0071  941 0.05126 VSM_long 
51 0 AP890129-0050  942 0.05124 VSM_long 
51 0 AP890816-0157  943 0.05122 VSM_long 
51 0 AP890307-0177  944 0.05122 VSM_long 
51 0 AP890320-0023  945 0.05121 VSM_long 
51 0 AP890209-0154  946 0.05115 VSM_long 
51 0 AP891216-0112  947 0.05111 VSM_long 
51 0 AP891218-0055  948 0.05110 VSM_long 
51 0 AP890617-0081  949 0.05107 VSM_long 
51 0 AP891005-0121  950 0.05106 VSM_long 
51 0 AP890817-0110  951 0.05102 VSM_long 
51 0 AP890714-0077  952 0.05102 VSM_long 
51 0 AP890615-0188  953 0.05093 VSM_long 
51 0 AP891130-0069  954 0.05093 VSM_long 
51 0 AP890619-0134  955 0.05093 VSM_long 
51 0 AP890816-0076  956 0.05089 VSM_long 
51 0 AP890426-0268  957 0.05086 VSM_long 
51 0 AP890428-0167  958 0.05085 VSM_long 
51 0 AP891101-0270  959 0.05085 VSM_long 
51 0 AP890522-0301  960 0.05083 VSM_long 
51 0 AP890405-0286  961 0.05078 VSM_long 
51 0 AP890609-0154  962 0.05077 VSM_long 
51 0 AP890929-0032  963 0.05076 VSM_long 
51 0 AP890505-0187  964 0.05075 VSM_long 
51 0 AP890106-0005  965 0.05074 VSM_long 
51 0 AP890301-0009  966 0.05072 VSM_long 
51 0 AP890629-0122  967 0.05069 VSM_long 
51 0 AP891026-0133  968 0.05068 VSM_long 
51 0 AP890911-0258  969 0.05064 VSM_long 
51 0 AP890322-0084  970 0.05063 VSM_long 
51 0 AP890226-0010  971 0.05058 VSM_long 
51 0 AP891104-0020  972 0.05053 VSM_long 
51 0 AP890115-0011  973 0.05053 VSM_long 
51 0 AP890506-0065  974 0.05052 VSM_long 
51 0 AP891021-0091  975 0.05051 VSM_long 
51 0 AP891030-0046  976 0.05048 VSM_long 
51 0 AP891011-0059  977 0.05047 VSM_long 
51 0 AP890411-0066  978 0.05045 VSM_long 
51 0 AP890125-0173  979 0.05040 VSM_long 
51 0 AP890926-0168  980 0.05040 VSM_long 
51 0 AP890301-0277  981 0.05039 VSM_long 
51 0 AP890209-0221  982 0.05037 VSM_long 
51 0 AP891120-0149  983 0.05037 VSM_long 
51 0 AP890216-0120  984 0.05032 VSM_long 
51 0 AP890616-0219  985 0.05030 VSM_long 
51 0 AP890809-0246  986 0.05029 VSM_long 
51 0 AP890906-0266  987 0.05026 VSM_long 
51 0 AP890913-0049  988 0.05024 VSM_long 
51 0 AP890406-0177  989 0.05020 VSM_long 
51 0 AP890406-0193  990 0.05020 VSM_long 
51 0 AP891029-0028  991 0.05019 VSM_long 
51 0 AP890123-0285  992 0.05019 VSM_long 
51 0 AP891215-0144  993 0.05011 VSM_long 
51 0 AP891018-0128  994 0.05009 VSM_long 
51 0 AP891101-0039  995 0.05008 VSM_long 
51 0 AP890831-0129  996 0.05007 VSM_long 
51 0 AP890429-0067  997 0.05002 VSM_long 
51 0 AP890516-0165  998 0.04999 VSM_long 
51 0 AP891108-0042  999 0.04998 VSM_long 
51 0 AP890327-0018 1000 0.04997 VSM_long 
52 0 AP890210-0167    1 0.59798 VSM_long 
52 0 AP890821-0092    2 0.54683 VSM_long 
52 0 AP890208-0168    3 0.52092 VSM_long 
52 0 AP890801-0196    4 0.51800 VSM_long 
52 0 AP890626-0148    5 0.50579 VSM_long 
52 0 AP891023-0121    6 0.50369 VSM_long 
52 0 AP891010-0174    7 0.47375 VSM_long 
52 0 AP890207-0122    8 0.47187 VSM_long 
52 0 AP890517-0159    9 0.45959 VSM_long 
52 0 AP890906-0159   10 0.45724 VSM_long 
52 0 AP891024-0127   11 0.45369 VSM_long 
52 0 AP891004-0090   12 0.44807 VSM_long 
52 0 AP891028-0117   13 0.44634 VSM_long 
52 0 AP891019-0092   14 0.44298 VSM_long 
52 0 AP890206-0122   15 0.43955 VSM_long 
52 0 AP891003-0173   16 0.43675 VSM_long 
52 0 AP890205-0052   17 0.43619 VSM_long 
52 0 AP890517-0154   18 0.43404 VSM_long 
52 0 AP890224-0141   19 0.43348 VSM_long 
52 0 AP891212-0137   20 0.43216 VSM_long 
52 0 AP891025-0007   21 0.43080 VSM_long 
52 0 AP891019-0140   22 0.43067 VSM_long 
52 0 AP891018-0129   23 0.42885 VSM_long 
52 0 AP890522-0054   24 0.42761 VSM_long 
52 0 AP890326-0041   25 0.42611 VSM_long 
52 0 AP891213-0211   26 0.42574 VSM_long 
52 0 AP891025-0196   27 0.41328 VSM_long 
52 0 AP890809-0239   28 0.41327 VSM_long 
52 0 AP890228-0165   29 0.40068 VSM_long 
52 0 AP890906-0186   30 0.39682 VSM_long 
52 0 AP891018-0092   31 0.39601 VSM_long 
52 0 AP891109-0133   32 0.39522 VSM_long 
52 0 AP890630-0147   33 0.39472 VSM_long 
52 0 AP890131-0203   34 0.39228 VSM_long 
52 0 AP891017-0168   35 0.38371 VSM_long 
52 0 AP890518-0155   36 0.38324 VSM_long 
52 0 AP890517-0086   37 0.38188 VSM_long 
52 0 AP890607-0145   38 0.37977 VSM_long 
52 0 AP890928-0161   39 0.36765 VSM_long 
52 0 AP890607-0222   40 0.36157 VSM_long 
52 0 AP890210-0090   41 0.35149 VSM_long 
52 0 AP891010-0193   42 0.35044 VSM_long 
52 0 AP890908-0071   43 0.34957 VSM_long 
52 0 AP890328-0151   44 0.34899 VSM_long 
52 0 AP890109-0116   45 0.34557 VSM_long 
52 0 AP891023-0047   46 0.34481 VSM_long 
52 0 AP891103-0256   47 0.34301 VSM_long 
52 0 AP890320-0195   48 0.34090 VSM_long 
52 0 AP891103-0068   49 0.33840 VSM_long 
52 0 AP890426-0025   50 0.33402 VSM_long 
52 0 AP890628-0142   51 0.33402 VSM_long 
52 0 AP890507-0095   52 0.33345 VSM_long 
52 0 AP891121-0074   53 0.33172 VSM_long 
52 0 AP890424-0048   54 0.32980 VSM_long 
52 0 AP890728-0198   55 0.32719 VSM_long 
52 0 AP890210-0102   56 0.32531 VSM_long 
52 0 AP891012-0150   57 0.32111 VSM_long 
52 0 AP890516-0124   58 0.31624 VSM_long 
52 0 AP890825-0238   59 0.31558 VSM_long 
52 0 AP890320-0191   60 0.31311 VSM_long 
52 0 AP891130-0048   61 0.31218 VSM_long 
52 0 AP891026-0108   62 0.30828 VSM_long 
52 0 AP890518-0102   63 0.30346 VSM_long 
52 0 AP891020-0136   64 0.30143 VSM_long 
52 0 AP890502-0075   65 0.29979 VSM_long 
52 0 AP891022-0058   66 0.29956 VSM_long 
52 0 AP890627-0114   67 0.29572 VSM_long 
52 0 AP891124-0095   68 0.29529 VSM_long 
52 0 AP890222-0238   69 0.29421 VSM_long 
52 0 AP891021-0110   70 0.29330 VSM_long 
52 0 AP891020-0085   71 0.29312 VSM_long 
52 0 AP891026-0193   72 0.29156 VSM_long 
