51 0 AP890518-0275    1 29.14379 LMwJMS_long 
51 0 AP890424-0155  482 8.66580 LMwJMS_long 
51 0 AP890227-0122  483 8.66578 LMwJMS_long 
51 0 AP890601-0126  484 8.66406 LMwJMS_long 
51 0 AP890908-0232  485 8.65749 LMwJMS_long 
51 0 AP890821-0145  486 8.65455 LMwJMS_long 
51 0 AP890209-0221  487 8.65388 LMwJMS_long 
51 0 AP890720-0027  488 8.65056 LMwJMS_long 
51 0 AP891219-0128  489 8.64196 LMwJMS_long 
51 0 AP890320-0168  490 8.63819 LMwJMS_long 
51 0 AP891121-0110  491 8.63378 LMwJMS_long 
51 0 AP890505-0170  492 8.62936 LMwJMS_long 
51 0 AP890515-0288  493 8.62578 LMwJMS_long 
51 0 AP890526-0004  494 8.61700 LMwJMS_long 
51 0 AP891129-0017  495 8.61276 LMwJMS_long 
51 0 AP890525-0238  496 8.59048 LMwJMS_long 
51 0 AP890628-0214  497 8.58914 LMwJMS_long 
51 0 AP890816-0076  498 8.58436 LMwJMS_long 
51 0 AP890109-0113  499 8.57976 LMwJMS_long 
51 0 AP890308-0145  500 8.57963 LMwJMS_long 
51 0 AP890412-0123  501 8.57529 LMwJMS_long 
51 0 AP891026-0001  502 8.56646 LMwJMS_long 
51 0 AP890310-0146  503 8.56375 LMwJMS_long 
51 0 AP890726-0149  504 8.56131 LMwJMS_long 
51 0 AP890731-0095  505 8.55532 LMwJMS_long 
51 0 AP890530-0122  506 8.55375 LMwJMS_long 
51 0 AP890203-0167  507 8.55278 LMwJMS_long 
51 0 AP890716-0049  508 8.55135 LMwJMS_long 
51 0 AP890111-0242  509 8.55101 LMwJMS_long 
51 0 AP890108-0094  510 8.54968 LMwJMS_long 
51 0 AP891204-0159  511 8.54890 LMwJMS_long 
51 0 AP890816-0024  512 8.54074 LMwJMS_long 
51 0 AP891101-0241  513 8.53823 LMwJMS_long 
51 0 AP890314-0247  514 8.52891 LMwJMS_long 
51 0 AP890108-0068  515 8.52753 LMwJMS_long 
51 0 AP891214-0015  516 8.52340 LMwJMS_long 
51 0 AP890802-0237  517 8.51970 LMwJMS_long 
51 0 AP890525-0019  518 8.51930 LMwJMS_long 
51 0 AP890516-0165  519 8.51733 LMwJMS_long 
51 0 AP891019-0162  520 8.51578 LMwJMS_long 
51 0 AP890207-0122  521 8.51566 LMwJMS_long 
51 0 AP890127-0204  522 8.51048 LMwJMS_long 
51 0 AP890108-0018  523 8.50496 LMwJMS_long 
51 0 AP890126-0167  524 8.50467 LMwJMS_long 
51 0 AP890227-0067  525 8.50265 LMwJMS_long 
51 0 AP890301-0115  526 8.50212 LMwJMS_long 
51 0 AP891025-0294  527 8.50160 LMwJMS_long 
51 0 AP890307-0155  528 8.48895 LMwJMS_long 
51 0 AP890301-0046  529 8.48879 LMwJMS_long 
51 0 AP891117-0027  530 8.48766 LMwJMS_long 
51 0 AP890109-0189  531 8.48043 LMwJMS_long 
51 0 AP890505-0123  532 8.46998 LMwJMS_long 
51 0 AP890325-0010  533 8.46868 LMwJMS_long 
51 0 AP890417-0132  534 8.46057 LMwJMS_long 
51 0 AP891108-0139  535 8.45825 LMwJMS_long 
51 0 AP890502-0146  536 8.45575 LMwJMS_long 
51 0 AP890308-0159  537 8.45309 LMwJMS_long 
51 0 AP890530-0053  538 8.45251 LMwJMS_long 
51 0 AP891015-0018  539 8.45129 LMwJMS_long 
51 0 AP890425-0156  540 8.45062 LMwJMS_long 
51 0 AP891201-0028  541 8.44973 LMwJMS_long 
51 0 AP890421-0159  542 8.44447 LMwJMS_long 
51 0 AP890301-0213  543 8.43893 LMwJMS_long 
51 0 AP890311-0105  544 8.43484 LMwJMS_long 
51 0 AP890628-0021  545 8.43050 LMwJMS_long 
51 0 AP890517-0064  546 8.42467 LMwJMS_long 
51 0 AP890508-0014  547 8.42020 LMwJMS_long 
51 0 AP891009-0074  548 8.41704 LMwJMS_long 
51 0 AP891228-0161  549 8.41022 LMwJMS_long 
51 0 AP890524-0049  550 8.40988 LMwJMS_long 
51 0 AP890308-0035  551 8.40907 LMwJMS_long 
51 0 AP891222-0054  552 8.40774 LMwJMS_long 
51 0 AP890607-0014  553 8.40720 LMwJMS_long 
51 0 AP890725-0269  554 8.40272 LMwJMS_long 
51 0 AP890702-0020  555 8.39966 LMwJMS_long 
51 0 AP890131-0081  556 8.39890 LMwJMS_long 
51 0 AP890918-0116  557 8.39875 LMwJMS_long 
51 0 AP891013-0069  558 8.39651 LMwJMS_long 
51 0 AP891021-0036  559 8.38093 LMwJMS_long 
51 0 AP890511-0090  560 8.37747 LMwJMS_long 
51 0 AP890922-0264  561 8.37687 LMwJMS_long 
51 0 AP890215-0174  562 8.37549 LMwJMS_long 
51 0 AP891106-0079  563 8.37500 LMwJMS_long 
51 0 AP891028-0066  564 8.37416 LMwJMS_long 
51 0 AP890218-0088  565 8.37075 LMwJMS_long 
51 0 AP891108-0212  566 8.35376 LMwJMS_long 
51 0 AP890626-0236  567 8.35347 LMwJMS_long 
51 0 AP890120-0161  568 8.34937 LMwJMS_long 
51 0 AP891117-0132  569 8.34926 LMwJMS_long 
51 0 AP890618-0053  570 8.34847 LMwJMS_long 
51 0 AP891129-0027  571 8.33881 LMwJMS_long 
51 0 AP890808-0134  572 8.33619 LMwJMS_long 
51 0 AP890407-0097  573 8.33203 LMwJMS_long 
51 0 AP890727-0199  574 8.33191 LMwJMS_long 
51 0 AP890214-0001  575 8.32827 LMwJMS_long 
51 0 AP890124-0140  576 8.32723 LMwJMS_long 
51 0 AP891124-0192  577 8.32651 LMwJMS_long 
51 0 AP890425-0091  578 8.32212 LMwJMS_long 
51 0 AP890104-0279  579 8.32030 LMwJMS_long 
51 0 AP890217-0059  580 8.31739 LMwJMS_long 
51 0 AP890720-0048  581 8.31479 LMwJMS_long 
51 0 AP890412-0116  582 8.31389 LMwJMS_long 
51 0 AP890908-0253  583 8.31022 LMwJMS_long 
51 0 AP891215-0247  584 8.29795 LMwJMS_long 
51 0 AP890711-0152  585 8.29773 LMwJMS_long 
51 0 AP890727-0095  586 8.29576 LMwJMS_long 
51 0 AP891218-0070  587 8.29447 LMwJMS_long 
51 0 AP890429-0016  588 8.29440 LMwJMS_long 
51 0 AP891103-0162  589 8.27866 LMwJMS_long 
51 0 AP890708-0136  590 8.27610 LMwJMS_long 
51 0 AP890809-0195  591 8.27177 LMwJMS_long 
51 0 AP891106-0088  592 8.27054 LMwJMS_long 
51 0 AP890307-0129  593 8.27008 LMwJMS_long 
51 0 AP890102-0103  594 8.26729 LMwJMS_long 
51 0 AP890725-0208  595 8.26378 LMwJMS_long 
51 0 AP890206-0081  596 8.25595 LMwJMS_long 
51 0 AP890906-0266  597 8.25414 LMwJMS_long 
51 0 AP890726-0240  598 8.24450 LMwJMS_long 
51 0 AP891101-0027  599 8.24086 LMwJMS_long 
51 0 AP890102-0121  600 8.23874 LMwJMS_long 
51 0 AP890227-0142  601 8.23285 LMwJMS_long 
51 0 AP891220-0250  602 8.23217 LMwJMS_long 
51 0 AP890908-0249  603 8.22787 LMwJMS_long 
51 0 AP890313-0194  604 8.21939 LMwJMS_long 
51 0 AP890315-0161  605 8.21356 LMwJMS_long 
51 0 AP890501-0245  606 8.20802 LMwJMS_long 
51 0 AP890518-0091  607 8.20621 LMwJMS_long 
51 0 AP890613-0106  608 8.20000 LMwJMS_long 
51 0 AP891031-0177  609 8.19966 LMwJMS_long 
51 0 AP890424-0274  610 8.19912 LMwJMS_long 
51 0 AP891014-0130  611 8.18367 LMwJMS_long 
51 0 AP890726-0243  612 8.17776 LMwJMS_long 
51 0 AP891214-0023  613 8.17643 LMwJMS_long 
51 0 AP890407-0231  614 8.17413 LMwJMS_long 
51 0 AP890222-0128  615 8.17360 LMwJMS_long 
51 0 AP890621-0103  616 8.17258 LMwJMS_long 
51 0 AP890207-0171  617 8.16963 LMwJMS_long 
51 0 AP890726-0269  618 8.16603 LMwJMS_long 
51 0 AP890501-0269  619 8.16179 LMwJMS_long 
51 0 AP890506-0014  620 8.15650 LMwJMS_long 
51 0 AP890324-0178  621 8.15067 LMwJMS_long 
51 0 AP890621-0093  622 8.14918 LMwJMS_long 
51 0 AP890606-0042  623 8.13654 LMwJMS_long 
51 0 AP890820-0083  624 8.13239 LMwJMS_long 
51 0 AP891127-0103  625 8.13184 LMwJMS_long 
51 0 AP890104-0211  626 8.13168 LMwJMS_long 
51 0 AP890213-0020  627 8.12919 LMwJMS_long 
51 0 AP891201-0051  628 8.12734 LMwJMS_long 
51 0 AP890106-0165  629 8.12724 LMwJMS_long 
51 0 AP890107-0057  630 8.12657 LMwJMS_long 
51 0 AP891010-0142  631 8.11536 LMwJMS_long 
51 0 AP890907-0222  632 8.11384 LMwJMS_long 
51 0 AP890523-0235  633 8.11339 LMwJMS_long 
51 0 AP891223-0004  634 8.11160 LMwJMS_long 
51 0 AP890105-0164  635 8.11086 LMwJMS_long 
51 0 AP890929-0047  636 8.11069 LMwJMS_long 
51 0 AP890328-0227  637 8.10911 LMwJMS_long 
51 0 AP891024-0197  638 8.10800 LMwJMS_long 
51 0 AP891119-0065  639 8.10669 LMwJMS_long 
51 0 AP891012-0259  640 8.10582 LMwJMS_long 
51 0 AP890725-0183  641 8.10420 LMwJMS_long 
51 0 AP891227-0077  642 8.10403 LMwJMS_long 
51 0 AP890127-0090  643 8.10146 LMwJMS_long 
51 0 AP890515-0080  644 8.10064 LMwJMS_long 
51 0 AP890123-0095  645 8.09386 LMwJMS_long 
51 0 AP890616-0083  646 8.08978 LMwJMS_long 
51 0 AP890409-0026  647 8.08929 LMwJMS_long 
51 0 AP890316-0157  648 8.08604 LMwJMS_long 
51 0 AP891119-0016  649 8.08234 LMwJMS_long 
51 0 AP890221-0013  650 8.07968 LMwJMS_long 
51 0 AP890525-0163  651 8.07945 LMwJMS_long 
51 0 AP891103-0248  652 8.07773 LMwJMS_long 
51 0 AP890220-0127  653 8.07107 LMwJMS_long 
51 0 AP890220-0164  654 8.06491 LMwJMS_long 
51 0 AP890125-0202  655 8.06299 LMwJMS_long 
51 0 AP890529-0105  656 8.05851 LMwJMS_long 
51 0 AP891217-0046  657 8.05606 LMwJMS_long 
51 0 AP890802-0025  658 8.05560 LMwJMS_long 
51 0 AP890609-0246  659 8.04777 LMwJMS_long 
51 0 AP891005-0121  660 8.04569 LMwJMS_long 
51 0 AP890217-0103  661 8.04390 LMwJMS_long 
51 0 AP890106-0202  662 8.04322 LMwJMS_long 
51 0 AP890811-0242  663 8.04075 LMwJMS_long 
51 0 AP891109-0236  664 8.04037 LMwJMS_long 
51 0 AP891121-0191  665 8.03419 LMwJMS_long 
51 0 AP890307-0126  666 8.02920 LMwJMS_long 
51 0 AP890910-0078  667 8.02356 LMwJMS_long 
51 0 AP890410-0240  668 8.02349 LMwJMS_long 
51 0 AP890608-0245  669 8.02308 LMwJMS_long 
51 0 AP890808-0120  670 8.02260 LMwJMS_long 
51 0 AP891129-0124  671 8.01988 LMwJMS_long 
51 0 AP890812-0019  672 8.01551 LMwJMS_long 
51 0 AP891109-0305  673 8.01144 LMwJMS_long 
51 0 AP890703-0214  674 7.99960 LMwJMS_long 
51 0 AP891006-0109  675 7.99951 LMwJMS_long 
51 0 AP890216-0154  676 7.99866 LMwJMS_long 
51 0 AP890404-0062  677 7.99773 LMwJMS_long 
51 0 AP890315-0285  678 7.99760 LMwJMS_long 
51 0 AP890315-0293  679 7.99760 LMwJMS_long 
51 0 AP890521-0026  680 7.99654 LMwJMS_long 
51 0 AP891101-0270  681 7.99467 LMwJMS_long 
51 0 AP890419-0027  682 7.99285 LMwJMS_long 
51 0 AP891213-0036  683 7.98942 LMwJMS_long 
51 0 AP890203-0066  684 7.98932 LMwJMS_long 
51 0 AP890905-0085  685 7.98553 LMwJMS_long 
51 0 AP890927-0152  686 7.98375 LMwJMS_long 
51 0 AP890504-0182  687 7.98256 LMwJMS_long 
51 0 AP890414-0262  688 7.98141 LMwJMS_long 
51 0 AP890204-0129  689 7.98068 LMwJMS_long 
51 0 AP890324-0249  690 7.98036 LMwJMS_long 
51 0 AP890511-0154  691 7.97851 LMwJMS_long 
51 0 AP890921-0042  692 7.97378 LMwJMS_long 
51 0 AP890722-0113  693 7.97170 LMwJMS_long 
51 0 AP890804-0008  694 7.97151 LMwJMS_long 
51 0 AP890913-0165  695 7.96291 LMwJMS_long 
51 0 AP890429-0018  696 7.96003 LMwJMS_long 
51 0 AP890114-0087  697 7.95836 LMwJMS_long 
51 0 AP891217-0037  698 7.95620 LMwJMS_long 
51 0 AP890530-0281  699 7.95105 LMwJMS_long 
51 0 AP890531-0263  700 7.95105 LMwJMS_long 
51 0 AP891130-0097  701 7.94776 LMwJMS_long 
51 0 AP891108-0208  702 7.94732 LMwJMS_long 
51 0 AP890925-0079  703 7.94678 LMwJMS_long 
51 0 AP890215-0065  704 7.94428 LMwJMS_long 
51 0 AP891222-0141  705 7.94420 LMwJMS_long 
51 0 AP890612-0292  706 7.94126 LMwJMS_long 
51 0 AP890928-0156  707 7.93840 LMwJMS_long 
51 0 AP890424-0003  708 7.93744 LMwJMS_long 
51 0 AP890329-0113  709 7.93003 LMwJMS_long 
51 0 AP890827-0032  710 7.92928 LMwJMS_long 
51 0 AP890105-0005  711 7.92513 LMwJMS_long 
51 0 AP890415-0089  712 7.92464 LMwJMS_long 
51 0 AP890728-0173  713 7.92434 LMwJMS_long 
51 0 AP891005-0070  714 7.92395 LMwJMS_long 
51 0 AP890106-0049  715 7.91997 LMwJMS_long 
51 0 AP890130-0133  716 7.91874 LMwJMS_long 
51 0 AP890314-0043  717 7.91828 LMwJMS_long 
51 0 AP891226-0014  718 7.91555 LMwJMS_long 
51 0 AP891026-0170  719 7.91552 LMwJMS_long 
51 0 AP890427-0241  720 7.90640 LMwJMS_long 
51 0 AP890503-0165  721 7.90529 LMwJMS_long 
51 0 AP891026-0152  722 7.90245 LMwJMS_long 
51 0 AP891204-0198  723 7.89659 LMwJMS_long 
51 0 AP890914-0135  724 7.89375 LMwJMS_long 
51 0 AP890927-0017  725 7.89290 LMwJMS_long 
51 0 AP890831-0163  726 7.89126 LMwJMS_long 
51 0 AP890211-0139  727 7.89070 LMwJMS_long 
51 0 AP890619-0134  728 7.88995 LMwJMS_long 
51 0 AP890921-0227  729 7.88877 LMwJMS_long 
51 0 AP891225-0071  730 7.88754 LMwJMS_long 
51 0 AP890112-0007  731 7.88639 LMwJMS_long 
51 0 AP891204-0126  732 7.88523 LMwJMS_long 
51 0 AP890714-0289  733 7.88303 LMwJMS_long 
51 0 AP890807-0163  734 7.88261 LMwJMS_long 
51 0 AP890213-0070  735 7.87972 LMwJMS_long 
51 0 AP890628-0156  736 7.87745 LMwJMS_long 
51 0 AP891104-0020  737 7.87196 LMwJMS_long 
51 0 AP890105-0034  738 7.86902 LMwJMS_long 
51 0 AP890907-0259  739 7.86525 LMwJMS_long 
51 0 AP890526-0062  740 7.86094 LMwJMS_long 
51 0 AP890326-0073  741 7.85968 LMwJMS_long 
51 0 AP890125-0173  742 7.85665 LMwJMS_long 
51 0 AP890404-0239  743 7.85303 LMwJMS_long 
51 0 AP890108-0096  744 7.85271 LMwJMS_long 
51 0 AP890620-0117  745 7.85066 LMwJMS_long 
51 0 AP890303-0022  746 7.84888 LMwJMS_long 
51 0 AP890414-0249  747 7.84759 LMwJMS_long 
51 0 AP890807-0127  748 7.84554 LMwJMS_long 
51 0 AP890928-0214  749 7.84491 LMwJMS_long 
51 0 AP890210-0129  750 7.84342 LMwJMS_long 
51 0 AP890404-0053  751 7.83962 LMwJMS_long 
51 0 AP890210-0090  752 7.83030 LMwJMS_long 
51 0 AP890319-0103  753 7.82893 LMwJMS_long 
51 0 AP891225-0109  754 7.82735 LMwJMS_long 
51 0 AP890206-0053  755 7.82679 LMwJMS_long 
51 0 AP891217-0083  756 7.82144 LMwJMS_long 
51 0 AP890210-0081  757 7.81658 LMwJMS_long 
51 0 AP890113-0249  758 7.81394 LMwJMS_long 
51 0 AP890109-0090  759 7.80881 LMwJMS_long 
51 0 AP890420-0034  760 7.80504 LMwJMS_long 
51 0 AP890216-0293  761 7.80169 LMwJMS_long 
51 0 AP891026-0193  762 7.79807 LMwJMS_long 
51 0 AP890801-0113  763 7.78031 LMwJMS_long 
51 0 AP890624-0025  764 7.77433 LMwJMS_long 
51 0 AP891023-0137  765 7.77161 LMwJMS_long 
51 0 AP890721-0128  766 7.77065 LMwJMS_long 
51 0 AP890919-0085  767 7.76995 LMwJMS_long 
51 0 AP890621-0107  768 7.76849 LMwJMS_long 
51 0 AP890310-0235  769 7.76778 LMwJMS_long 
51 0 AP891129-0030  770 7.76460 LMwJMS_long 
51 0 AP890717-0086  771 7.76310 LMwJMS_long 
51 0 AP891018-0128  772 7.75862 LMwJMS_long 
51 0 AP890629-0167  773 7.75765 LMwJMS_long 
51 0 AP890629-0298  774 7.75765 LMwJMS_long 
51 0 AP890103-0152  775 7.75611 LMwJMS_long 
51 0 AP890427-0213  776 7.74972 LMwJMS_long 
51 0 AP890926-0185  777 7.74792 LMwJMS_long 
51 0 AP890825-0247  778 7.74608 LMwJMS_long 
51 0 AP890310-0016  779 7.74175 LMwJMS_long 
51 0 AP890131-0031  780 7.73298 LMwJMS_long 
51 0 AP891030-0046  781 7.73214 LMwJMS_long 
51 0 AP891113-0170  782 7.73101 LMwJMS_long 
51 0 AP891128-0022  783 7.73092 LMwJMS_long 
51 0 AP891217-0008  784 7.72462 LMwJMS_long 
51 0 AP890821-0092  785 7.72357 LMwJMS_long 
51 0 AP890617-0081  786 7.72130 LMwJMS_long 
51 0 AP891208-0263  787 7.72085 LMwJMS_long 
51 0 AP890904-0107  788 7.71718 LMwJMS_long 
51 0 AP890520-0038  789 7.71666 LMwJMS_long 
51 0 AP890629-0047  790 7.71571 LMwJMS_long 
51 0 AP890504-0034  791 7.71567 LMwJMS_long 
51 0 AP890303-0056  792 7.71143 LMwJMS_long 
51 0 AP891104-0108  793 7.71012 LMwJMS_long 
51 0 AP891219-0116  794 7.70635 LMwJMS_long 
51 0 AP890216-0120  795 7.70046 LMwJMS_long 
51 0 AP890713-0014  796 7.69853 LMwJMS_long 
51 0 AP890801-0228  797 7.69406 LMwJMS_long 
51 0 AP890823-0148  798 7.69404 LMwJMS_long 
51 0 AP891019-0146  799 7.69324 LMwJMS_long 
51 0 AP890213-0144  800 7.69224 LMwJMS_long 
51 0 AP890307-0154  801 7.69145 LMwJMS_long 
51 0 AP890531-0287  802 7.68951 LMwJMS_long 
51 0 AP890417-0169  803 7.68858 LMwJMS_long 
51 0 AP891003-0091  804 7.68757 LMwJMS_long 
51 0 AP890712-0087  805 7.68736 LMwJMS_long 
51 0 AP890320-0183  806 7.68433 LMwJMS_long 
51 0 AP891128-0016  807 7.68375 LMwJMS_long 
51 0 AP890629-0122  808 7.68177 LMwJMS_long 
51 0 AP891122-0148  809 7.68005 LMwJMS_long 
51 0 AP890109-0331  810 7.67810 LMwJMS_long 
51 0 AP890105-0284  811 7.67767 LMwJMS_long 
51 0 AP890919-0246  812 7.67578 LMwJMS_long 
51 0 AP891101-0153  813 7.67571 LMwJMS_long 
51 0 AP890131-0097  814 7.67539 LMwJMS_long 
51 0 AP891003-0177  815 7.67170 LMwJMS_long 
51 0 AP890525-0288  816 7.67156 LMwJMS_long 
51 0 AP890314-0183  817 7.67049 LMwJMS_long 
51 0 AP891110-0117  818 7.66930 LMwJMS_long 
51 0 AP891117-0018  819 7.66919 LMwJMS_long 
51 0 AP890112-0177  820 7.66731 LMwJMS_long 
51 0 AP890726-0130  821 7.66111 LMwJMS_long 
51 0 AP890622-0012  822 7.66023 LMwJMS_long 
51 0 AP891222-0184  823 7.65844 LMwJMS_long 
51 0 AP890503-0183  824 7.65463 LMwJMS_long 
51 0 AP890822-0217  825 7.65378 LMwJMS_long 
51 0 AP890725-0162  826 7.65200 LMwJMS_long 
51 0 AP890707-0178  827 7.64996 LMwJMS_long 
51 0 AP891121-0033  828 7.64982 LMwJMS_long 
51 0 AP890307-0061  829 7.64835 LMwJMS_long 
51 0 AP890831-0240  830 7.64720 LMwJMS_long 
51 0 AP890103-0102  831 7.64659 LMwJMS_long 
51 0 AP890625-0062  832 7.64600 LMwJMS_long 
51 0 AP890508-0219  833 7.64595 LMwJMS_long 
51 0 AP890914-0069  834 7.64068 LMwJMS_long 
51 0 AP890512-0120  835 7.63860 LMwJMS_long 
51 0 AP890802-0203  836 7.63559 LMwJMS_long 
51 0 AP890330-0177  837 7.63345 LMwJMS_long 
51 0 AP891025-0164  838 7.63200 LMwJMS_long 
51 0 AP890208-0201  839 7.63061 LMwJMS_long 
51 0 AP890612-0054  840 7.62970 LMwJMS_long 
51 0 AP891007-0101  841 7.62803 LMwJMS_long 
51 0 AP891007-0112  842 7.62803 LMwJMS_long 
51 0 AP890713-0145  843 7.62604 LMwJMS_long 
51 0 AP890216-0105  844 7.62576 LMwJMS_long 
51 0 AP890523-0167  845 7.62271 LMwJMS_long 
51 0 AP890130-0034  846 7.61945 LMwJMS_long 
51 0 AP891101-0038  847 7.61890 LMwJMS_long 
51 0 AP891230-0037  848 7.61825 LMwJMS_long 
51 0 AP890628-0039  849 7.61633 LMwJMS_long 
51 0 AP890317-0175  850 7.61593 LMwJMS_long 
51 0 AP890424-0134  851 7.61561 LMwJMS_long 
51 0 AP890517-0085  852 7.61547 LMwJMS_long 
51 0 AP890425-0077  853 7.61249 LMwJMS_long 
51 0 AP890829-0130  854 7.60938 LMwJMS_long 
51 0 AP890129-0048  855 7.60631 LMwJMS_long 
51 0 AP891213-0167  856 7.59787 LMwJMS_long 
51 0 AP890606-0018  857 7.59643 LMwJMS_long 
51 0 AP890322-0055  858 7.59608 LMwJMS_long 
51 0 AP890616-0090  859 7.59554 LMwJMS_long 
51 0 AP890919-0084  860 7.59226 LMwJMS_long 
51 0 AP890323-0095  861 7.59034 LMwJMS_long 
51 0 AP890414-0219  862 7.58799 LMwJMS_long 
51 0 AP891002-0101  863 7.58628 LMwJMS_long 
51 0 AP890116-0019  864 7.58177 LMwJMS_long 
51 0 AP891009-0189  865 7.57823 LMwJMS_long 
51 0 AP890104-0076  866 7.57651 LMwJMS_long 
51 0 AP890104-0072  867 7.57559 LMwJMS_long 
51 0 AP890120-0043  868 7.57180 LMwJMS_long 
51 0 AP890210-0149  869 7.56693 LMwJMS_long 
51 0 AP890810-0041  870 7.56023 LMwJMS_long 
51 0 AP890729-0047  871 7.55816 LMwJMS_long 
51 0 AP890425-0082  872 7.55559 LMwJMS_long 
51 0 AP890919-0232  873 7.55107 LMwJMS_long 
51 0 AP891212-0080  874 7.54768 LMwJMS_long 
51 0 AP891128-0201  875 7.53909 LMwJMS_long 
51 0 AP890911-0252  876 7.53889 LMwJMS_long 
51 0 AP891127-0136  877 7.53865 LMwJMS_long 
51 0 AP891128-0187  878 7.53865 LMwJMS_long 
51 0 AP890725-0119  879 7.53716 LMwJMS_long 
51 0 AP890714-0266  880 7.53565 LMwJMS_long 
51 0 AP890714-0270  881 7.53565 LMwJMS_long 
51 0 AP890727-0140  882 7.53336 LMwJMS_long 
51 0 AP891023-0064  883 7.53238 LMwJMS_long 
51 0 AP890310-0175  884 7.52971 LMwJMS_long 
51 0 AP890721-0106  885 7.52919 LMwJMS_long 
51 0 AP891104-0016  886 7.52865 LMwJMS_long 
51 0 AP890301-0211  887 7.52651 LMwJMS_long 
51 0 AP891130-0213  888 7.52586 LMwJMS_long 
51 0 AP891204-0277  889 7.52433 LMwJMS_long 
51 0 AP890130-0171  890 7.52170 LMwJMS_long 
51 0 AP890421-0253  891 7.52119 LMwJMS_long 
51 0 AP891108-0016  892 7.52052 LMwJMS_long 
51 0 AP890322-0084  893 7.51932 LMwJMS_long 
51 0 AP891128-0189  894 7.51712 LMwJMS_long 
51 0 AP890505-0181  895 7.51708 LMwJMS_long 
51 0 AP890614-0030  896 7.51643 LMwJMS_long 
51 0 AP890425-0293  897 7.51632 LMwJMS_long 
51 0 AP890110-0165  898 7.51266 LMwJMS_long 
51 0 AP891207-0233  899 7.51252 LMwJMS_long 
51 0 AP890104-0106  900 7.50821 LMwJMS_long 
51 0 AP891027-0162  901 7.50502 LMwJMS_long 
51 0 AP890912-0095  902 7.50064 LMwJMS_long 
51 0 AP891030-0194  903 7.49851 LMwJMS_long 
51 0 AP891202-0045  904 7.49839 LMwJMS_long 
51 0 AP890816-0071  905 7.49340 LMwJMS_long 
51 0 AP890129-0060  906 7.49288 LMwJMS_long 
51 0 AP890112-0041  907 7.49122 LMwJMS_long 
51 0 AP890903-0020  908 7.49070 LMwJMS_long 
51 0 AP890711-0135  909 7.49036 LMwJMS_long 
51 0 AP890514-0029  910 7.48954 LMwJMS_long 
51 0 AP890405-0209  911 7.48763 LMwJMS_long 
51 0 AP890224-0152  912 7.48652 LMwJMS_long 
51 0 AP890203-0064  913 7.48589 LMwJMS_long 
51 0 AP890117-0249  914 7.48570 LMwJMS_long 
51 0 AP890324-0122  915 7.48532 LMwJMS_long 
51 0 AP890424-0285  916 7.48122 LMwJMS_long 
51 0 AP890301-0230  917 7.47942 LMwJMS_long 
51 0 AP891003-0190  918 7.47856 LMwJMS_long 
51 0 AP891018-0247  919 7.47697 LMwJMS_long 
51 0 AP890609-0154  920 7.47281 LMwJMS_long 
51 0 AP890525-0287  921 7.47076 LMwJMS_long 
51 0 AP891109-0205  922 7.47005 LMwJMS_long 
51 0 AP890102-0085  923 7.46750 LMwJMS_long 
51 0 AP890201-0038  924 7.46393 LMwJMS_long 
51 0 AP891230-0043  925 7.46091 LMwJMS_long 
51 0 AP890225-0094  926 7.45726 LMwJMS_long 
51 0 AP890228-0231  927 7.45573 LMwJMS_long 
51 0 AP890922-0172  928 7.45494 LMwJMS_long 
51 0 AP891227-0014  929 7.45182 LMwJMS_long 
51 0 AP890801-0223  930 7.44813 LMwJMS_long 
51 0 AP890412-0062  931 7.44515 LMwJMS_long 
51 0 AP890316-0135  932 7.44452 LMwJMS_long 
51 0 AP890208-0320  933 7.44424 LMwJMS_long 
51 0 AP890403-0025  934 7.44363 LMwJMS_long 
51 0 AP890728-0038  935 7.44180 LMwJMS_long 
51 0 AP890110-0073  936 7.43974 LMwJMS_long 
51 0 AP891023-0121  937 7.43917 LMwJMS_long 
51 0 AP890210-0202  938 7.43882 LMwJMS_long 
51 0 AP890323-0201  939 7.43869 LMwJMS_long 
51 0 AP891002-0074  940 7.43801 LMwJMS_long 
51 0 AP890224-0197  941 7.43319 LMwJMS_long 
51 0 AP890520-0055  942 7.43265 LMwJMS_long 
51 0 AP890313-0021  943 7.43237 LMwJMS_long 
51 0 AP890523-0093  944 7.42817 LMwJMS_long 
51 0 AP890116-0131  945 7.42722 LMwJMS_long 
51 0 AP890608-0163  946 7.42176 LMwJMS_long 
51 0 AP890530-0004  947 7.42169 LMwJMS_long 
51 0 AP891209-0124  948 7.41613 LMwJMS_long 
51 0 AP891207-0211  949 7.41580 LMwJMS_long 
51 0 AP890320-0281  950 7.41470 LMwJMS_long 
51 0 AP890118-0228  951 7.40927 LMwJMS_long 
51 0 AP891026-0108  952 7.40733 LMwJMS_long 
51 0 AP890705-0140  953 7.40712 LMwJMS_long 
51 0 AP890104-0099  954 7.40617 LMwJMS_long 
51 0 AP890528-0081  955 7.40355 LMwJMS_long 
51 0 AP890816-0167  956 7.39742 LMwJMS_long 
51 0 AP890608-0115  957 7.39577 LMwJMS_long 
51 0 AP890208-0043  958 7.39476 LMwJMS_long 
51 0 AP891025-0099  959 7.39184 LMwJMS_long 
51 0 AP890224-0279  960 7.39036 LMwJMS_long 
51 0 AP890405-0110  961 7.38959 LMwJMS_long 
51 0 AP891024-0191  962 7.38702 LMwJMS_long 
