51 0 AP890908-0222    1 0.95151 VSM_short 
51 0 AP890301-0217  538 0.09766 VSM_short 
51 0 AP890301-0230  539 0.09766 VSM_short 
51 0 AP890302-0032  540 0.09766 VSM_short 
51 0 AP890308-0145  541 0.09766 VSM_short 
51 0 AP890308-0151  542 0.09766 VSM_short 
51 0 AP890313-0008  543 0.09766 VSM_short 
51 0 AP890316-0176  544 0.09766 VSM_short 
51 0 AP890406-0151  545 0.09766 VSM_short 
51 0 AP890407-0263  546 0.09766 VSM_short 
51 0 AP890420-0110  547 0.09766 VSM_short 
51 0 AP890425-0230  548 0.09766 VSM_short 
51 0 AP890510-0161  549 0.09766 VSM_short 
51 0 AP890518-0201  550 0.09766 VSM_short 
51 0 AP890518-0243  551 0.09766 VSM_short 
51 0 AP890525-0161  552 0.09766 VSM_short 
51 0 AP890605-0001  553 0.09766 VSM_short 
51 0 AP890616-0219  554 0.09766 VSM_short 
51 0 AP890619-0134  555 0.09766 VSM_short 
51 0 AP890621-0156  556 0.09766 VSM_short 
51 0 AP890622-0111  557 0.09766 VSM_short 
51 0 AP890629-0046  558 0.09766 VSM_short 
51 0 AP890629-0254  559 0.09766 VSM_short 
51 0 AP890718-0185  560 0.09766 VSM_short 
51 0 AP890724-0059  561 0.09766 VSM_short 
51 0 AP890724-0142  562 0.09766 VSM_short 
51 0 AP890724-0159  563 0.09766 VSM_short 
51 0 AP890727-0268  564 0.09766 VSM_short 
51 0 AP890803-0210  565 0.09766 VSM_short 
51 0 AP890805-0028  566 0.09766 VSM_short 
51 0 AP890814-0108  567 0.09766 VSM_short 
51 0 AP890823-0168  568 0.09766 VSM_short 
51 0 AP890829-0178  569 0.09766 VSM_short 
51 0 AP890830-0072  570 0.09766 VSM_short 
51 0 AP890830-0145  571 0.09766 VSM_short 
51 0 AP890908-0191  572 0.09766 VSM_short 
51 0 AP890919-0158  573 0.09766 VSM_short 
51 0 AP890928-0156  574 0.09766 VSM_short 
51 0 AP891004-0109  575 0.09766 VSM_short 
51 0 AP891005-0250  576 0.09766 VSM_short 
51 0 AP891007-0099  577 0.09766 VSM_short 
51 0 AP891012-0009  578 0.09766 VSM_short 
51 0 AP891012-0138  579 0.09766 VSM_short 
51 0 AP891012-0158  580 0.09766 VSM_short 
51 0 AP891026-0032  581 0.09766 VSM_short 
51 0 AP891029-0046  582 0.09766 VSM_short 
51 0 AP891105-0096  583 0.09766 VSM_short 
51 0 AP891108-0139  584 0.09766 VSM_short 
51 0 AP891108-0282  585 0.09766 VSM_short 
51 0 AP891109-0031  586 0.09766 VSM_short 
51 0 AP891113-0151  587 0.09766 VSM_short 
51 0 AP891114-0149  588 0.09766 VSM_short 
51 0 AP891114-0183  589 0.09766 VSM_short 
51 0 AP891115-0032  590 0.09766 VSM_short 
51 0 AP891116-0172  591 0.09766 VSM_short 
51 0 AP891130-0213  592 0.09766 VSM_short 
51 0 AP891130-0232  593 0.09766 VSM_short 
51 0 AP891213-0036  594 0.09766 VSM_short 
51 0 AP891213-0201  595 0.09766 VSM_short 
51 0 AP891214-0236  596 0.09766 VSM_short 
51 0 AP891219-0116  597 0.09766 VSM_short 
51 0 AP891220-0189  598 0.09766 VSM_short 
51 0 AP891221-0160  599 0.09766 VSM_short 
51 0 AP890109-0198  600 0.09665 VSM_short 
51 0 AP890713-0026  601 0.09665 VSM_short 
51 0 AP891005-0185  602 0.09665 VSM_short 
51 0 AP890310-0235  603 0.08629 VSM_short 
51 0 AP890311-0051  604 0.08629 VSM_short 
51 0 AP890731-0095  605 0.08629 VSM_short 
51 0 AP890818-0153  606 0.08629 VSM_short 
51 0 AP890101-0053  607 0.08371 VSM_short 
51 0 AP890105-0219  608 0.08371 VSM_short 
51 0 AP890111-0182  609 0.08371 VSM_short 
51 0 AP890113-0156  610 0.08371 VSM_short 
51 0 AP890114-0003  611 0.08371 VSM_short 
51 0 AP890126-0186  612 0.08371 VSM_short 
51 0 AP890126-0241  613 0.08371 VSM_short 
51 0 AP890126-0251  614 0.08371 VSM_short 
51 0 AP890128-0132  615 0.08371 VSM_short 
51 0 AP890130-0051  616 0.08371 VSM_short 
51 0 AP890130-0106  617 0.08371 VSM_short 
51 0 AP890131-0070  618 0.08371 VSM_short 
51 0 AP890201-0281  619 0.08371 VSM_short 
51 0 AP890210-0014  620 0.08371 VSM_short 
51 0 AP890215-0174  621 0.08371 VSM_short 
51 0 AP890215-0202  622 0.08371 VSM_short 
51 0 AP890217-0165  623 0.08371 VSM_short 
51 0 AP890223-0031  624 0.08371 VSM_short 
51 0 AP890302-0326  625 0.08371 VSM_short 
51 0 AP890304-0118  626 0.08371 VSM_short 
51 0 AP890310-0209  627 0.08371 VSM_short 
51 0 AP890316-0052  628 0.08371 VSM_short 
51 0 AP890318-0006  629 0.08371 VSM_short 
51 0 AP890320-0023  630 0.08371 VSM_short 
51 0 AP890322-0041  631 0.08371 VSM_short 
51 0 AP890324-0132  632 0.08371 VSM_short 
51 0 AP890325-0073  633 0.08371 VSM_short 
51 0 AP890401-0096  634 0.08371 VSM_short 
51 0 AP890405-0021  635 0.08371 VSM_short 
51 0 AP890412-0017  636 0.08371 VSM_short 
51 0 AP890412-0116  637 0.08371 VSM_short 
51 0 AP890413-0011  638 0.08371 VSM_short 
51 0 AP890416-0061  639 0.08371 VSM_short 
51 0 AP890426-0206  640 0.08371 VSM_short 
51 0 AP890426-0226  641 0.08371 VSM_short 
51 0 AP890427-0241  642 0.08371 VSM_short 
51 0 AP890429-0013  643 0.08371 VSM_short 
51 0 AP890512-0035  644 0.08371 VSM_short 
51 0 AP890515-0090  645 0.08371 VSM_short 
51 0 AP890515-0157  646 0.08371 VSM_short 
51 0 AP890522-0301  647 0.08371 VSM_short 
51 0 AP890523-0018  648 0.08371 VSM_short 
51 0 AP890524-0049  649 0.08371 VSM_short 
51 0 AP890526-0019  650 0.08371 VSM_short 
51 0 AP890526-0071  651 0.08371 VSM_short 
51 0 AP890531-0305  652 0.08371 VSM_short 
51 0 AP890601-0132  653 0.08371 VSM_short 
51 0 AP890601-0336  654 0.08371 VSM_short 
51 0 AP890607-0036  655 0.08371 VSM_short 
51 0 AP890609-0148  656 0.08371 VSM_short 
51 0 AP890610-0109  657 0.08371 VSM_short 
51 0 AP890610-0110  658 0.08371 VSM_short 
51 0 AP890613-0242  659 0.08371 VSM_short 
51 0 AP890614-0106  660 0.08371 VSM_short 
51 0 AP890616-0083  661 0.08371 VSM_short 
51 0 AP890622-0300  662 0.08371 VSM_short 
51 0 AP890623-0138  663 0.08371 VSM_short 
51 0 AP890626-0264  664 0.08371 VSM_short 
51 0 AP890628-0029  665 0.08371 VSM_short 
51 0 AP890628-0184  666 0.08371 VSM_short 
51 0 AP890629-0147  667 0.08371 VSM_short 
51 0 AP890701-0017  668 0.08371 VSM_short 
51 0 AP890705-0137  669 0.08371 VSM_short 
51 0 AP890710-0108  670 0.08371 VSM_short 
51 0 AP890711-0092  671 0.08371 VSM_short 
51 0 AP890712-0087  672 0.08371 VSM_short 
51 0 AP890713-0201  673 0.08371 VSM_short 
51 0 AP890714-0035  674 0.08371 VSM_short 
51 0 AP890715-0006  675 0.08371 VSM_short 
51 0 AP890720-0235  676 0.08371 VSM_short 
51 0 AP890726-0091  677 0.08371 VSM_short 
51 0 AP890726-0149  678 0.08371 VSM_short 
51 0 AP890726-0221  679 0.08371 VSM_short 
51 0 AP890727-0095  680 0.08371 VSM_short 
51 0 AP890727-0166  681 0.08371 VSM_short 
51 0 AP890731-0112  682 0.08371 VSM_short 
51 0 AP890731-0118  683 0.08371 VSM_short 
51 0 AP890802-0025  684 0.08371 VSM_short 
51 0 AP890802-0205  685 0.08371 VSM_short 
51 0 AP890803-0071  686 0.08371 VSM_short 
51 0 AP890804-0070  687 0.08371 VSM_short 
51 0 AP890807-0034  688 0.08371 VSM_short 
51 0 AP890808-0030  689 0.08371 VSM_short 
51 0 AP890808-0128  690 0.08371 VSM_short 
51 0 AP890809-0019  691 0.08371 VSM_short 
51 0 AP890811-0024  692 0.08371 VSM_short 
51 0 AP890812-0081  693 0.08371 VSM_short 
51 0 AP890817-0157  694 0.08371 VSM_short 
51 0 AP890828-0153  695 0.08371 VSM_short 
51 0 AP890831-0108  696 0.08371 VSM_short 
51 0 AP890904-0107  697 0.08371 VSM_short 
51 0 AP890912-0071  698 0.08371 VSM_short 
51 0 AP890924-0079  699 0.08371 VSM_short 
51 0 AP890927-0182  700 0.08371 VSM_short 
51 0 AP890928-0028  701 0.08371 VSM_short 
51 0 AP890929-0051  702 0.08371 VSM_short 
51 0 AP890930-0011  703 0.08371 VSM_short 
51 0 AP891005-0149  704 0.08371 VSM_short 
51 0 AP891006-0129  705 0.08371 VSM_short 
51 0 AP891009-0106  706 0.08371 VSM_short 
51 0 AP891011-0233  707 0.08371 VSM_short 
51 0 AP891013-0083  708 0.08371 VSM_short 
51 0 AP891016-0159  709 0.08371 VSM_short 
51 0 AP891021-0091  710 0.08371 VSM_short 
51 0 AP891024-0013  711 0.08371 VSM_short 
51 0 AP891024-0118  712 0.08371 VSM_short 
51 0 AP891025-0145  713 0.08371 VSM_short 
51 0 AP891026-0034  714 0.08371 VSM_short 
51 0 AP891026-0151  715 0.08371 VSM_short 
51 0 AP891031-0179  716 0.08371 VSM_short 
51 0 AP891106-0014  717 0.08371 VSM_short 
51 0 AP891106-0065  718 0.08371 VSM_short 
51 0 AP891114-0022  719 0.08371 VSM_short 
51 0 AP891117-0100  720 0.08371 VSM_short 
51 0 AP891123-0040  721 0.08371 VSM_short 
51 0 AP891130-0114  722 0.08371 VSM_short 
51 0 AP891211-0203  723 0.08371 VSM_short 
51 0 AP891213-0183  724 0.08371 VSM_short 
51 0 AP891216-0042  725 0.08371 VSM_short 
51 0 AP891217-0043  726 0.08371 VSM_short 
51 0 AP891221-0104  727 0.08371 VSM_short 
51 0 AP891223-0072  728 0.08371 VSM_short 
51 0 AP891230-0063  729 0.08371 VSM_short 
51 0 AP890109-0314  730 0.07892 VSM_short 
51 0 AP890109-0347  731 0.07892 VSM_short 
51 0 AP890120-0254  732 0.07892 VSM_short 
51 0 AP890209-0265  733 0.07892 VSM_short 
51 0 AP890219-0106  734 0.07892 VSM_short 
51 0 AP890228-0021  735 0.07892 VSM_short 
51 0 AP890505-0021  736 0.07892 VSM_short 
51 0 AP890617-0131  737 0.07892 VSM_short 
51 0 AP890709-0052  738 0.07892 VSM_short 
51 0 AP890715-0074  739 0.07892 VSM_short 
51 0 AP890927-0017  740 0.07892 VSM_short 
51 0 AP891021-0087  741 0.07892 VSM_short 
51 0 AP891023-0023  742 0.07892 VSM_short 
51 0 AP891125-0070  743 0.07892 VSM_short 
51 0 AP891208-0201  744 0.07892 VSM_short 
51 0 AP891212-0267  745 0.07892 VSM_short 
51 0 AP890102-0094  746 0.06975 VSM_short 
51 0 AP890103-0012  747 0.06975 VSM_short 
51 0 AP890105-0019  748 0.06975 VSM_short 
51 0 AP890109-0013  749 0.06975 VSM_short 
51 0 AP890110-0258  750 0.06975 VSM_short 
51 0 AP890111-0017  751 0.06975 VSM_short 
51 0 AP890118-0018  752 0.06975 VSM_short 
51 0 AP890125-0030  753 0.06975 VSM_short 
51 0 AP890128-0021  754 0.06975 VSM_short 
51 0 AP890130-0171  755 0.06975 VSM_short 
51 0 AP890131-0231  756 0.06975 VSM_short 
51 0 AP890201-0038  757 0.06975 VSM_short 
51 0 AP890201-0175  758 0.06975 VSM_short 
51 0 AP890208-0116  759 0.06975 VSM_short 
51 0 AP890210-0035  760 0.06975 VSM_short 
51 0 AP890214-0159  761 0.06975 VSM_short 
51 0 AP890223-0032  762 0.06975 VSM_short 
51 0 AP890224-0116  763 0.06975 VSM_short 
51 0 AP890227-0118  764 0.06975 VSM_short 
51 0 AP890227-0199  765 0.06975 VSM_short 
51 0 AP890227-0287  766 0.06975 VSM_short 
51 0 AP890301-0243  767 0.06975 VSM_short 
51 0 AP890305-0017  768 0.06975 VSM_short 
51 0 AP890306-0016  769 0.06975 VSM_short 
51 0 AP890308-0007  770 0.06975 VSM_short 
51 0 AP890308-0090  771 0.06975 VSM_short 
51 0 AP890311-0083  772 0.06975 VSM_short 
51 0 AP890314-0026  773 0.06975 VSM_short 
51 0 AP890315-0063  774 0.06975 VSM_short 
51 0 AP890315-0232  775 0.06975 VSM_short 
51 0 AP890315-0271  776 0.06975 VSM_short 
51 0 AP890316-0054  777 0.06975 VSM_short 
51 0 AP890316-0108  778 0.06975 VSM_short 
51 0 AP890316-0258  779 0.06975 VSM_short 
51 0 AP890324-0179  780 0.06975 VSM_short 
51 0 AP890327-0008  781 0.06975 VSM_short 
51 0 AP890330-0192  782 0.06975 VSM_short 
51 0 AP890404-0053  783 0.06975 VSM_short 
51 0 AP890404-0062  784 0.06975 VSM_short 
51 0 AP890404-0247  785 0.06975 VSM_short 
51 0 AP890420-0015  786 0.06975 VSM_short 
51 0 AP890420-0204  787 0.06975 VSM_short 
51 0 AP890424-0250  788 0.06975 VSM_short 
51 0 AP890425-0231  789 0.06975 VSM_short 
51 0 AP890427-0135  790 0.06975 VSM_short 
51 0 AP890428-0011  791 0.06975 VSM_short 
51 0 AP890429-0056  792 0.06975 VSM_short 
51 0 AP890503-0265  793 0.06975 VSM_short 
51 0 AP890503-0311  794 0.06975 VSM_short 
51 0 AP890505-0010  795 0.06975 VSM_short 
51 0 AP890506-0104  796 0.06975 VSM_short 
51 0 AP890508-0014  797 0.06975 VSM_short 
51 0 AP890510-0109  798 0.06975 VSM_short 
51 0 AP890510-0282  799 0.06975 VSM_short 
51 0 AP890514-0009  800 0.06975 VSM_short 
51 0 AP890516-0092  801 0.06975 VSM_short 
51 0 AP890518-0193  802 0.06975 VSM_short 
51 0 AP890519-0230  803 0.06975 VSM_short 
51 0 AP890526-0130  804 0.06975 VSM_short 
51 0 AP890601-0129  805 0.06975 VSM_short 
51 0 AP890601-0267  806 0.06975 VSM_short 
51 0 AP890608-0018  807 0.06975 VSM_short 
51 0 AP890609-0150  808 0.06975 VSM_short 
51 0 AP890612-0187  809 0.06975 VSM_short 
51 0 AP890614-0014  810 0.06975 VSM_short 
51 0 AP890617-0023  811 0.06975 VSM_short 
51 0 AP890619-0105  812 0.06975 VSM_short 
51 0 AP890619-0217  813 0.06975 VSM_short 
51 0 AP890620-0186  814 0.06975 VSM_short 
51 0 AP890623-0207  815 0.06975 VSM_short 
51 0 AP890623-0236  816 0.06975 VSM_short 
51 0 AP890625-0081  817 0.06975 VSM_short 
51 0 AP890627-0103  818 0.06975 VSM_short 
51 0 AP890629-0004  819 0.06975 VSM_short 
51 0 AP890629-0124  820 0.06975 VSM_short 
51 0 AP890629-0157  821 0.06975 VSM_short 
51 0 AP890629-0221  822 0.06975 VSM_short 
51 0 AP890630-0028  823 0.06975 VSM_short 
51 0 AP890630-0169  824 0.06975 VSM_short 
51 0 AP890630-0222  825 0.06975 VSM_short 
51 0 AP890702-0014  826 0.06975 VSM_short 
51 0 AP890704-0075  827 0.06975 VSM_short 
51 0 AP890706-0228  828 0.06975 VSM_short 
51 0 AP890707-0132  829 0.06975 VSM_short 
51 0 AP890710-0120  830 0.06975 VSM_short 
51 0 AP890710-0148  831 0.06975 VSM_short 
51 0 AP890710-0180  832 0.06975 VSM_short 
51 0 AP890711-0210  833 0.06975 VSM_short 
51 0 AP890713-0028  834 0.06975 VSM_short 
51 0 AP890713-0037  835 0.06975 VSM_short 
51 0 AP890714-0173  836 0.06975 VSM_short 
51 0 AP890715-0101  837 0.06975 VSM_short 
51 0 AP890716-0011  838 0.06975 VSM_short 
51 0 AP890718-0251  839 0.06975 VSM_short 
51 0 AP890724-0019  840 0.06975 VSM_short 
51 0 AP890725-0023  841 0.06975 VSM_short 
51 0 AP890726-0243  842 0.06975 VSM_short 
51 0 AP890726-0252  843 0.06975 VSM_short 
51 0 AP890727-0284  844 0.06975 VSM_short 
51 0 AP890728-0117  845 0.06975 VSM_short 
51 0 AP890801-0049  846 0.06975 VSM_short 
51 0 AP890801-0144  847 0.06975 VSM_short 
51 0 AP890801-0215  848 0.06975 VSM_short 
51 0 AP890802-0092  849 0.06975 VSM_short 
51 0 AP890802-0154  850 0.06975 VSM_short 
51 0 AP890807-0054  851 0.06975 VSM_short 
51 0 AP890810-0017  852 0.06975 VSM_short 
51 0 AP890811-0242  853 0.06975 VSM_short 
51 0 AP890819-0070  854 0.06975 VSM_short 
51 0 AP890831-0141  855 0.06975 VSM_short 
51 0 AP890906-0112  856 0.06975 VSM_short 
51 0 AP890907-0167  857 0.06975 VSM_short 
51 0 AP890909-0122  858 0.06975 VSM_short 
51 0 AP890911-0186  859 0.06975 VSM_short 
51 0 AP890915-0014  860 0.06975 VSM_short 
51 0 AP890915-0129  861 0.06975 VSM_short 
51 0 AP890921-0042  862 0.06975 VSM_short 
51 0 AP890923-0071  863 0.06975 VSM_short 
51 0 AP890925-0079  864 0.06975 VSM_short 
51 0 AP890927-0117  865 0.06975 VSM_short 
51 0 AP890928-0025  866 0.06975 VSM_short 
51 0 AP891005-0219  867 0.06975 VSM_short 
51 0 AP891006-0014  868 0.06975 VSM_short 
51 0 AP891007-0098  869 0.06975 VSM_short 
51 0 AP891012-0011  870 0.06975 VSM_short 
51 0 AP891013-0092  871 0.06975 VSM_short 
51 0 AP891014-0081  872 0.06975 VSM_short 
51 0 AP891016-0019  873 0.06975 VSM_short 
51 0 AP891018-0230  874 0.06975 VSM_short 
51 0 AP891022-0064  875 0.06975 VSM_short 
51 0 AP891025-0294  876 0.06975 VSM_short 
51 0 AP891028-0094  877 0.06975 VSM_short 
51 0 AP891031-0019  878 0.06975 VSM_short 
51 0 AP891031-0234  879 0.06975 VSM_short 
51 0 AP891101-0078  880 0.06975 VSM_short 
51 0 AP891102-0284  881 0.06975 VSM_short 
51 0 AP891106-0020  882 0.06975 VSM_short 
51 0 AP891107-0021  883 0.06975 VSM_short 
51 0 AP891109-0257  884 0.06975 VSM_short 
51 0 AP891111-0099  885 0.06975 VSM_short 
51 0 AP891115-0107  886 0.06975 VSM_short 
51 0 AP891116-0014  887 0.06975 VSM_short 
51 0 AP891116-0101  888 0.06975 VSM_short 
51 0 AP891120-0014  889 0.06975 VSM_short 
51 0 AP891120-0212  890 0.06975 VSM_short 
51 0 AP891122-0003  891 0.06975 VSM_short 
51 0 AP891122-0099  892 0.06975 VSM_short 
51 0 AP891124-0179  893 0.06975 VSM_short 
51 0 AP891129-0002  894 0.06975 VSM_short 
51 0 AP891129-0019  895 0.06975 VSM_short 
51 0 AP891129-0027  896 0.06975 VSM_short 
51 0 AP891206-0209  897 0.06975 VSM_short 
51 0 AP891207-0249  898 0.06975 VSM_short 
51 0 AP891210-0046  899 0.06975 VSM_short 
51 0 AP891211-0005  900 0.06975 VSM_short 
51 0 AP891211-0207  901 0.06975 VSM_short 
51 0 AP891211-0287  902 0.06975 VSM_short 
51 0 AP891213-0010  903 0.06975 VSM_short 
51 0 AP891213-0084  904 0.06975 VSM_short 
51 0 AP891215-0006  905 0.06975 VSM_short 
51 0 AP891217-0036  906 0.06975 VSM_short 
51 0 AP891217-0047  907 0.06975 VSM_short 
51 0 AP891218-0195  908 0.06975 VSM_short 
51 0 AP891220-0198  909 0.06975 VSM_short 
51 0 AP891221-0094  910 0.06975 VSM_short 
51 0 AP891222-0023  911 0.06975 VSM_short 
51 0 AP891225-0071  912 0.06975 VSM_short 
51 0 AP891226-0014  913 0.06975 VSM_short 
51 0 AP891227-0087  914 0.06975 VSM_short 
51 0 AP891228-0161  915 0.06975 VSM_short 
51 0 AP890104-0213  916 0.05580 VSM_short 
51 0 AP890106-0018  917 0.05580 VSM_short 
51 0 AP890107-0104  918 0.05580 VSM_short 
51 0 AP890109-0331  919 0.05580 VSM_short 
51 0 AP890110-0255  920 0.05580 VSM_short 
51 0 AP890118-0243  921 0.05580 VSM_short 
51 0 AP890123-0254  922 0.05580 VSM_short 
51 0 AP890126-0011  923 0.05580 VSM_short 
51 0 AP890127-0236  924 0.05580 VSM_short 
51 0 AP890209-0010  925 0.05580 VSM_short 
51 0 AP890217-0178  926 0.05580 VSM_short 
51 0 AP890308-0027  927 0.05580 VSM_short 
51 0 AP890313-0194  928 0.05580 VSM_short 
51 0 AP890316-0195  929 0.05580 VSM_short 
51 0 AP890316-0286  930 0.05580 VSM_short 
51 0 AP890318-0162  931 0.05580 VSM_short 
51 0 AP890318-0163  932 0.05580 VSM_short 
51 0 AP890328-0187  933 0.05580 VSM_short 
51 0 AP890404-0191  934 0.05580 VSM_short 
51 0 AP890406-0268  935 0.05580 VSM_short 
51 0 AP890407-0255  936 0.05580 VSM_short 
51 0 AP890425-0229  937 0.05580 VSM_short 
51 0 AP890427-0169  938 0.05580 VSM_short 
51 0 AP890427-0226  939 0.05580 VSM_short 
51 0 AP890504-0298  940 0.05580 VSM_short 
51 0 AP890609-0202  941 0.05580 VSM_short 
51 0 AP890630-0025  942 0.05580 VSM_short 
51 0 AP890710-0162  943 0.05580 VSM_short 
51 0 AP890714-0113  944 0.05580 VSM_short 
51 0 AP890719-0230  945 0.05580 VSM_short 
51 0 AP890726-0241  946 0.05580 VSM_short 
51 0 AP890909-0154  947 0.05580 VSM_short 
51 0 AP890927-0001  948 0.05580 VSM_short 
51 0 AP891006-0215  949 0.05580 VSM_short 
51 0 AP891009-0083  950 0.05580 VSM_short 
51 0 AP891122-0120  951 0.05580 VSM_short 
51 0 AP891227-0163  952 0.05580 VSM_short 
52 0 AP890801-0196    1 1.20667 VSM_short 
52 0 AP891028-0117    2 1.12245 VSM_short 
52 0 AP890522-0054    3 1.11414 VSM_short 
52 0 AP890906-0159    4 1.09606 VSM_short 
52 0 AP890516-0124    5 1.05307 VSM_short 
52 0 AP890109-0116    6 1.01936 VSM_short 
52 0 AP890517-0159    7 0.99476 VSM_short 
52 0 AP890208-0168    8 0.97497 VSM_short 
52 0 AP890517-0154    9 0.95950 VSM_short 
52 0 AP890517-0019   10 0.95516 VSM_short 
52 0 AP890825-0238   11 0.95062 VSM_short 
52 0 AP891019-0092   12 0.95062 VSM_short 
52 0 AP891109-0133   13 0.94689 VSM_short 
52 0 AP891004-0090   14 0.93957 VSM_short 
52 0 AP891003-0173   15 0.93229 VSM_short 
52 0 AP891212-0137   16 0.92964 VSM_short 
52 0 AP891213-0211   17 0.92937 VSM_short 
52 0 AP890326-0041   18 0.92757 VSM_short 
52 0 AP891019-0140   19 0.92415 VSM_short 
52 0 AP890608-0237   20 0.91342 VSM_short 
52 0 AP890206-0122   21 0.90154 VSM_short 
52 0 AP890517-0086   22 0.88371 VSM_short 
52 0 AP890205-0052   23 0.88046 VSM_short 
52 0 AP890518-0155   24 0.87789 VSM_short 
52 0 AP890928-0161   25 0.87785 VSM_short 
52 0 AP890628-0142   26 0.87152 VSM_short 
52 0 AP890607-0145   27 0.86780 VSM_short 
52 0 AP890228-0165   28 0.86675 VSM_short 
52 0 AP891010-0174   29 0.86567 VSM_short 
52 0 AP891025-0196   30 0.85884 VSM_short 
52 0 AP890626-0148   31 0.85288 VSM_short 
52 0 AP890821-0092   32 0.84467 VSM_short 
52 0 AP890401-0035   33 0.83243 VSM_short 
52 0 AP891022-0058   34 0.83140 VSM_short 
52 0 AP891003-0098   35 0.82894 VSM_short 
52 0 AP890630-0147   36 0.82333 VSM_short 
52 0 AP890208-0011   37 0.81617 VSM_short 
52 0 AP891011-0157   38 0.81400 VSM_short 
52 0 AP890131-0203   39 0.81320 VSM_short 
52 0 AP890505-0155   40 0.79879 VSM_short 
52 0 AP890623-0089   41 0.79591 VSM_short 
52 0 AP890607-0222   42 0.79023 VSM_short 
52 0 AP891020-0136   43 0.78797 VSM_short 
52 0 AP890502-0075   44 0.77949 VSM_short 
52 0 AP891017-0168   45 0.77619 VSM_short 
52 0 AP890524-0208   46 0.77565 VSM_short 
52 0 AP890809-0239   47 0.77093 VSM_short 
52 0 AP890626-0178   48 0.76949 VSM_short 
52 0 AP891018-0092   49 0.76721 VSM_short 
52 0 AP891024-0127   50 0.76421 VSM_short 
52 0 AP891021-0110   51 0.74772 VSM_short 
52 0 AP891023-0121   52 0.74770 VSM_short 
52 0 AP890819-0088   53 0.73749 VSM_short 
52 0 AP891012-0150   54 0.73685 VSM_short 
52 0 AP891023-0047   55 0.73133 VSM_short 
52 0 AP891201-0069   56 0.71293 VSM_short 
52 0 AP890711-0177   57 0.70997 VSM_short 
52 0 AP891005-0088   58 0.70951 VSM_short 
52 0 AP890906-0186   59 0.70764 VSM_short 
52 0 AP890518-0102   60 0.70584 VSM_short 
52 0 AP890622-0162   61 0.70470 VSM_short 
52 0 AP890908-0071   62 0.69318 VSM_short 
52 0 AP890522-0110   63 0.69142 VSM_short 
52 0 AP890601-0093   64 0.68554 VSM_short 
52 0 AP890507-0095   65 0.68290 VSM_short 
52 0 AP890621-0104   66 0.68290 VSM_short 
52 0 AP890328-0151   67 0.67330 VSM_short 
52 0 AP891021-0063   68 0.66831 VSM_short 
52 0 AP890830-0160   69 0.65456 VSM_short 
52 0 AP890426-0156   70 0.65000 VSM_short 
52 0 AP890315-0247   71 0.64275 VSM_short 
52 0 AP890426-0025   72 0.64091 VSM_short 
52 0 AP890320-0191   73 0.63544 VSM_short 
52 0 AP891104-0057   74 0.62977 VSM_short 
52 0 AP891216-0104   75 0.62850 VSM_short 
52 0 AP890424-0225   76 0.61728 VSM_short 
52 0 AP891010-0193   77 0.61365 VSM_short 
52 0 AP890110-0077   78 0.61050 VSM_short 
52 0 AP890222-0238   79 0.60806 VSM_short 
52 0 AP890104-0218   80 0.59719 VSM_short 
52 0 AP891018-0086   81 0.59293 VSM_short 
52 0 AP890426-0193   82 0.59207 VSM_short 
52 0 AP890708-0048   83 0.59207 VSM_short 
52 0 AP890407-0081   84 0.58836 VSM_short 
52 0 AP890626-0127   85 0.58700 VSM_short 
52 0 AP891020-0085   86 0.58025 VSM_short 
52 0 AP890726-0144   87 0.57975 VSM_short 
52 0 AP890210-0167   88 0.57712 VSM_short 
52 0 AP890826-0069   89 0.57608 VSM_short 
52 0 AP890922-0173   90 0.56450 VSM_short 
52 0 AP890324-0104   91 0.56053 VSM_short 
52 0 AP890429-0106   92 0.55707 VSM_short 
52 0 AP890716-0062   93 0.55707 VSM_short 
52 0 AP891124-0095   94 0.55268 VSM_short 
52 0 AP891103-0068   95 0.54800 VSM_short 
