51 0 AP890503-0279    1 0.26778 TREC_short 
588 0 AP890109-0198  538 0.01377 TREC_short 
589 0 AP891005-0185  539 0.01377 TREC_short 
590 0 AP891013-0165  540 0.01339 TREC_short 
591 0 AP890103-0117  541 0.01339 TREC_short 
592 0 AP891101-0042  542 0.01339 TREC_short 
593 0 AP890207-0240  543 0.01339 TREC_short 
594 0 AP890207-0251  544 0.01339 TREC_short 
595 0 AP890607-0086  545 0.01339 TREC_short 
596 0 AP891116-0258  546 0.01339 TREC_short 
597 0 AP890208-0146  547 0.01339 TREC_short 
598 0 AP891121-0110  548 0.01339 TREC_short 
599 0 AP891129-0271  549 0.01339 TREC_short 
600 0 AP890623-0269  550 0.01339 TREC_short 
601 0 AP890112-0126  551 0.01339 TREC_short 
602 0 AP891219-0213  552 0.01339 TREC_short 
603 0 AP891222-0290  553 0.01339 TREC_short 
604 0 AP890211-0169  554 0.01339 TREC_short 
605 0 AP890112-0243  555 0.01339 TREC_short 
606 0 AP890411-0191  556 0.01339 TREC_short 
607 0 AP890720-0240  557 0.01339 TREC_short 
608 0 AP890803-0196  558 0.01339 TREC_short 
609 0 AP890804-0141  559 0.01339 TREC_short 
610 0 AP890816-0029  560 0.01339 TREC_short 
611 0 AP890816-0147  561 0.01339 TREC_short 
612 0 AP890427-0258  562 0.01339 TREC_short 
613 0 AP890117-0252  563 0.01339 TREC_short 
614 0 AP890306-0253  564 0.01339 TREC_short 
615 0 AP891002-0137  565 0.01339 TREC_short 
616 0 AP891002-0339  566 0.01339 TREC_short 
617 0 AP890518-0101  567 0.01339 TREC_short 
618 0 AP890519-0140  568 0.01339 TREC_short 
619 0 AP890526-0222  569 0.01054 TREC_short 
620 0 AP891009-0106  570 0.01033 TREC_short 
621 0 AP890310-0209  571 0.01033 TREC_short 
622 0 AP891011-0233  572 0.01033 TREC_short 
623 0 AP890522-0301  573 0.01033 TREC_short 
624 0 AP891013-0083  574 0.01033 TREC_short 
625 0 AP890523-0018  575 0.01033 TREC_short 
626 0 AP891016-0159  576 0.01033 TREC_short 
627 0 AP890524-0049  577 0.01033 TREC_short 
628 0 AP890526-0019  578 0.01033 TREC_short 
629 0 AP891021-0091  579 0.01033 TREC_short 
630 0 AP890526-0071  580 0.01033 TREC_short 
631 0 AP891024-0013  581 0.01033 TREC_short 
632 0 AP891024-0118  582 0.01033 TREC_short 
633 0 AP891025-0145  583 0.01033 TREC_short 
634 0 AP891026-0034  584 0.01033 TREC_short 
635 0 AP891026-0151  585 0.01033 TREC_short 
636 0 AP890531-0305  586 0.01033 TREC_short 
637 0 AP891031-0179  587 0.01033 TREC_short 
638 0 AP890601-0132  588 0.01033 TREC_short 
639 0 AP890601-0336  589 0.01033 TREC_short 
640 0 AP890316-0052  590 0.01033 TREC_short 
641 0 AP891106-0014  591 0.01033 TREC_short 
642 0 AP891106-0065  592 0.01033 TREC_short 
643 0 AP890318-0006  593 0.01033 TREC_short 
644 0 AP890607-0036  594 0.01033 TREC_short 
645 0 AP891114-0022  595 0.01033 TREC_short 
646 0 AP890320-0023  596 0.01033 TREC_short 
647 0 AP890609-0148  597 0.01033 TREC_short 
648 0 AP891117-0100  598 0.01033 TREC_short 
649 0 AP890610-0109  599 0.01033 TREC_short 
650 0 AP890610-0110  600 0.01033 TREC_short 
651 0 AP890111-0182  601 0.01033 TREC_short 
652 0 AP890322-0041  602 0.01033 TREC_short 
653 0 AP891123-0040  603 0.01033 TREC_short 
654 0 AP890613-0242  604 0.01033 TREC_short 
655 0 AP890614-0106  605 0.01033 TREC_short 
656 0 AP891130-0114  606 0.01033 TREC_short 
657 0 AP890616-0083  607 0.01033 TREC_short 
658 0 AP890210-0014  608 0.01033 TREC_short 
659 0 AP890324-0132  609 0.01033 TREC_short 
660 0 AP890325-0073  610 0.01033 TREC_short 
661 0 AP891211-0203  611 0.01033 TREC_short 
662 0 AP891213-0183  612 0.01033 TREC_short 
663 0 AP891216-0042  613 0.01033 TREC_short 
664 0 AP890622-0300  614 0.01033 TREC_short 
665 0 AP891217-0043  615 0.01033 TREC_short 
666 0 AP890623-0138  616 0.01033 TREC_short 
667 0 AP891221-0104  617 0.01033 TREC_short 
668 0 AP890626-0264  618 0.01033 TREC_short 
669 0 AP891223-0072  619 0.01033 TREC_short 
670 0 AP890628-0029  620 0.01033 TREC_short 
671 0 AP890628-0184  621 0.01033 TREC_short 
672 0 AP890629-0147  622 0.01033 TREC_short 
673 0 AP891230-0063  623 0.01033 TREC_short 
674 0 AP890401-0096  624 0.01033 TREC_short 
675 0 AP890701-0017  625 0.01033 TREC_short 
676 0 AP890405-0021  626 0.01033 TREC_short 
677 0 AP890705-0137  627 0.01033 TREC_short 
678 0 AP890215-0174  628 0.01033 TREC_short 
679 0 AP890215-0202  629 0.01033 TREC_short 
680 0 AP890710-0108  630 0.01033 TREC_short 
681 0 AP890711-0092  631 0.01033 TREC_short 
682 0 AP890712-0087  632 0.01033 TREC_short 
683 0 AP890713-0201  633 0.01033 TREC_short 
684 0 AP890714-0035  634 0.01033 TREC_short 
685 0 AP890715-0006  635 0.01033 TREC_short 
686 0 AP890217-0165  636 0.01033 TREC_short 
687 0 AP890412-0017  637 0.01033 TREC_short 
688 0 AP890412-0116  638 0.01033 TREC_short 
689 0 AP890720-0235  639 0.01033 TREC_short 
690 0 AP890113-0156  640 0.01033 TREC_short 
691 0 AP890413-0011  641 0.01033 TREC_short 
692 0 AP890101-0053  642 0.01033 TREC_short 
693 0 AP890726-0091  643 0.01033 TREC_short 
694 0 AP890726-0149  644 0.01033 TREC_short 
695 0 AP890726-0221  645 0.01033 TREC_short 
696 0 AP890727-0166  646 0.01033 TREC_short 
697 0 AP890727-0095  647 0.01033 TREC_short 
698 0 AP890416-0061  648 0.01033 TREC_short 
699 0 AP890114-0003  649 0.01033 TREC_short 
700 0 AP890731-0112  650 0.01033 TREC_short 
701 0 AP890731-0118  651 0.01033 TREC_short 
702 0 AP890802-0025  652 0.01033 TREC_short 
703 0 AP890126-0186  653 0.01033 TREC_short 
704 0 AP890802-0205  654 0.01033 TREC_short 
705 0 AP890126-0241  655 0.01033 TREC_short 
706 0 AP890803-0071  656 0.01033 TREC_short 
707 0 AP890126-0251  657 0.01033 TREC_short 
708 0 AP890223-0031  658 0.01033 TREC_short 
709 0 AP890804-0070  659 0.01033 TREC_short 
710 0 AP890807-0034  660 0.01033 TREC_short 
711 0 AP890808-0030  661 0.01033 TREC_short 
712 0 AP890808-0128  662 0.01033 TREC_short 
713 0 AP890809-0019  663 0.01033 TREC_short 
714 0 AP890811-0024  664 0.01033 TREC_short 
715 0 AP890812-0081  665 0.01033 TREC_short 
716 0 AP890817-0157  666 0.01033 TREC_short 
717 0 AP890426-0206  667 0.01033 TREC_short 
718 0 AP890426-0226  668 0.01033 TREC_short 
719 0 AP890128-0132  669 0.01033 TREC_short 
720 0 AP890427-0241  670 0.01033 TREC_short 
721 0 AP890429-0013  671 0.01033 TREC_short 
722 0 AP890130-0051  672 0.01033 TREC_short 
723 0 AP890828-0153  673 0.01033 TREC_short 
724 0 AP890130-0106  674 0.01033 TREC_short 
725 0 AP890831-0108  675 0.01033 TREC_short 
726 0 AP890904-0107  676 0.01033 TREC_short 
727 0 AP890131-0070  677 0.01033 TREC_short 
728 0 AP890302-0326  678 0.01033 TREC_short 
729 0 AP890912-0071  679 0.01033 TREC_short 
730 0 AP890304-0118  680 0.01033 TREC_short 
731 0 AP890512-0035  681 0.01033 TREC_short 
732 0 AP890924-0079  682 0.01033 TREC_short 
733 0 AP890201-0281  683 0.01033 TREC_short 
734 0 AP890927-0182  684 0.01033 TREC_short 
735 0 AP890928-0028  685 0.01033 TREC_short 
736 0 AP890515-0090  686 0.01033 TREC_short 
737 0 AP890515-0157  687 0.01033 TREC_short 
738 0 AP890929-0051  688 0.01033 TREC_short 
739 0 AP890930-0011  689 0.01033 TREC_short 
740 0 AP891005-0149  690 0.01033 TREC_short 
741 0 AP890105-0219  691 0.01033 TREC_short 
742 0 AP891006-0129  692 0.01033 TREC_short 
743 0 AP890519-0268  693 0.00930 TREC_short 
744 0 AP891011-0275  694 0.00930 TREC_short 
745 0 AP890602-0272  695 0.00930 TREC_short 
746 0 AP890603-0150  696 0.00930 TREC_short 
747 0 AP891117-0207  697 0.00930 TREC_short 
748 0 AP891118-0182  698 0.00930 TREC_short 
749 0 AP890111-0078  699 0.00930 TREC_short 
750 0 AP890322-0331  700 0.00930 TREC_short 
751 0 AP890323-0256  701 0.00930 TREC_short 
752 0 AP890617-0120  702 0.00930 TREC_short 
753 0 AP891207-0246  703 0.00930 TREC_short 
754 0 AP891208-0227  704 0.00930 TREC_short 
755 0 AP890621-0238  705 0.00930 TREC_short 
756 0 AP890111-0217  706 0.00930 TREC_short 
757 0 AP890626-0236  707 0.00930 TREC_short 
758 0 AP890329-0213  708 0.00930 TREC_short 
759 0 AP890407-0321  709 0.00930 TREC_short 
760 0 AP890107-0160  710 0.00930 TREC_short 
761 0 AP890719-0295  711 0.00930 TREC_short 
762 0 AP890722-0154  712 0.00930 TREC_short 
763 0 AP890413-0243  713 0.00930 TREC_short 
764 0 AP890727-0042  714 0.00930 TREC_short 
765 0 AP890419-0224  715 0.00930 TREC_short 
766 0 AP890810-0244  716 0.00930 TREC_short 
767 0 AP890811-0205  717 0.00930 TREC_short 
768 0 AP890425-0251  718 0.00930 TREC_short 
769 0 AP890818-0180  719 0.00930 TREC_short 
770 0 AP890823-0072  720 0.00930 TREC_short 
771 0 AP890427-0238  721 0.00930 TREC_short 
772 0 AP890201-0003  722 0.00930 TREC_short 
773 0 AP890305-0051  723 0.00930 TREC_short 
774 0 AP890920-0131  724 0.00930 TREC_short 
775 0 AP890511-0222  725 0.00930 TREC_short 
776 0 AP891021-0087  726 0.00918 TREC_short 
777 0 AP891023-0023  727 0.00918 TREC_short 
778 0 AP890120-0254  728 0.00918 TREC_short 
779 0 AP891125-0070  729 0.00918 TREC_short 
780 0 AP890209-0265  730 0.00918 TREC_short 
781 0 AP890617-0131  731 0.00918 TREC_short 
782 0 AP891208-0201  732 0.00918 TREC_short 
783 0 AP891212-0267  733 0.00918 TREC_short 
784 0 AP890709-0052  734 0.00918 TREC_short 
785 0 AP890715-0074  735 0.00918 TREC_short 
786 0 AP890219-0106  736 0.00918 TREC_short 
787 0 AP890228-0021  737 0.00918 TREC_short 
788 0 AP890109-0314  738 0.00918 TREC_short 
789 0 AP890505-0021  739 0.00918 TREC_short 
790 0 AP890109-0347  740 0.00918 TREC_short 
791 0 AP890927-0017  741 0.00918 TREC_short 
792 0 AP890519-0230  742 0.00717 TREC_short 
793 0 AP891012-0011  743 0.00717 TREC_short 
794 0 AP891013-0092  744 0.00717 TREC_short 
795 0 AP891014-0081  745 0.00717 TREC_short 
796 0 AP891016-0019  746 0.00717 TREC_short 
797 0 AP890311-0083  747 0.00717 TREC_short 
798 0 AP890110-0258  748 0.00717 TREC_short 
799 0 AP891018-0230  749 0.00717 TREC_short 
800 0 AP891022-0064  750 0.00717 TREC_short 
801 0 AP890314-0026  751 0.00717 TREC_short 
802 0 AP890526-0130  752 0.00717 TREC_short 
803 0 AP891025-0294  753 0.00717 TREC_short 
804 0 AP890315-0063  754 0.00717 TREC_short 
805 0 AP891028-0094  755 0.00717 TREC_short 
806 0 AP891031-0019  756 0.00717 TREC_short 
807 0 AP891031-0234  757 0.00717 TREC_short 
808 0 AP891101-0078  758 0.00717 TREC_short 
809 0 AP890315-0232  759 0.00717 TREC_short 
810 0 AP890315-0271  760 0.00717 TREC_short 
811 0 AP890601-0129  761 0.00717 TREC_short 
812 0 AP890601-0267  762 0.00717 TREC_short 
813 0 AP890316-0054  763 0.00717 TREC_short 
814 0 AP891102-0284  764 0.00717 TREC_short 
815 0 AP890111-0017  765 0.00717 TREC_short 
816 0 AP890316-0108  766 0.00717 TREC_short 
817 0 AP891106-0020  767 0.00717 TREC_short 
818 0 AP890316-0258  768 0.00717 TREC_short 
819 0 AP891107-0021  769 0.00717 TREC_short 
820 0 AP891109-0257  770 0.00717 TREC_short 
821 0 AP891111-0099  771 0.00717 TREC_short 
822 0 AP890608-0018  772 0.00717 TREC_short 
823 0 AP891115-0107  773 0.00717 TREC_short 
824 0 AP890208-0116  774 0.00717 TREC_short 
825 0 AP891116-0014  775 0.00717 TREC_short 
826 0 AP891116-0101  776 0.00717 TREC_short 
827 0 AP890609-0150  777 0.00717 TREC_short 
828 0 AP891120-0014  778 0.00717 TREC_short 
829 0 AP891120-0212  779 0.00717 TREC_short 
830 0 AP890612-0187  780 0.00717 TREC_short 
831 0 AP891122-0003  781 0.00717 TREC_short 
832 0 AP891122-0099  782 0.00717 TREC_short 
833 0 AP891124-0179  783 0.00717 TREC_short 
834 0 AP890614-0014  784 0.00717 TREC_short 
835 0 AP891129-0002  785 0.00717 TREC_short 
836 0 AP891129-0019  786 0.00717 TREC_short 
837 0 AP891129-0027  787 0.00717 TREC_short 
838 0 AP890617-0023  788 0.00717 TREC_short 
839 0 AP891206-0209  789 0.00717 TREC_short 
840 0 AP890210-0035  790 0.00717 TREC_short 
841 0 AP890619-0105  791 0.00717 TREC_short 
842 0 AP891207-0249  792 0.00717 TREC_short 
843 0 AP890324-0179  793 0.00717 TREC_short 
844 0 AP890619-0217  794 0.00717 TREC_short 
845 0 AP890620-0186  795 0.00717 TREC_short 
846 0 AP891210-0046  796 0.00717 TREC_short 
847 0 AP891211-0005  797 0.00717 TREC_short 
848 0 AP891211-0207  798 0.00717 TREC_short 
849 0 AP891211-0287  799 0.00717 TREC_short 
850 0 AP890327-0008  800 0.00717 TREC_short 
851 0 AP891213-0010  801 0.00717 TREC_short 
852 0 AP891213-0084  802 0.00717 TREC_short 
853 0 AP891215-0006  803 0.00717 TREC_short 
854 0 AP891217-0036  804 0.00717 TREC_short 
855 0 AP891217-0047  805 0.00717 TREC_short 
856 0 AP891218-0195  806 0.00717 TREC_short 
857 0 AP890623-0207  807 0.00717 TREC_short 
858 0 AP890623-0236  808 0.00717 TREC_short 
859 0 AP891220-0198  809 0.00717 TREC_short 
860 0 AP891221-0094  810 0.00717 TREC_short 
861 0 AP890625-0081  811 0.00717 TREC_short 
862 0 AP891222-0023  812 0.00717 TREC_short 
863 0 AP890627-0103  813 0.00717 TREC_short 
864 0 AP891225-0071  814 0.00717 TREC_short 
865 0 AP891226-0014  815 0.00717 TREC_short 
866 0 AP891227-0087  816 0.00717 TREC_short 
867 0 AP891228-0161  817 0.00717 TREC_short 
868 0 AP890330-0192  818 0.00717 TREC_short 
869 0 AP890629-0004  819 0.00717 TREC_short 
870 0 AP890629-0124  820 0.00717 TREC_short 
871 0 AP890629-0157  821 0.00717 TREC_short 
872 0 AP890629-0221  822 0.00717 TREC_short 
873 0 AP890630-0028  823 0.00717 TREC_short 
874 0 AP890630-0169  824 0.00717 TREC_short 
875 0 AP890630-0222  825 0.00717 TREC_short 
876 0 AP890102-0094  826 0.00717 TREC_short 
877 0 AP890702-0014  827 0.00717 TREC_short 
878 0 AP890404-0062  828 0.00717 TREC_short 
879 0 AP890704-0075  829 0.00717 TREC_short 
880 0 AP890404-0053  830 0.00717 TREC_short 
881 0 AP890404-0247  831 0.00717 TREC_short 
882 0 AP890214-0159  832 0.00717 TREC_short 
883 0 AP890706-0228  833 0.00717 TREC_short 
884 0 AP890707-0132  834 0.00717 TREC_short 
885 0 AP890710-0120  835 0.00717 TREC_short 
886 0 AP890710-0148  836 0.00717 TREC_short 
887 0 AP890710-0180  837 0.00717 TREC_short 
888 0 AP890711-0210  838 0.00717 TREC_short 
889 0 AP890713-0028  839 0.00717 TREC_short 
890 0 AP890713-0037  840 0.00717 TREC_short 
891 0 AP890125-0030  841 0.00717 TREC_short 
892 0 AP890714-0173  842 0.00717 TREC_short 
893 0 AP890715-0101  843 0.00717 TREC_short 
894 0 AP890716-0011  844 0.00717 TREC_short 
895 0 AP890718-0251  845 0.00717 TREC_short 
896 0 AP890724-0019  846 0.00717 TREC_short 
897 0 AP890725-0023  847 0.00717 TREC_short 
898 0 AP890726-0243  848 0.00717 TREC_short 
899 0 AP890726-0252  849 0.00717 TREC_short 
900 0 AP890727-0284  850 0.00717 TREC_short 
901 0 AP890728-0117  851 0.00717 TREC_short 
902 0 AP890105-0019  852 0.00717 TREC_short 
903 0 AP890801-0049  853 0.00717 TREC_short 
904 0 AP890801-0144  854 0.00717 TREC_short 
905 0 AP890801-0215  855 0.00717 TREC_short 
906 0 AP890802-0092  856 0.00717 TREC_short 
907 0 AP890802-0154  857 0.00717 TREC_short 
908 0 AP890109-0013  858 0.00717 TREC_short 
909 0 AP890223-0032  859 0.00717 TREC_short 
910 0 AP890420-0015  860 0.00717 TREC_short 
911 0 AP890807-0054  861 0.00717 TREC_short 
912 0 AP890420-0204  862 0.00717 TREC_short 
913 0 AP890810-0017  863 0.00717 TREC_short 
914 0 AP890224-0116  864 0.00717 TREC_short 
915 0 AP890811-0242  865 0.00717 TREC_short 
916 0 AP890424-0250  866 0.00717 TREC_short 
917 0 AP890128-0021  867 0.00717 TREC_short 
918 0 AP890425-0231  868 0.00717 TREC_short 
919 0 AP890819-0070  869 0.00717 TREC_short 
920 0 AP890227-0118  870 0.00717 TREC_short 
921 0 AP890427-0135  871 0.00717 TREC_short 
922 0 AP890227-0199  872 0.00717 TREC_short 
923 0 AP890428-0011  873 0.00717 TREC_short 
924 0 AP890227-0287  874 0.00717 TREC_short 
925 0 AP890429-0056  875 0.00717 TREC_short 
926 0 AP890831-0141  876 0.00717 TREC_short 
927 0 AP890130-0171  877 0.00717 TREC_short 
928 0 AP890301-0243  878 0.00717 TREC_short 
929 0 AP890906-0112  879 0.00717 TREC_short 
930 0 AP890503-0265  880 0.00717 TREC_short 
931 0 AP890503-0311  881 0.00717 TREC_short 
932 0 AP890907-0167  882 0.00717 TREC_short 
933 0 AP890505-0010  883 0.00717 TREC_short 
934 0 AP890909-0122  884 0.00717 TREC_short 
935 0 AP890911-0186  885 0.00717 TREC_short 
936 0 AP890506-0104  886 0.00717 TREC_short 
937 0 AP890508-0014  887 0.00717 TREC_short 
938 0 AP890131-0231  888 0.00717 TREC_short 
939 0 AP890915-0014  889 0.00717 TREC_short 
940 0 AP890915-0129  890 0.00717 TREC_short 
941 0 AP890201-0038  891 0.00717 TREC_short 
942 0 AP890305-0017  892 0.00717 TREC_short 
943 0 AP890510-0109  893 0.00717 TREC_short 
944 0 AP890306-0016  894 0.00717 TREC_short 
945 0 AP890103-0012  895 0.00717 TREC_short 
946 0 AP890510-0282  896 0.00717 TREC_short 
947 0 AP890921-0042  897 0.00717 TREC_short 
948 0 AP890201-0175  898 0.00717 TREC_short 
949 0 AP890118-0018  899 0.00717 TREC_short 
950 0 AP890923-0071  900 0.00717 TREC_short 
951 0 AP890925-0079  901 0.00717 TREC_short 
952 0 AP890514-0009  902 0.00717 TREC_short 
953 0 AP890927-0117  903 0.00717 TREC_short 
954 0 AP890928-0025  904 0.00717 TREC_short 
955 0 AP890308-0007  905 0.00717 TREC_short 
956 0 AP890516-0092  906 0.00717 TREC_short 
957 0 AP890308-0090  907 0.00717 TREC_short 
958 0 AP891005-0219  908 0.00717 TREC_short 
959 0 AP891006-0014  909 0.00717 TREC_short 
960 0 AP890518-0193  910 0.00717 TREC_short 
961 0 AP891007-0098  911 0.00717 TREC_short 
962 0 AP890310-0235  912 0.00595 TREC_short 
963 0 AP890311-0051  913 0.00595 TREC_short 
964 0 AP890731-0095  914 0.00595 TREC_short 
965 0 AP890818-0153  915 0.00595 TREC_short 
966 0 AP891009-0083  916 0.00459 TREC_short 
967 0 AP890106-0018  917 0.00459 TREC_short 
968 0 AP890110-0255  918 0.00459 TREC_short 
969 0 AP890313-0194  919 0.00459 TREC_short 
970 0 AP890316-0195  920 0.00459 TREC_short 
971 0 AP890316-0286  921 0.00459 TREC_short 
972 0 AP890318-0162  922 0.00459 TREC_short 
973 0 AP890318-0163  923 0.00459 TREC_short 
974 0 AP890609-0202  924 0.00459 TREC_short 
975 0 AP890209-0010  925 0.00459 TREC_short 
976 0 AP891122-0120  926 0.00459 TREC_short 
977 0 AP890328-0187  927 0.00459 TREC_short 
978 0 AP891227-0163  928 0.00459 TREC_short 
979 0 AP890630-0025  929 0.00459 TREC_short 
980 0 AP890123-0254  930 0.00459 TREC_short 
981 0 AP890404-0191  931 0.00459 TREC_short 
982 0 AP890710-0162  932 0.00459 TREC_short 
983 0 AP890406-0268  933 0.00459 TREC_short 
984 0 AP890104-0213  934 0.00459 TREC_short 
985 0 AP890407-0255  935 0.00459 TREC_short 
986 0 AP890714-0113  936 0.00459 TREC_short 
987 0 AP890107-0104  937 0.00459 TREC_short 
988 0 AP890217-0178  938 0.00459 TREC_short 
989 0 AP890719-0230  939 0.00459 TREC_short 
990 0 AP890126-0011  940 0.00459 TREC_short 
991 0 AP890726-0241  941 0.00459 TREC_short 
992 0 AP890127-0236  942 0.00459 TREC_short 
993 0 AP890425-0229  943 0.00459 TREC_short 
994 0 AP890427-0169  944 0.00459 TREC_short 
995 0 AP890427-0226  945 0.00459 TREC_short 
996 0 AP890504-0298  946 0.00459 TREC_short 
997 0 AP890909-0154  947 0.00459 TREC_short 
998 0 AP890109-0331  948 0.00459 TREC_short 
999 0 AP890927-0001  949 0.00459 TREC_short 
1000 0 AP890308-0027  950 0.00459 TREC_short 
1001 0 AP890118-0243  951 0.00459 TREC_short 
1002 0 AP891006-0215  952 0.00459 TREC_short 
1003 0 AP891226-0099  953 0.00000 TREC_short 
1004 0 AP891226-0098  954 0.00000 TREC_short 
1005 0 AP891226-0097  955 0.00000 TREC_short 
1006 0 AP891226-0096  956 0.00000 TREC_short 
1007 0 AP891226-0095  957 0.00000 TREC_short 
1008 0 AP891226-0094  958 0.00000 TREC_short 
1009 0 AP891226-0093  959 0.00000 TREC_short 
1010 0 AP891226-0092  960 0.00000 TREC_short 
1011 0 AP891226-0091  961 0.00000 TREC_short 
1012 0 AP891226-0090  962 0.00000 TREC_short 
1013 0 AP891226-0089  963 0.00000 TREC_short 
1014 0 AP891226-0088  964 0.00000 TREC_short 
1015 0 AP891226-0087  965 0.00000 TREC_short 
1016 0 AP891226-0086  966 0.00000 TREC_short 
1017 0 AP891226-0085  967 0.00000 TREC_short 
1018 0 AP891226-0084  968 0.00000 TREC_short 
1019 0 AP891226-0083  969 0.00000 TREC_short 
1020 0 AP891226-0082  970 0.00000 TREC_short 
1021 0 AP891226-0081  971 0.00000 TREC_short 
1022 0 AP891226-0080  972 0.00000 TREC_short 
1023 0 AP891226-0079  973 0.00000 TREC_short 
1024 0 AP891226-0078  974 0.00000 TREC_short 
1025 0 AP891226-0077  975 0.00000 TREC_short 
1026 0 AP891226-0076  976 0.00000 TREC_short 
1027 0 AP891226-0075  977 0.00000 TREC_short 
1028 0 AP891226-0074  978 0.00000 TREC_short 
1029 0 AP891226-0073  979 0.00000 TREC_short 
1030 0 AP891226-0072  980 0.00000 TREC_short 
1031 0 AP891226-0071  981 0.00000 TREC_short 
1032 0 AP891226-0070  982 0.00000 TREC_short 
1033 0 AP891226-0069  983 0.00000 TREC_short 
1034 0 AP891226-0068  984 0.00000 TREC_short 
1035 0 AP891226-0067  985 0.00000 TREC_short 
1036 0 AP891226-0066  986 0.00000 TREC_short 
1037 0 AP891226-0065  987 0.00000 TREC_short 
1038 0 AP891226-0064  988 0.00000 TREC_short 
1039 0 AP891226-0063  989 0.00000 TREC_short 
1040 0 AP891226-0062  990 0.00000 TREC_short 
1041 0 AP891226-0061  991 0.00000 TREC_short 
1042 0 AP891226-0060  992 0.00000 TREC_short 
1043 0 AP891226-0059  993 0.00000 TREC_short 
1044 0 AP891226-0058  994 0.00000 TREC_short 
1045 0 AP891226-0057  995 0.00000 TREC_short 
1046 0 AP891226-0056  996 0.00000 TREC_short 
1047 0 AP891226-0055  997 0.00000 TREC_short 
1048 0 AP891226-0054  998 0.00000 TREC_short 
1049 0 AP891226-0053  999 0.00000 TREC_short 
1050 0 AP891226-0052 1000 0.00000 TREC_short 
