51 0 AP890908-0222    1 42.33588 BM25_long 
51 0 AP890323-0123  538 13.14907 BM25_long 
51 0 AP890727-0095  539 13.14792 BM25_long 
51 0 AP890503-0165  540 13.13693 BM25_long 
51 0 AP891219-0128  541 13.13554 BM25_long 
51 0 AP890130-0034  542 13.13211 BM25_long 
51 0 AP890329-0113  543 13.12905 BM25_long 
51 0 AP891122-0148  544 13.12400 BM25_long 
51 0 AP891213-0036  545 13.11833 BM25_long 
51 0 AP890920-0131  546 13.10875 BM25_long 
51 0 AP890313-0021  547 13.10755 BM25_long 
51 0 AP890924-0056  548 13.10604 BM25_long 
51 0 AP890820-0083  549 13.10329 BM25_long 
51 0 AP890804-0008  550 13.09874 BM25_long 
51 0 AP890507-0051  551 13.09682 BM25_long 
51 0 AP890315-0285  552 13.09182 BM25_long 
51 0 AP890315-0293  553 13.09182 BM25_long 
51 0 AP890210-0090  554 13.07530 BM25_long 
51 0 AP890302-0001  555 13.07527 BM25_long 
51 0 AP890802-0203  556 13.07504 BM25_long 
51 0 AP890106-0049  557 13.06646 BM25_long 
51 0 AP890414-0219  558 13.05525 BM25_long 
51 0 AP890720-0027  559 13.05160 BM25_long 
51 0 AP890504-0034  560 13.05130 BM25_long 
51 0 AP890102-0103  561 13.04963 BM25_long 
51 0 AP890217-0059  562 13.03720 BM25_long 
51 0 AP890118-0041  563 13.03185 BM25_long 
51 0 AP890203-0167  564 13.02122 BM25_long 
51 0 AP890922-0264  565 13.01076 BM25_long 
51 0 AP891114-0149  566 13.01004 BM25_long 
51 0 AP890822-0172  567 13.00839 BM25_long 
51 0 AP891218-0070  568 13.00823 BM25_long 
51 0 AP890713-0145  569 13.00253 BM25_long 
51 0 AP890319-0103  570 13.00106 BM25_long 
51 0 AP891011-0163  571 12.98987 BM25_long 
51 0 AP890129-0050  572 12.98202 BM25_long 
51 0 AP890228-0141  573 12.97572 BM25_long 
51 0 AP890525-0163  574 12.97400 BM25_long 
51 0 AP890221-0013  575 12.97143 BM25_long 
51 0 AP890504-0182  576 12.96665 BM25_long 
51 0 AP891104-0083  577 12.96544 BM25_long 
51 0 AP890828-0183  578 12.96321 BM25_long 
51 0 AP891101-0027  579 12.93004 BM25_long 
51 0 AP891026-0152  580 12.92621 BM25_long 
51 0 AP890316-0157  581 12.92485 BM25_long 
51 0 AP890426-0268  582 12.92178 BM25_long 
51 0 AP891026-0108  583 12.91804 BM25_long 
51 0 AP890215-0065  584 12.91781 BM25_long 
51 0 AP891129-0027  585 12.91546 BM25_long 
51 0 AP891219-0213  586 12.90338 BM25_long 
51 0 AP890512-0120  587 12.89643 BM25_long 
51 0 AP890210-0149  588 12.89505 BM25_long 
51 0 AP890628-0169  589 12.89088 BM25_long 
51 0 AP890711-0152  590 12.88848 BM25_long 
51 0 AP890305-0051  591 12.88771 BM25_long 
51 0 AP891024-0197  592 12.87407 BM25_long 
51 0 AP890210-0048  593 12.87381 BM25_long 
51 0 AP891214-0023  594 12.87006 BM25_long 
51 0 AP890525-0019  595 12.86913 BM25_long 
51 0 AP890215-0195  596 12.86664 BM25_long 
51 0 AP890911-0252  597 12.86513 BM25_long 
51 0 AP890816-0071  598 12.86490 BM25_long 
51 0 AP891021-0036  599 12.85339 BM25_long 
51 0 AP890308-0035  600 12.85318 BM25_long 
51 0 AP890328-0227  601 12.84801 BM25_long 
51 0 AP891117-0027  602 12.84347 BM25_long 
51 0 AP890201-0038  603 12.83993 BM25_long 
51 0 AP890807-0163  604 12.83418 BM25_long 
51 0 AP890727-0268  605 12.83388 BM25_long 
51 0 AP890117-0249  606 12.83199 BM25_long 
51 0 AP891030-0178  607 12.82343 BM25_long 
51 0 AP891213-0166  608 12.82105 BM25_long 
51 0 AP890517-0064  609 12.81557 BM25_long 
51 0 AP890505-0181  610 12.80672 BM25_long 
51 0 AP890726-0130  611 12.80490 BM25_long 
51 0 AP890802-0025  612 12.80465 BM25_long 
51 0 AP890508-0219  613 12.79810 BM25_long 
51 0 AP890525-0288  614 12.79298 BM25_long 
51 0 AP890318-0036  615 12.78680 BM25_long 
51 0 AP890314-0247  616 12.78470 BM25_long 
51 0 AP890307-0061  617 12.77870 BM25_long 
51 0 AP890411-0066  618 12.77754 BM25_long 
51 0 AP891128-0104  619 12.77553 BM25_long 
51 0 AP891202-0011  620 12.77395 BM25_long 
51 0 AP891028-0066  621 12.76344 BM25_long 
51 0 AP890713-0014  622 12.76232 BM25_long 
51 0 AP890407-0231  623 12.76153 BM25_long 
51 0 AP890919-0085  624 12.74751 BM25_long 
51 0 AP890420-0034  625 12.74380 BM25_long 
51 0 AP890125-0173  626 12.73886 BM25_long 
51 0 AP891129-0124  627 12.73670 BM25_long 
51 0 AP891205-0002  628 12.73120 BM25_long 
51 0 AP890606-0042  629 12.72769 BM25_long 
51 0 AP890825-0247  630 12.72621 BM25_long 
51 0 AP890522-0269  631 12.72497 BM25_long 
51 0 AP891128-0016  632 12.71564 BM25_long 
51 0 AP890718-0148  633 12.71417 BM25_long 
51 0 AP890612-0134  634 12.71307 BM25_long 
51 0 AP890914-0135  635 12.71284 BM25_long 
51 0 AP891110-0117  636 12.69860 BM25_long 
51 0 AP890104-0106  637 12.69217 BM25_long 
51 0 AP890220-0164  638 12.68340 BM25_long 
51 0 AP890104-0279  639 12.68300 BM25_long 
51 0 AP890501-0245  640 12.67614 BM25_long 
51 0 AP891006-0109  641 12.67357 BM25_long 
51 0 AP890201-0175  642 12.66793 BM25_long 
51 0 AP890213-0144  643 12.65915 BM25_long 
51 0 AP890919-0084  644 12.65901 BM25_long 
51 0 AP890109-0313  645 12.65711 BM25_long 
51 0 AP891119-0016  646 12.65298 BM25_long 
51 0 AP890425-0124  647 12.65126 BM25_long 
51 0 AP890703-0214  648 12.64663 BM25_long 
51 0 AP890608-0163  649 12.63829 BM25_long 
51 0 AP890526-0062  650 12.63400 BM25_long 
51 0 AP891123-0082  651 12.62776 BM25_long 
51 0 AP890120-0161  652 12.62454 BM25_long 
51 0 AP890114-0087  653 12.60781 BM25_long 
51 0 AP890307-0129  654 12.60347 BM25_long 
51 0 AP891116-0258  655 12.60158 BM25_long 
51 0 AP890417-0132  656 12.59455 BM25_long 
51 0 AP890825-0022  657 12.59400 BM25_long 
51 0 AP890520-0055  658 12.58894 BM25_long 
51 0 AP891103-0162  659 12.58503 BM25_long 
51 0 AP890530-0004  660 12.58421 BM25_long 
51 0 AP890511-0090  661 12.57920 BM25_long 
51 0 AP890503-0104  662 12.57739 BM25_long 
51 0 AP891109-0305  663 12.57408 BM25_long 
51 0 AP891222-0184  664 12.57391 BM25_long 
51 0 AP890307-0155  665 12.56605 BM25_long 
51 0 AP891104-0016  666 12.56488 BM25_long 
51 0 AP890822-0051  667 12.55784 BM25_long 
51 0 AP890105-0034  668 12.55690 BM25_long 
51 0 AP890425-0091  669 12.55665 BM25_long 
51 0 AP890921-0042  670 12.55249 BM25_long 
51 0 AP890208-0146  671 12.54484 BM25_long 
51 0 AP890607-0086  672 12.54484 BM25_long 
51 0 AP890209-0154  673 12.54462 BM25_long 
51 0 AP890726-0149  674 12.54041 BM25_long 
51 0 AP890105-0005  675 12.53875 BM25_long 
51 0 AP891108-0016  676 12.53656 BM25_long 
51 0 AP890808-0134  677 12.53343 BM25_long 
51 0 AP891226-0014  678 12.53325 BM25_long 
51 0 AP890928-0118  679 12.53266 BM25_long 
51 0 AP890209-0221  680 12.52633 BM25_long 
51 0 AP890612-0292  681 12.52248 BM25_long 
51 0 AP890524-0049  682 12.52101 BM25_long 
51 0 AP890427-0241  683 12.51482 BM25_long 
51 0 AP890214-0001  684 12.51480 BM25_long 
51 0 AP890913-0165  685 12.50517 BM25_long 
51 0 AP891215-0247  686 12.50020 BM25_long 
51 0 AP890530-0281  687 12.49818 BM25_long 
51 0 AP890531-0263  688 12.49818 BM25_long 
51 0 AP890314-0183  689 12.49602 BM25_long 
51 0 AP890818-0153  690 12.49249 BM25_long 
51 0 AP890616-0083  691 12.49206 BM25_long 
51 0 AP890125-0202  692 12.47575 BM25_long 
51 0 AP891025-0099  693 12.47244 BM25_long 
51 0 AP890606-0169  694 12.47096 BM25_long 
51 0 AP890128-0144  695 12.47058 BM25_long 
51 0 AP890502-0155  696 12.46551 BM25_long 
51 0 AP890811-0242  697 12.45706 BM25_long 
51 0 AP890106-0202  698 12.45535 BM25_long 
51 0 AP891201-0028  699 12.45311 BM25_long 
51 0 AP890208-0320  700 12.44202 BM25_long 
51 0 AP890116-0019  701 12.43586 BM25_long 
51 0 AP891212-0080  702 12.42295 BM25_long 
51 0 AP891005-0070  703 12.41318 BM25_long 
51 0 AP890625-0062  704 12.41246 BM25_long 
51 0 AP890501-0178  705 12.40850 BM25_long 
51 0 AP890130-0076  706 12.40306 BM25_long 
51 0 AP890203-0066  707 12.39852 BM25_long 
51 0 AP890508-0014  708 12.39700 BM25_long 
51 0 AP890807-0127  709 12.39651 BM25_long 
51 0 AP890530-0122  710 12.39165 BM25_long 
51 0 AP891204-0126  711 12.38871 BM25_long 
51 0 AP890915-0243  712 12.38818 BM25_long 
51 0 AP890307-0154  713 12.37645 BM25_long 
51 0 AP891227-0189  714 12.37466 BM25_long 
51 0 AP890104-0072  715 12.37396 BM25_long 
51 0 AP891109-0236  716 12.37386 BM25_long 
51 0 AP890729-0047  717 12.37222 BM25_long 
51 0 AP890702-0020  718 12.37147 BM25_long 
51 0 AP891207-0233  719 12.36275 BM25_long 
51 0 AP890429-0067  720 12.36174 BM25_long 
51 0 AP890210-0081  721 12.36028 BM25_long 
51 0 AP890511-0104  722 12.35906 BM25_long 
51 0 AP891112-0040  723 12.35751 BM25_long 
51 0 AP890502-0146  724 12.35242 BM25_long 
51 0 AP891223-0004  725 12.33618 BM25_long 
51 0 AP890515-0288  726 12.33316 BM25_long 
51 0 AP890407-0235  727 12.32309 BM25_long 
51 0 AP890323-0201  728 12.32048 BM25_long 
51 0 AP890530-0053  729 12.31507 BM25_long 
51 0 AP890831-0163  730 12.31207 BM25_long 
51 0 AP890210-0129  731 12.30661 BM25_long 
51 0 AP891012-0259  732 12.30451 BM25_long 
51 0 AP890414-0249  733 12.30078 BM25_long 
51 0 AP890104-0223  734 12.29653 BM25_long 
51 0 AP890928-0156  735 12.29549 BM25_long 
51 0 AP890728-0038  736 12.29321 BM25_long 
51 0 AP890317-0175  737 12.28954 BM25_long 
51 0 AP890124-0017  738 12.28635 BM25_long 
51 0 AP890821-0092  739 12.28557 BM25_long 
51 0 AP890313-0194  740 12.28401 BM25_long 
51 0 AP890419-0042  741 12.28393 BM25_long 
51 0 AP891015-0018  742 12.28347 BM25_long 
51 0 AP891017-0245  743 12.28265 BM25_long 
51 0 AP891108-0139  744 12.27841 BM25_long 
51 0 AP891106-0088  745 12.27782 BM25_long 
51 0 AP891128-0189  746 12.27414 BM25_long 
51 0 AP890622-0012  747 12.27376 BM25_long 
51 0 AP891121-0033  748 12.27361 BM25_long 
51 0 AP891026-0193  749 12.27045 BM25_long 
51 0 AP890629-0047  750 12.26397 BM25_long 
51 0 AP890628-0039  751 12.26322 BM25_long 
51 0 AP890424-0274  752 12.26087 BM25_long 
51 0 AP891217-0037  753 12.26034 BM25_long 
51 0 AP890117-0062  754 12.26008 BM25_long 
51 0 AP891213-0158  755 12.25649 BM25_long 
51 0 AP890728-0173  756 12.25487 BM25_long 
51 0 AP890921-0184  757 12.25050 BM25_long 
51 0 AP891019-0216  758 12.25043 BM25_long 
51 0 AP890521-0026  759 12.24826 BM25_long 
51 0 AP890916-0079  760 12.24748 BM25_long 
51 0 AP890106-0165  761 12.24091 BM25_long 
51 0 AP890921-0252  762 12.24052 BM25_long 
51 0 AP891002-0137  763 12.23792 BM25_long 
51 0 AP890412-0116  764 12.23790 BM25_long 
51 0 AP891116-0123  765 12.23154 BM25_long 
51 0 AP890810-0041  766 12.23097 BM25_long 
51 0 AP891220-0126  767 12.22365 BM25_long 
51 0 AP890405-0209  768 12.21609 BM25_long 
51 0 AP890528-0081  769 12.21498 BM25_long 
51 0 AP890914-0041  770 12.21490 BM25_long 
51 0 AP890817-0156  771 12.21149 BM25_long 
51 0 AP891225-0071  772 12.20816 BM25_long 
51 0 AP890514-0029  773 12.20279 BM25_long 
51 0 AP890523-0093  774 12.20265 BM25_long 
51 0 AP890816-0167  775 12.20160 BM25_long 
51 0 AP890302-0072  776 12.19958 BM25_long 
51 0 AP890108-0094  777 12.19212 BM25_long 
51 0 AP890905-0085  778 12.18639 BM25_long 
51 0 AP891213-0049  779 12.18354 BM25_long 
51 0 AP890831-0160  780 12.17829 BM25_long 
51 0 AP890609-0246  781 12.17765 BM25_long 
51 0 AP890528-0051  782 12.17678 BM25_long 
51 0 AP890424-0003  783 12.17654 BM25_long 
51 0 AP891222-0054  784 12.17559 BM25_long 
51 0 AP890823-0148  785 12.17472 BM25_long 
51 0 AP890627-0242  786 12.17301 BM25_long 
51 0 AP890215-0217  787 12.16202 BM25_long 
51 0 AP890529-0077  788 12.15670 BM25_long 
51 0 AP891213-0173  789 12.15526 BM25_long 
51 0 AP890207-0122  790 12.15429 BM25_long 
51 0 AP890224-0197  791 12.14947 BM25_long 
51 0 AP891208-0263  792 12.14895 BM25_long 
51 0 AP891129-0081  793 12.14184 BM25_long 
51 0 AP891002-0074  794 12.13804 BM25_long 
51 0 AP890614-0030  795 12.13457 BM25_long 
51 0 AP890714-0266  796 12.13073 BM25_long 
51 0 AP890714-0270  797 12.13073 BM25_long 
51 0 AP890515-0108  798 12.12290 BM25_long 
51 0 AP890831-0129  799 12.12031 BM25_long 
51 0 AP891218-0055  800 12.11973 BM25_long 
51 0 AP890301-0277  801 12.11742 BM25_long 
51 0 AP890108-0096  802 12.11166 BM25_long 
51 0 AP890628-0156  803 12.11005 BM25_long 
51 0 AP891204-0277  804 12.10909 BM25_long 
51 0 AP890126-0088  805 12.10750 BM25_long 
51 0 AP891215-0078  806 12.09982 BM25_long 
51 0 AP890131-0068  807 12.09598 BM25_long 
51 0 AP890204-0129  808 12.09471 BM25_long 
51 0 AP891005-0121  809 12.09297 BM25_long 
51 0 AP890910-0078  810 12.09127 BM25_long 
51 0 AP890213-0070  811 12.08927 BM25_long 
51 0 AP890205-0026  812 12.08603 BM25_long 
51 0 AP890619-0134  813 12.07318 BM25_long 
51 0 AP890314-0043  814 12.07035 BM25_long 
51 0 AP891217-0083  815 12.06964 BM25_long 
51 0 AP890616-0090  816 12.06555 BM25_long 
51 0 AP890824-0254  817 12.05886 BM25_long 
51 0 AP890405-0110  818 12.05807 BM25_long 
51 0 AP890324-0178  819 12.05352 BM25_long 
51 0 AP890526-0195  820 12.05104 BM25_long 
51 0 AP891108-0208  821 12.05077 BM25_long 
51 0 AP890211-0104  822 12.04980 BM25_long 
51 0 AP891108-0042  823 12.04930 BM25_long 
51 0 AP890301-0115  824 12.04885 BM25_long 
51 0 AP890131-0097  825 12.04881 BM25_long 
51 0 AP890320-0281  826 12.04644 BM25_long 
51 0 AP890529-0105  827 12.04122 BM25_long 
51 0 AP890606-0018  828 12.03992 BM25_long 
51 0 AP890324-0122  829 12.03763 BM25_long 
51 0 AP890425-0082  830 12.03234 BM25_long 
51 0 AP891213-0106  831 12.03198 BM25_long 
51 0 AP890103-0102  832 12.02285 BM25_long 
51 0 AP890606-0044  833 12.01327 BM25_long 
51 0 AP891128-0014  834 12.01284 BM25_long 
51 0 AP890919-0246  835 12.00832 BM25_long 
51 0 AP891010-0142  836 12.00330 BM25_long 
51 0 AP890228-0231  837 12.00156 BM25_long 
51 0 AP891003-0190  838 11.99951 BM25_long 
51 0 AP890624-0025  839 11.99879 BM25_long 
51 0 AP890226-0098  840 11.99678 BM25_long 
51 0 AP890620-0117  841 11.99438 BM25_long 
51 0 AP890104-0103  842 11.98721 BM25_long 
51 0 AP891104-0108  843 11.98316 BM25_long 
51 0 AP890301-0039  844 11.98295 BM25_long 
51 0 AP890922-0061  845 11.98084 BM25_long 
51 0 AP891202-0045  846 11.97975 BM25_long 
51 0 AP891212-0267  847 11.97963 BM25_long 
51 0 AP891110-0091  848 11.97851 BM25_long 
51 0 AP891214-0177  849 11.97816 BM25_long 
51 0 AP890913-0049  850 11.97625 BM25_long 
51 0 AP891217-0046  851 11.97345 BM25_long 
51 0 AP890726-0163  852 11.95971 BM25_long 
51 0 AP890727-0265  853 11.95844 BM25_long 
51 0 AP891124-0202  854 11.95844 BM25_long 
51 0 AP890818-0131  855 11.95345 BM25_long 
51 0 AP890111-0138  856 11.95258 BM25_long 
51 0 AP891003-0091  857 11.95143 BM25_long 
51 0 AP890424-0155  858 11.95104 BM25_long 
51 0 AP890103-0152  859 11.94613 BM25_long 
51 0 AP890618-0053  860 11.94491 BM25_long 
51 0 AP891014-0130  861 11.94399 BM25_long 
51 0 AP890302-0326  862 11.93652 BM25_long 
51 0 AP890110-0165  863 11.92476 BM25_long 
51 0 AP890216-0120  864 11.92455 BM25_long 
51 0 AP891219-0191  865 11.92295 BM25_long 
51 0 AP891228-0161  866 11.92057 BM25_long 
51 0 AP890211-0139  867 11.91729 BM25_long 
51 0 AP890425-0146  868 11.91315 BM25_long 
51 0 AP890129-0048  869 11.91132 BM25_long 
51 0 AP890102-0085  870 11.90359 BM25_long 
51 0 AP890722-0113  871 11.90154 BM25_long 
51 0 AP890206-0053  872 11.89185 BM25_long 
51 0 AP890130-0133  873 11.88662 BM25_long 
51 0 AP890216-0293  874 11.88522 BM25_long 
51 0 AP891110-0023  875 11.88443 BM25_long 
51 0 AP890224-0152  876 11.87969 BM25_long 
51 0 AP890216-0154  877 11.87760 BM25_long 
51 0 AP890608-0026  878 11.87554 BM25_long 
51 0 AP890428-0167  879 11.87366 BM25_long 
51 0 AP890703-0301  880 11.87285 BM25_long 
51 0 AP890520-0038  881 11.87059 BM25_long 
51 0 AP891101-0241  882 11.86758 BM25_long 
51 0 AP890802-0216  883 11.86481 BM25_long 
51 0 AP890317-0055  884 11.86142 BM25_long 
51 0 AP890919-0232  885 11.86067 BM25_long 
51 0 AP891101-0038  886 11.86008 BM25_long 
51 0 AP890621-0107  887 11.85935 BM25_long 
51 0 AP890725-0208  888 11.85397 BM25_long 
51 0 AP890116-0131  889 11.85210 BM25_long 
51 0 AP890720-0235  890 11.84964 BM25_long 
51 0 AP891007-0101  891 11.84959 BM25_long 
51 0 AP891007-0112  892 11.84959 BM25_long 
51 0 AP890427-0213  893 11.84753 BM25_long 
51 0 AP890612-0010  894 11.84700 BM25_long 
51 0 AP890220-0127  895 11.84150 BM25_long 
51 0 AP890525-0287  896 11.83955 BM25_long 
51 0 AP891023-0064  897 11.83286 BM25_long 
51 0 AP890208-0043  898 11.83170 BM25_long 
51 0 AP891215-0295  899 11.83138 BM25_long 
51 0 AP890317-0163  900 11.82952 BM25_long 
51 0 AP890903-0020  901 11.82135 BM25_long 
51 0 AP890104-0076  902 11.81855 BM25_long 
51 0 AP890714-0289  903 11.81814 BM25_long 
51 0 AP891025-0164  904 11.81726 BM25_long 
51 0 AP890217-0103  905 11.81510 BM25_long 
51 0 AP891117-0018  906 11.81066 BM25_long 
51 0 AP891229-0007  907 11.80940 BM25_long 
51 0 AP890504-0088  908 11.80710 BM25_long 
51 0 AP890106-0211  909 11.80031 BM25_long 
51 0 AP890629-0254  910 11.79903 BM25_long 
51 0 AP890703-0117  911 11.79321 BM25_long 
51 0 AP891109-0064  912 11.78760 BM25_long 
51 0 AP891117-0132  913 11.78608 BM25_long 
51 0 AP890301-0211  914 11.78229 BM25_long 
51 0 AP890404-0062  915 11.78008 BM25_long 
51 0 AP890926-0106  916 11.77453 BM25_long 
51 0 AP890809-0195  917 11.77302 BM25_long 
51 0 AP890104-0007  918 11.77104 BM25_long 
51 0 AP891219-0116  919 11.76143 BM25_long 
51 0 AP890629-0167  920 11.76055 BM25_long 
51 0 AP890629-0298  921 11.76055 BM25_long 
51 0 AP890221-0140  922 11.74892 BM25_long 
51 0 AP890429-0097  923 11.74627 BM25_long 
51 0 AP890118-0252  924 11.74580 BM25_long 
51 0 AP890725-0162  925 11.74455 BM25_long 
51 0 AP890926-0185  926 11.74429 BM25_long 
51 0 AP891207-0164  927 11.74396 BM25_long 
51 0 AP891031-0128  928 11.73670 BM25_long 
51 0 AP890424-0134  929 11.73377 BM25_long 
51 0 AP890522-0109  930 11.73185 BM25_long 
51 0 AP890503-0009  931 11.72640 BM25_long 
51 0 AP890713-0038  932 11.72618 BM25_long 
51 0 AP891031-0085  933 11.72303 BM25_long 
51 0 AP891217-0067  934 11.71737 BM25_long 
51 0 AP890425-0251  935 11.71664 BM25_long 
51 0 AP890119-0248  936 11.71546 BM25_long 
51 0 AP890519-0204  937 11.71357 BM25_long 
51 0 AP890213-0007  938 11.71218 BM25_long 
51 0 AP890102-0121  939 11.70689 BM25_long 
51 0 AP890914-0175  940 11.70432 BM25_long 
51 0 AP890325-0130  941 11.70224 BM25_long 
51 0 AP891127-0136  942 11.70010 BM25_long 
51 0 AP891128-0187  943 11.70010 BM25_long 
51 0 AP890127-0090  944 11.69594 BM25_long 
51 0 AP890123-0095  945 11.69512 BM25_long 
51 0 AP890309-0274  946 11.69463 BM25_long 
51 0 AP891229-0014  947 11.69074 BM25_long 
51 0 AP890103-0117  948 11.69035 BM25_long 
51 0 AP891113-0220  949 11.68863 BM25_long 
51 0 AP890914-0279  950 11.68406 BM25_long 
51 0 AP890208-0036  951 11.68039 BM25_long 
51 0 AP891110-0272  952 11.67750 BM25_long 
51 0 AP890515-0133  953 11.67361 BM25_long 
51 0 AP891204-0159  954 11.66452 BM25_long 
51 0 AP890612-0133  955 11.65880 BM25_long 
51 0 AP891006-0277  956 11.65834 BM25_long 
51 0 AP891201-0094  957 11.65780 BM25_long 
51 0 AP890526-0081  958 11.65650 BM25_long 
51 0 AP891006-0104  959 11.65474 BM25_long 
51 0 AP890224-0279  960 11.65453 BM25_long 
51 0 AP890511-0242  961 11.65340 BM25_long 
51 0 AP890327-0008  962 11.65281 BM25_long 
51 0 AP890712-0087  963 11.65148 BM25_long 
51 0 AP890123-0020  964 11.64988 BM25_long 
51 0 AP891116-0172  965 11.64903 BM25_long 
51 0 AP890612-0117  966 11.64557 BM25_long 
51 0 AP890722-0106  967 11.64288 BM25_long 
51 0 AP890216-0177  968 11.63662 BM25_long 
51 0 AP890123-0276  969 11.63393 BM25_long 
51 0 AP890320-0023  970 11.63012 BM25_long 
51 0 AP890425-0077  971 11.62751 BM25_long 
51 0 AP890623-0055  972 11.62057 BM25_long 
51 0 AP891222-0109  973 11.61403 BM25_long 
51 0 AP890926-0168  974 11.61374 BM25_long 
51 0 AP891115-0296  975 11.61246 BM25_long 
51 0 AP890301-0046  976 11.60089 BM25_long 
51 0 AP891206-0004  977 11.59853 BM25_long 
51 0 AP891115-0031  978 11.59802 BM25_long 
51 0 AP890409-0026  979 11.59112 BM25_long 
51 0 AP890904-0107  980 11.59026 BM25_long 
51 0 AP890109-0090  981 11.58935 BM25_long 
51 0 AP890609-0106  982 11.58613 BM25_long 
51 0 AP890311-0002  983 11.58578 BM25_long 
51 0 AP890330-0177  984 11.58421 BM25_long 
51 0 AP891029-0028  985 11.58353 BM25_long 
51 0 AP890515-0076  986 11.58346 BM25_long 
51 0 AP890206-0062  987 11.58295 BM25_long 
51 0 AP890320-0107  988 11.57825 BM25_long 
51 0 AP890417-0169  989 11.56679 BM25_long 
51 0 AP890509-0197  990 11.56580 BM25_long 
51 0 AP890105-0245  991 11.56555 BM25_long 
51 0 AP891130-0097  992 11.56245 BM25_long 
51 0 AP891012-0312  993 11.56120 BM25_long 
51 0 AP890111-0026  994 11.55889 BM25_long 
51 0 AP890808-0120  995 11.55210 BM25_long 
51 0 AP890928-0073  996 11.54455 BM25_long 
51 0 AP890517-0112  997 11.53763 BM25_long 
51 0 AP890809-0209  998 11.53599 BM25_long 
51 0 AP890511-0100  999 11.53567 BM25_long 
51 0 AP891120-0149 1000 11.52593 BM25_long 
52 0 AP890210-0167    1 24.92421 BM25_long 
52 0 AP890626-0148    2 22.10254 BM25_long 
52 0 AP891023-0121    3 22.04527 BM25_long 
52 0 AP890208-0168    4 21.42740 BM25_long 
52 0 AP890821-0092    5 21.29910 BM25_long 
52 0 AP890517-0159    6 21.13851 BM25_long 
52 0 AP890801-0196    7 20.87047 BM25_long 
52 0 AP891028-0117    8 20.84041 BM25_long 
52 0 AP891010-0174    9 20.77632 BM25_long 
52 0 AP891003-0173   10 20.66052 BM25_long 
52 0 AP890224-0141   11 20.64613 BM25_long 
52 0 AP891004-0090   12 20.62986 BM25_long 
52 0 AP890205-0052   13 20.50169 BM25_long 
52 0 AP891025-0007   14 20.48304 BM25_long 
52 0 AP890206-0122   15 20.31626 BM25_long 
52 0 AP891024-0127   16 20.25935 BM25_long 
52 0 AP891018-0129   17 20.24510 BM25_long 
52 0 AP890906-0159   18 20.12615 BM25_long 
52 0 AP890630-0147   19 20.04385 BM25_long 
52 0 AP891019-0092   20 20.03297 BM25_long 
52 0 AP891212-0137   21 19.90686 BM25_long 
52 0 AP891018-0092   22 19.81552 BM25_long 
52 0 AP890131-0203   23 19.78612 BM25_long 
