51 0 AP890518-0275    1 20.99845 LMwDS_long 
51 0 AP890214-0001  500 5.30281 LMwDS_long 
51 0 AP890314-0027  501 5.29585 LMwDS_long 
51 0 AP891108-0222  502 5.29415 LMwDS_long 
51 0 AP890506-0111  503 5.29358 LMwDS_long 
51 0 AP890802-0151  504 5.29133 LMwDS_long 
51 0 AP890127-0204  505 5.28778 LMwDS_long 
51 0 AP890314-0247  506 5.28621 LMwDS_long 
51 0 AP890307-0155  507 5.28439 LMwDS_long 
51 0 AP891018-0161  508 5.28033 LMwDS_long 
51 0 AP890807-0163  509 5.27498 LMwDS_long 
51 0 AP890104-0103  510 5.25467 LMwDS_long 
51 0 AP890814-0134  511 5.25351 LMwDS_long 
51 0 AP891104-0016  512 5.24685 LMwDS_long 
51 0 AP890501-0128  513 5.24673 LMwDS_long 
51 0 AP890114-0087  514 5.24629 LMwDS_long 
51 0 AP890525-0093  515 5.24603 LMwDS_long 
51 0 AP891031-0128  516 5.24444 LMwDS_long 
51 0 AP891018-0230  517 5.24324 LMwDS_long 
51 0 AP890404-0191  518 5.23901 LMwDS_long 
51 0 AP891006-0109  519 5.23055 LMwDS_long 
51 0 AP890314-0043  520 5.22959 LMwDS_long 
51 0 AP890104-0072  521 5.22885 LMwDS_long 
51 0 AP890210-0149  522 5.21439 LMwDS_long 
51 0 AP890727-0095  523 5.21098 LMwDS_long 
51 0 AP890424-0003  524 5.20921 LMwDS_long 
51 0 AP890726-0243  525 5.20441 LMwDS_long 
51 0 AP890801-0228  526 5.20170 LMwDS_long 
51 0 AP890812-0019  527 5.19955 LMwDS_long 
51 0 AP890319-0103  528 5.19596 LMwDS_long 
51 0 AP890106-0018  529 5.19061 LMwDS_long 
51 0 AP890102-0085  530 5.18966 LMwDS_long 
51 0 AP890802-0025  531 5.18616 LMwDS_long 
51 0 AP891128-0189  532 5.18269 LMwDS_long 
51 0 AP890503-0144  533 5.17961 LMwDS_long 
51 0 AP891127-0195  534 5.17815 LMwDS_long 
51 0 AP890131-0081  535 5.17789 LMwDS_long 
51 0 AP890506-0014  536 5.17422 LMwDS_long 
51 0 AP891011-0086  537 5.17324 LMwDS_long 
51 0 AP890310-0175  538 5.17060 LMwDS_long 
51 0 AP890330-0080  539 5.17038 LMwDS_long 
51 0 AP890102-0118  540 5.16999 LMwDS_long 
51 0 AP890221-0070  541 5.16515 LMwDS_long 
51 0 AP890122-0100  542 5.16362 LMwDS_long 
51 0 AP890523-0235  543 5.16320 LMwDS_long 
51 0 AP890428-0093  544 5.16302 LMwDS_long 
51 0 AP890616-0077  545 5.16224 LMwDS_long 
51 0 AP890207-0171  546 5.15903 LMwDS_long 
51 0 AP890524-0049  547 5.15434 LMwDS_long 
51 0 AP891023-0121  548 5.15131 LMwDS_long 
51 0 AP890106-0010  549 5.14794 LMwDS_long 
51 0 AP891129-0030  550 5.14439 LMwDS_long 
51 0 AP890215-0065  551 5.13974 LMwDS_long 
51 0 AP891219-0128  552 5.13850 LMwDS_long 
51 0 AP890106-0164  553 5.13778 LMwDS_long 
51 0 AP890106-0174  554 5.13778 LMwDS_long 
51 0 AP890501-0245  555 5.13672 LMwDS_long 
51 0 AP890211-0101  556 5.13644 LMwDS_long 
51 0 AP890616-0083  557 5.13287 LMwDS_long 
51 0 AP890215-0174  558 5.13254 LMwDS_long 
51 0 AP890529-0077  559 5.12977 LMwDS_long 
51 0 AP891019-0234  560 5.12754 LMwDS_long 
51 0 AP890626-0112  561 5.12751 LMwDS_long 
51 0 AP891110-0023  562 5.12718 LMwDS_long 
51 0 AP891218-0070  563 5.12383 LMwDS_long 
51 0 AP890725-0023  564 5.12334 LMwDS_long 
51 0 AP891128-0016  565 5.12146 LMwDS_long 
51 0 AP891225-0109  566 5.12073 LMwDS_long 
51 0 AP890525-0084  567 5.11949 LMwDS_long 
51 0 AP890203-0066  568 5.11831 LMwDS_long 
51 0 AP891217-0083  569 5.11174 LMwDS_long 
51 0 AP891003-0190  570 5.11063 LMwDS_long 
51 0 AP891108-0139  571 5.10884 LMwDS_long 
51 0 AP891214-0177  572 5.10710 LMwDS_long 
51 0 AP890601-0129  573 5.10664 LMwDS_long 
51 0 AP891222-0023  574 5.10647 LMwDS_long 
51 0 AP890102-0121  575 5.10645 LMwDS_long 
51 0 AP890526-0062  576 5.10145 LMwDS_long 
51 0 AP891218-0055  577 5.10111 LMwDS_long 
51 0 AP890310-0159  578 5.09838 LMwDS_long 
51 0 AP890217-0059  579 5.09646 LMwDS_long 
51 0 AP891217-0046  580 5.09296 LMwDS_long 
51 0 AP891121-0162  581 5.08992 LMwDS_long 
51 0 AP890304-0074  582 5.08891 LMwDS_long 
51 0 AP890725-0183  583 5.08821 LMwDS_long 
51 0 AP890823-0148  584 5.08742 LMwDS_long 
51 0 AP890704-0088  585 5.08497 LMwDS_long 
51 0 AP891101-0241  586 5.08496 LMwDS_long 
51 0 AP890526-0081  587 5.08491 LMwDS_long 
51 0 AP890821-0092  588 5.07963 LMwDS_long 
51 0 AP890322-0207  589 5.07431 LMwDS_long 
51 0 AP890104-0157  590 5.07078 LMwDS_long 
51 0 AP890307-0154  591 5.06953 LMwDS_long 
51 0 AP891203-0009  592 5.06843 LMwDS_long 
51 0 AP890525-0216  593 5.06348 LMwDS_long 
51 0 AP890226-0089  594 5.06282 LMwDS_long 
51 0 AP890313-0224  595 5.06153 LMwDS_long 
51 0 AP890114-0082  596 5.05354 LMwDS_long 
51 0 AP890531-0287  597 5.05323 LMwDS_long 
51 0 AP890805-0106  598 5.05322 LMwDS_long 
51 0 AP890809-0129  599 5.05173 LMwDS_long 
51 0 AP891204-0159  600 5.05039 LMwDS_long 
51 0 AP890511-0154  601 5.05018 LMwDS_long 
51 0 AP890505-0242  602 5.04964 LMwDS_long 
51 0 AP890320-0168  603 5.04854 LMwDS_long 
51 0 AP890316-0054  604 5.03990 LMwDS_long 
51 0 AP891005-0185  605 5.03955 LMwDS_long 
51 0 AP890726-0130  606 5.03541 LMwDS_long 
51 0 AP890318-0036  607 5.02379 LMwDS_long 
51 0 AP890808-0120  608 5.02235 LMwDS_long 
51 0 AP890209-0221  609 5.01979 LMwDS_long 
51 0 AP890622-0312  610 5.01867 LMwDS_long 
51 0 AP890727-0183  611 5.01341 LMwDS_long 
51 0 AP891222-0141  612 5.01335 LMwDS_long 
51 0 AP891026-0152  613 5.01116 LMwDS_long 
51 0 AP890427-0275  614 5.01056 LMwDS_long 
51 0 AP890228-0141  615 5.00838 LMwDS_long 
51 0 AP891222-0054  616 5.00631 LMwDS_long 
51 0 AP891110-0091  617 4.99953 LMwDS_long 
51 0 AP890103-0152  618 4.99886 LMwDS_long 
51 0 AP890606-0169  619 4.99883 LMwDS_long 
51 0 AP891018-0037  620 4.99670 LMwDS_long 
51 0 AP890324-0249  621 4.99591 LMwDS_long 
51 0 AP890129-0048  622 4.99514 LMwDS_long 
51 0 AP890428-0011  623 4.99505 LMwDS_long 
51 0 AP890425-0156  624 4.99257 LMwDS_long 
51 0 AP890804-0008  625 4.99247 LMwDS_long 
51 0 AP890924-0056  626 4.99060 LMwDS_long 
51 0 AP891019-0216  627 4.98914 LMwDS_long 
51 0 AP891006-0017  628 4.98419 LMwDS_long 
51 0 AP890503-0254  629 4.97661 LMwDS_long 
51 0 AP891120-0149  630 4.97411 LMwDS_long 
51 0 AP890515-0080  631 4.97276 LMwDS_long 
51 0 AP890210-0090  632 4.97183 LMwDS_long 
51 0 AP890725-0208  633 4.97059 LMwDS_long 
51 0 AP890802-0205  634 4.96919 LMwDS_long 
51 0 AP890803-0071  635 4.96919 LMwDS_long 
51 0 AP890812-0078  636 4.96697 LMwDS_long 
51 0 AP890108-0018  637 4.96674 LMwDS_long 
51 0 AP890105-0284  638 4.96301 LMwDS_long 
51 0 AP891101-0027  639 4.96122 LMwDS_long 
51 0 AP890816-0167  640 4.96036 LMwDS_long 
51 0 AP890130-0171  641 4.95076 LMwDS_long 
51 0 AP890516-0092  642 4.94785 LMwDS_long 
51 0 AP890203-0167  643 4.94511 LMwDS_long 
51 0 AP890906-0246  644 4.94217 LMwDS_long 
51 0 AP890505-0170  645 4.94204 LMwDS_long 
51 0 AP891101-0038  646 4.94149 LMwDS_long 
51 0 AP890119-0254  647 4.94022 LMwDS_long 
51 0 AP890503-0165  648 4.93793 LMwDS_long 
51 0 AP890109-0113  649 4.93377 LMwDS_long 
51 0 AP890111-0208  650 4.93371 LMwDS_long 
51 0 AP890622-0012  651 4.92961 LMwDS_long 
51 0 AP890116-0131  652 4.92950 LMwDS_long 
51 0 AP891116-0019  653 4.92879 LMwDS_long 
51 0 AP890519-0204  654 4.92785 LMwDS_long 
51 0 AP890105-0194  655 4.92378 LMwDS_long 
51 0 AP890209-0154  656 4.92313 LMwDS_long 
51 0 AP890525-0238  657 4.92200 LMwDS_long 
51 0 AP890217-0022  658 4.91916 LMwDS_long 
51 0 AP891011-0163  659 4.91748 LMwDS_long 
51 0 AP890307-0061  660 4.91728 LMwDS_long 
51 0 AP890226-0098  661 4.90961 LMwDS_long 
51 0 AP890429-0016  662 4.90854 LMwDS_long 
51 0 AP890927-0152  663 4.90720 LMwDS_long 
51 0 AP890612-0134  664 4.90614 LMwDS_long 
51 0 AP891125-0005  665 4.90601 LMwDS_long 
51 0 AP890712-0090  666 4.90196 LMwDS_long 
51 0 AP891215-0247  667 4.89909 LMwDS_long 
51 0 AP890728-0038  668 4.89870 LMwDS_long 
51 0 AP890903-0020  669 4.89692 LMwDS_long 
51 0 AP890726-0269  670 4.89316 LMwDS_long 
51 0 AP890112-0234  671 4.89289 LMwDS_long 
51 0 AP890114-0056  672 4.89289 LMwDS_long 
51 0 AP890814-0223  673 4.89238 LMwDS_long 
51 0 AP890822-0051  674 4.89162 LMwDS_long 
51 0 AP890612-0054  675 4.88577 LMwDS_long 
51 0 AP890106-0165  676 4.88098 LMwDS_long 
51 0 AP890612-0133  677 4.87546 LMwDS_long 
51 0 AP890117-0249  678 4.87393 LMwDS_long 
51 0 AP890203-0064  679 4.87064 LMwDS_long 
51 0 AP890713-0026  680 4.86819 LMwDS_long 
51 0 AP890425-0293  681 4.86595 LMwDS_long 
51 0 AP890628-0169  682 4.86484 LMwDS_long 
51 0 AP891110-0117  683 4.86474 LMwDS_long 
51 0 AP890809-0195  684 4.86006 LMwDS_long 
51 0 AP891026-0114  685 4.85664 LMwDS_long 
51 0 AP890301-0230  686 4.85654 LMwDS_long 
51 0 AP891008-0072  687 4.85240 LMwDS_long 
51 0 AP890721-0076  688 4.85037 LMwDS_long 
51 0 AP890318-0162  689 4.84798 LMwDS_long 
51 0 AP890914-0041  690 4.84737 LMwDS_long 
51 0 AP891112-0040  691 4.84447 LMwDS_long 
51 0 AP890111-0017  692 4.84325 LMwDS_long 
51 0 AP890918-0125  693 4.83971 LMwDS_long 
51 0 AP890725-0162  694 4.83707 LMwDS_long 
51 0 AP890209-0010  695 4.83594 LMwDS_long 
51 0 AP890504-0182  696 4.83561 LMwDS_long 
51 0 AP890511-0242  697 4.83070 LMwDS_long 
51 0 AP890429-0018  698 4.83044 LMwDS_long 
51 0 AP890515-0076  699 4.82923 LMwDS_long 
51 0 AP890130-0076  700 4.82610 LMwDS_long 
51 0 AP890130-0034  701 4.82158 LMwDS_long 
51 0 AP890208-0036  702 4.82119 LMwDS_long 
51 0 AP890105-0081  703 4.81767 LMwDS_long 
51 0 AP890507-0051  704 4.81229 LMwDS_long 
51 0 AP890412-0123  705 4.81001 LMwDS_long 
51 0 AP890518-0091  706 4.80867 LMwDS_long 
51 0 AP891220-0122  707 4.80830 LMwDS_long 
51 0 AP891007-0098  708 4.80765 LMwDS_long 
51 0 AP890116-0019  709 4.80627 LMwDS_long 
51 0 AP890426-0083  710 4.80150 LMwDS_long 
51 0 AP890109-0314  711 4.79213 LMwDS_long 
51 0 AP890628-0187  712 4.79006 LMwDS_long 
51 0 AP890608-0163  713 4.78595 LMwDS_long 
51 0 AP890928-0156  714 4.78507 LMwDS_long 
51 0 AP890120-0254  715 4.78438 LMwDS_long 
51 0 AP891025-0281  716 4.78231 LMwDS_long 
51 0 AP890129-0050  717 4.78158 LMwDS_long 
51 0 AP890522-0084  718 4.78126 LMwDS_long 
51 0 AP890802-0203  719 4.77756 LMwDS_long 
51 0 AP890104-0007  720 4.77672 LMwDS_long 
51 0 AP890911-0040  721 4.77620 LMwDS_long 
51 0 AP890309-0120  722 4.77552 LMwDS_long 
51 0 AP890326-0073  723 4.77449 LMwDS_long 
51 0 AP890715-0129  724 4.77424 LMwDS_long 
51 0 AP890311-0123  725 4.77326 LMwDS_long 
51 0 AP890520-0055  726 4.77173 LMwDS_long 
51 0 AP890525-0065  727 4.77153 LMwDS_long 
51 0 AP890103-0233  728 4.76689 LMwDS_long 
51 0 AP890617-0013  729 4.76628 LMwDS_long 
51 0 AP890720-0027  730 4.76541 LMwDS_long 
51 0 AP890316-0135  731 4.76515 LMwDS_long 
51 0 AP890421-0159  732 4.76511 LMwDS_long 
51 0 AP891221-0129  733 4.76226 LMwDS_long 
51 0 AP890505-0181  734 4.76213 LMwDS_long 
51 0 AP891202-0124  735 4.75916 LMwDS_long 
51 0 AP890710-0252  736 4.75763 LMwDS_long 
51 0 AP890928-0073  737 4.75688 LMwDS_long 
51 0 AP890419-0042  738 4.75341 LMwDS_long 
51 0 AP891221-0156  739 4.75083 LMwDS_long 
51 0 AP890910-0078  740 4.75053 LMwDS_long 
51 0 AP891005-0121  741 4.74823 LMwDS_long 
51 0 AP890204-0020  742 4.74706 LMwDS_long 
51 0 AP890522-0269  743 4.74701 LMwDS_long 
51 0 AP890816-0024  744 4.74497 LMwDS_long 
51 0 AP890317-0055  745 4.74420 LMwDS_long 
51 0 AP891129-0124  746 4.74414 LMwDS_long 
51 0 AP890919-0092  747 4.74406 LMwDS_long 
51 0 AP891111-0100  748 4.74047 LMwDS_long 
51 0 AP890712-0087  749 4.73674 LMwDS_long 
51 0 AP890502-0146  750 4.73662 LMwDS_long 
51 0 AP890525-0019  751 4.73660 LMwDS_long 
51 0 AP890619-0134  752 4.73494 LMwDS_long 
51 0 AP890530-0053  753 4.73376 LMwDS_long 
51 0 AP890203-0096  754 4.73072 LMwDS_long 
51 0 AP890530-0004  755 4.73042 LMwDS_long 
51 0 AP891104-0083  756 4.72536 LMwDS_long 
51 0 AP890308-0035  757 4.72245 LMwDS_long 
51 0 AP891114-0043  758 4.72154 LMwDS_long 
51 0 AP890317-0041  759 4.71836 LMwDS_long 
51 0 AP890816-0025  760 4.71685 LMwDS_long 
51 0 AP890105-0034  761 4.71322 LMwDS_long 
51 0 AP891108-0212  762 4.71257 LMwDS_long 
51 0 AP890612-0117  763 4.70659 LMwDS_long 
51 0 AP890405-0286  764 4.70619 LMwDS_long 
51 0 AP890516-0043  765 4.69874 LMwDS_long 
51 0 AP890816-0152  766 4.69734 LMwDS_long 
51 0 AP890701-0017  767 4.69727 LMwDS_long 
51 0 AP890220-0164  768 4.69563 LMwDS_long 
51 0 AP890717-0086  769 4.69480 LMwDS_long 
51 0 AP890721-0128  770 4.69206 LMwDS_long 
51 0 AP891117-0188  771 4.69062 LMwDS_long 
51 0 AP891015-0018  772 4.68919 LMwDS_long 
51 0 AP890420-0162  773 4.68870 LMwDS_long 
51 0 AP890207-0122  774 4.68842 LMwDS_long 
51 0 AP890905-0085  775 4.68771 LMwDS_long 
51 0 AP890109-0347  776 4.68440 LMwDS_long 
51 0 AP890531-0230  777 4.68200 LMwDS_long 
51 0 AP891107-0069  778 4.68158 LMwDS_long 
51 0 AP890221-0140  779 4.67920 LMwDS_long 
51 0 AP891217-0008  780 4.67144 LMwDS_long 
51 0 AP891220-0160  781 4.66987 LMwDS_long 
51 0 AP890421-0040  782 4.66328 LMwDS_long 
51 0 AP890828-0183  783 4.66296 LMwDS_long 
51 0 AP890429-0067  784 4.65678 LMwDS_long 
51 0 AP890729-0071  785 4.65283 LMwDS_long 
51 0 AP890617-0021  786 4.64909 LMwDS_long 
51 0 AP890617-0025  787 4.64909 LMwDS_long 
51 0 AP890123-0020  788 4.64848 LMwDS_long 
51 0 AP891027-0231  789 4.64804 LMwDS_long 
51 0 AP890322-0334  790 4.64747 LMwDS_long 
51 0 AP890228-0231  791 4.64467 LMwDS_long 
51 0 AP890227-0067  792 4.64326 LMwDS_long 
51 0 AP890529-0028  793 4.64246 LMwDS_long 
51 0 AP890504-0034  794 4.64216 LMwDS_long 
51 0 AP890613-0075  795 4.64148 LMwDS_long 
51 0 AP891212-0019  796 4.64123 LMwDS_long 
51 0 AP890501-0016  797 4.63966 LMwDS_long 
51 0 AP890503-0183  798 4.63759 LMwDS_long 
51 0 AP891021-0036  799 4.63755 LMwDS_long 
51 0 AP891117-0018  800 4.63453 LMwDS_long 
51 0 AP890316-0131  801 4.63247 LMwDS_long 
51 0 AP890216-0120  802 4.63205 LMwDS_long 
51 0 AP890629-0009  803 4.63163 LMwDS_long 
51 0 AP891003-0091  804 4.63094 LMwDS_long 
51 0 AP890914-0069  805 4.62918 LMwDS_long 
51 0 AP890821-0121  806 4.62878 LMwDS_long 
51 0 AP890831-0160  807 4.62755 LMwDS_long 
51 0 AP891022-0064  808 4.62726 LMwDS_long 
51 0 AP890726-0240  809 4.62663 LMwDS_long 
51 0 AP890427-0241  810 4.62251 LMwDS_long 
51 0 AP891107-0259  811 4.61917 LMwDS_long 
51 0 AP891026-0001  812 4.61726 LMwDS_long 
51 0 AP890412-0216  813 4.61698 LMwDS_long 
51 0 AP890104-0076  814 4.61222 LMwDS_long 
51 0 AP890914-0135  815 4.61179 LMwDS_long 
51 0 AP890309-0274  816 4.60946 LMwDS_long 
51 0 AP891201-0028  817 4.60782 LMwDS_long 
51 0 AP890802-0216  818 4.60658 LMwDS_long 
51 0 AP891012-0259  819 4.60559 LMwDS_long 
51 0 AP890919-0246  820 4.60394 LMwDS_long 
51 0 AP890130-0133  821 4.60211 LMwDS_long 
51 0 AP891227-0189  822 4.60210 LMwDS_long 
51 0 AP890109-0204  823 4.60207 LMwDS_long 
51 0 AP890103-0246  824 4.60105 LMwDS_long 
51 0 AP890929-0047  825 4.59889 LMwDS_long 
51 0 AP891023-0106  826 4.59722 LMwDS_long 
51 0 AP890308-0145  827 4.59634 LMwDS_long 
51 0 AP890607-0027  828 4.59522 LMwDS_long 
51 0 AP890310-0146  829 4.59347 LMwDS_long 
51 0 AP890508-0219  830 4.59045 LMwDS_long 
51 0 AP890127-0090  831 4.58989 LMwDS_long 
51 0 AP890407-0008  832 4.58856 LMwDS_long 
51 0 AP890827-0032  833 4.58848 LMwDS_long 
51 0 AP890210-0081  834 4.58574 LMwDS_long 
51 0 AP890905-0017  835 4.58531 LMwDS_long 
51 0 AP890125-0173  836 4.58366 LMwDS_long 
51 0 AP890511-0104  837 4.58334 LMwDS_long 
51 0 AP890106-0049  838 4.58174 LMwDS_long 
51 0 AP890509-0167  839 4.58063 LMwDS_long 
51 0 AP890228-0044  840 4.58033 LMwDS_long 
51 0 AP890111-0138  841 4.57891 LMwDS_long 
51 0 AP890323-0243  842 4.57723 LMwDS_long 
51 0 AP890904-0107  843 4.57687 LMwDS_long 
51 0 AP890227-0291  844 4.57372 LMwDS_long 
51 0 AP890227-0313  845 4.57372 LMwDS_long 
51 0 AP891002-0199  846 4.57157 LMwDS_long 
51 0 AP890213-0133  847 4.56834 LMwDS_long 
51 0 AP890110-0165  848 4.56701 LMwDS_long 
51 0 AP891212-0267  849 4.56687 LMwDS_long 
51 0 AP890729-0013  850 4.56544 LMwDS_long 
51 0 AP890502-0119  851 4.56452 LMwDS_long 
51 0 AP890726-0163  852 4.56331 LMwDS_long 
51 0 AP891110-0272  853 4.56313 LMwDS_long 
51 0 AP891129-0157  854 4.56008 LMwDS_long 
51 0 AP890721-0158  855 4.55872 LMwDS_long 
51 0 AP891218-0128  856 4.55777 LMwDS_long 
51 0 AP891023-0023  857 4.55701 LMwDS_long 
51 0 AP890410-0028  858 4.55519 LMwDS_long 
51 0 AP890629-0122  859 4.55411 LMwDS_long 
51 0 AP891109-0131  860 4.55296 LMwDS_long 
51 0 AP890324-0122  861 4.55104 LMwDS_long 
51 0 AP890708-0136  862 4.54725 LMwDS_long 
51 0 AP891127-0136  863 4.54169 LMwDS_long 
51 0 AP891128-0187  864 4.54169 LMwDS_long 
51 0 AP890727-0062  865 4.53823 LMwDS_long 
51 0 AP890927-0182  866 4.53817 LMwDS_long 
51 0 AP890623-0138  867 4.53687 LMwDS_long 
51 0 AP890104-0279  868 4.53578 LMwDS_long 
51 0 AP890530-0114  869 4.53233 LMwDS_long 
51 0 AP890615-0177  870 4.52885 LMwDS_long 
51 0 AP890131-0070  871 4.52836 LMwDS_long 
51 0 AP890716-0019  872 4.52539 LMwDS_long 
51 0 AP891222-0184  873 4.52521 LMwDS_long 
51 0 AP890318-0163  874 4.52425 LMwDS_long 
51 0 AP890216-0293  875 4.52221 LMwDS_long 
51 0 AP890618-0053  876 4.52184 LMwDS_long 
51 0 AP890206-0015  877 4.51786 LMwDS_long 
51 0 AP891025-0252  878 4.51545 LMwDS_long 
51 0 AP890512-0121  879 4.51118 LMwDS_long 
51 0 AP890221-0013  880 4.51090 LMwDS_long 
51 0 AP890711-0135  881 4.50984 LMwDS_long 
51 0 AP890210-0075  882 4.50946 LMwDS_long 
51 0 AP891117-0027  883 4.50749 LMwDS_long 
51 0 AP890513-0112  884 4.50711 LMwDS_long 
51 0 AP891006-0033  885 4.50613 LMwDS_long 
51 0 AP890210-0130  886 4.50289 LMwDS_long 
51 0 AP890222-0128  887 4.49832 LMwDS_long 
51 0 AP890126-0217  888 4.49819 LMwDS_long 
51 0 AP891215-0125  889 4.49616 LMwDS_long 
51 0 AP891018-0174  890 4.49228 LMwDS_long 
51 0 AP891027-0088  891 4.49031 LMwDS_long 
51 0 AP890915-0243  892 4.48912 LMwDS_long 
51 0 AP891127-0141  893 4.48627 LMwDS_long 
51 0 AP890603-0070  894 4.48385 LMwDS_long 
51 0 AP890908-0034  895 4.48158 LMwDS_long 
51 0 AP890628-0039  896 4.48035 LMwDS_long 
51 0 AP890921-0181  897 4.47776 LMwDS_long 
51 0 AP890201-0038  898 4.47755 LMwDS_long 
51 0 AP890721-0194  899 4.47741 LMwDS_long 
51 0 AP890502-0050  900 4.47739 LMwDS_long 
51 0 AP890816-0013  901 4.47695 LMwDS_long 
51 0 AP890211-0114  902 4.47584 LMwDS_long 
51 0 AP890517-0078  903 4.47515 LMwDS_long 
51 0 AP890606-0177  904 4.47482 LMwDS_long 
51 0 AP890603-0021  905 4.47412 LMwDS_long 
51 0 AP890511-0100  906 4.47147 LMwDS_long 
51 0 AP890217-0178  907 4.46978 LMwDS_long 
51 0 AP890729-0047  908 4.46608 LMwDS_long 
51 0 AP890413-0109  909 4.46489 LMwDS_long 
51 0 AP890928-0202  910 4.46005 LMwDS_long 
51 0 AP891114-0272  911 4.45976 LMwDS_long 
51 0 AP890916-0079  912 4.45829 LMwDS_long 
51 0 AP890228-0193  913 4.45693 LMwDS_long 
51 0 AP890520-0038  914 4.45430 LMwDS_long 
51 0 AP891122-0120  915 4.45325 LMwDS_long 
51 0 AP890907-0259  916 4.45299 LMwDS_long 
51 0 AP890514-0029  917 4.45104 LMwDS_long 
51 0 AP890404-0264  918 4.44964 LMwDS_long 
51 0 AP890606-0044  919 4.44873 LMwDS_long 
51 0 AP891213-0106  920 4.44750 LMwDS_long 
51 0 AP890829-0028  921 4.44709 LMwDS_long 
51 0 AP890301-0308  922 4.44693 LMwDS_long 
51 0 AP891116-0172  923 4.44632 LMwDS_long 
51 0 AP890310-0310  924 4.44588 LMwDS_long 
51 0 AP890713-0192  925 4.44556 LMwDS_long 
51 0 AP890414-0262  926 4.44493 LMwDS_long 
51 0 AP890714-0173  927 4.44137 LMwDS_long 
51 0 AP890420-0034  928 4.44086 LMwDS_long 
51 0 AP890915-0208  929 4.43998 LMwDS_long 
51 0 AP891221-0094  930 4.43693 LMwDS_long 
51 0 AP890630-0169  931 4.43671 LMwDS_long 
51 0 AP890301-0213  932 4.43509 LMwDS_long 
51 0 AP891030-0178  933 4.43369 LMwDS_long 
51 0 AP891220-0157  934 4.43136 LMwDS_long 
51 0 AP890816-0187  935 4.42959 LMwDS_long 
51 0 AP891227-0077  936 4.42852 LMwDS_long 
51 0 AP890317-0248  937 4.42726 LMwDS_long 
51 0 AP890615-0220  938 4.42629 LMwDS_long 
51 0 AP890927-0137  939 4.42557 LMwDS_long 
51 0 AP891209-0124  940 4.42555 LMwDS_long 
51 0 AP890704-0081  941 4.42548 LMwDS_long 
51 0 AP891213-0036  942 4.42408 LMwDS_long 
51 0 AP890210-0048  943 4.42292 LMwDS_long 
51 0 AP891101-0126  944 4.42094 LMwDS_long 
51 0 AP890316-0205  945 4.41661 LMwDS_long 
51 0 AP890328-0187  946 4.41397 LMwDS_long 
51 0 AP891011-0173  947 4.41214 LMwDS_long 
51 0 AP890713-0307  948 4.40831 LMwDS_long 
51 0 AP890908-0191  949 4.40649 LMwDS_long 
51 0 AP890218-0018  950 4.40462 LMwDS_long 
51 0 AP890512-0156  951 4.40445 LMwDS_long 
51 0 AP891027-0162  952 4.40222 LMwDS_long 
51 0 AP890724-0152  953 4.40197 LMwDS_long 
51 0 AP891205-0005  954 4.40197 LMwDS_long 
51 0 AP890403-0092  955 4.40035 LMwDS_long 
51 0 AP890521-0026  956 4.39916 LMwDS_long 
51 0 AP890510-0133  957 4.39820 LMwDS_long 
51 0 AP890831-0240  958 4.39660 LMwDS_long 
51 0 AP890405-0209  959 4.39226 LMwDS_long 
51 0 AP890629-0167  960 4.39150 LMwDS_long 
51 0 AP890629-0298  961 4.39150 LMwDS_long 
51 0 AP890125-0202  962 4.39117 LMwDS_long 
51 0 AP890828-0175  963 4.39068 LMwDS_long 
51 0 AP891110-0011  964 4.39050 LMwDS_long 
51 0 AP890307-0126  965 4.38976 LMwDS_long 
51 0 AP890821-0035  966 4.38785 LMwDS_long 
51 0 AP890609-0154  967 4.38650 LMwDS_long 
51 0 AP890515-0288  968 4.38499 LMwDS_long 
51 0 AP890308-0159  969 4.38449 LMwDS_long 
51 0 AP890128-0144  970 4.37731 LMwDS_long 
51 0 AP890805-0028  971 4.37386 LMwDS_long 
51 0 AP891114-0183  972 4.37386 LMwDS_long 
51 0 AP890105-0017  973 4.37269 LMwDS_long 
51 0 AP890713-0209  974 4.37241 LMwDS_long 
51 0 AP890116-0015  975 4.37180 LMwDS_long 
51 0 AP890727-0199  976 4.37145 LMwDS_long 
51 0 AP891025-0099  977 4.37144 LMwDS_long 
51 0 AP890921-0082  978 4.37022 LMwDS_long 
51 0 AP891006-0104  979 4.36936 LMwDS_long 
51 0 AP890919-0085  980 4.36762 LMwDS_long 
51 0 AP891208-0255  981 4.36496 LMwDS_long 
51 0 AP890503-0044  982 4.36395 LMwDS_long 
51 0 AP890108-0032  983 4.36258 LMwDS_long 
51 0 AP890717-0020  984 4.36093 LMwDS_long 
51 0 AP891227-0010  985 4.36093 LMwDS_long 
51 0 AP890526-0246  986 4.36060 LMwDS_long 
51 0 AP890201-0175  987 4.35647 LMwDS_long 
51 0 AP891005-0070  988 4.35644 LMwDS_long 
51 0 AP890504-0085  989 4.35605 LMwDS_long 
51 0 AP890803-0297  990 4.35331 LMwDS_long 
51 0 AP890203-0039  991 4.35276 LMwDS_long 
51 0 AP890123-0294  992 4.34988 LMwDS_long 
51 0 AP891127-0101  993 4.34884 LMwDS_long 
51 0 AP890327-0008  994 4.34819 LMwDS_long 
51 0 AP891221-0104  995 4.34740 LMwDS_long 
51 0 AP890522-0301  996 4.34708 LMwDS_long 
51 0 AP890407-0231  997 4.34332 LMwDS_long 
51 0 AP891031-0029  998 4.34317 LMwDS_long 
