51 0 AP890908-0222    1 8.04724 LMwDS_short 
51 0 AP890630-0178  500 2.30323 LMwDS_short 
51 0 AP890703-0007  501 2.30323 LMwDS_short 
51 0 AP890711-0050  502 2.30323 LMwDS_short 
51 0 AP890711-0112  503 2.30323 LMwDS_short 
51 0 AP890711-0135  504 2.30323 LMwDS_short 
51 0 AP890719-0241  505 2.30323 LMwDS_short 
51 0 AP890720-0027  506 2.30323 LMwDS_short 
51 0 AP890803-0159  507 2.30323 LMwDS_short 
51 0 AP890804-0075  508 2.30323 LMwDS_short 
51 0 AP890808-0172  509 2.30323 LMwDS_short 
51 0 AP890809-0195  510 2.30323 LMwDS_short 
51 0 AP890811-0144  511 2.30323 LMwDS_short 
51 0 AP890823-0173  512 2.30323 LMwDS_short 
51 0 AP890829-0186  513 2.30323 LMwDS_short 
51 0 AP890901-0221  514 2.30323 LMwDS_short 
51 0 AP890922-0024  515 2.30323 LMwDS_short 
51 0 AP890923-0004  516 2.30323 LMwDS_short 
51 0 AP890927-0158  517 2.30323 LMwDS_short 
51 0 AP890928-0186  518 2.30323 LMwDS_short 
51 0 AP890928-0202  519 2.30323 LMwDS_short 
51 0 AP891003-0186  520 2.30323 LMwDS_short 
51 0 AP891012-0047  521 2.30323 LMwDS_short 
51 0 AP891012-0312  522 2.30323 LMwDS_short 
51 0 AP891013-0068  523 2.30323 LMwDS_short 
51 0 AP891023-0137  524 2.30323 LMwDS_short 
51 0 AP891025-0252  525 2.30323 LMwDS_short 
51 0 AP891101-0033  526 2.30323 LMwDS_short 
51 0 AP891102-0020  527 2.30323 LMwDS_short 
51 0 AP891110-0064  528 2.30323 LMwDS_short 
51 0 AP891111-0009  529 2.30323 LMwDS_short 
51 0 AP891111-0010  530 2.30323 LMwDS_short 
51 0 AP891113-0165  531 2.30323 LMwDS_short 
51 0 AP891115-0136  532 2.30323 LMwDS_short 
51 0 AP891122-0216  533 2.30323 LMwDS_short 
51 0 AP891206-0199  534 2.30323 LMwDS_short 
51 0 AP891207-0233  535 2.30323 LMwDS_short 
51 0 AP891211-0178  536 2.30323 LMwDS_short 
51 0 AP891211-0314  537 2.30323 LMwDS_short 
51 0 AP891220-0110  538 2.30323 LMwDS_short 
51 0 AP890104-0147  539 2.26908 LMwDS_short 
51 0 AP890105-0168  540 2.26908 LMwDS_short 
51 0 AP890109-0074  541 2.26908 LMwDS_short 
51 0 AP890109-0084  542 2.26908 LMwDS_short 
51 0 AP890109-0191  543 2.26908 LMwDS_short 
51 0 AP890111-0015  544 2.26908 LMwDS_short 
51 0 AP890117-0157  545 2.26908 LMwDS_short 
51 0 AP890118-0248  546 2.26908 LMwDS_short 
51 0 AP890119-0006  547 2.26908 LMwDS_short 
51 0 AP890119-0193  548 2.26908 LMwDS_short 
51 0 AP890124-0161  549 2.26908 LMwDS_short 
51 0 AP890127-0162  550 2.26908 LMwDS_short 
51 0 AP890129-0060  551 2.26908 LMwDS_short 
51 0 AP890130-0133  552 2.26908 LMwDS_short 
51 0 AP890130-0207  553 2.26908 LMwDS_short 
51 0 AP890131-0281  554 2.26908 LMwDS_short 
51 0 AP890202-0156  555 2.26908 LMwDS_short 
51 0 AP890210-0075  556 2.26908 LMwDS_short 
51 0 AP890212-0094  557 2.26908 LMwDS_short 
51 0 AP890216-0029  558 2.26908 LMwDS_short 
51 0 AP890216-0120  559 2.26908 LMwDS_short 
51 0 AP890301-0039  560 2.26908 LMwDS_short 
51 0 AP890301-0217  561 2.26908 LMwDS_short 
51 0 AP890301-0230  562 2.26908 LMwDS_short 
51 0 AP890302-0032  563 2.26908 LMwDS_short 
51 0 AP890308-0145  564 2.26908 LMwDS_short 
51 0 AP890308-0151  565 2.26908 LMwDS_short 
51 0 AP890313-0008  566 2.26908 LMwDS_short 
51 0 AP890316-0176  567 2.26908 LMwDS_short 
51 0 AP890406-0151  568 2.26908 LMwDS_short 
51 0 AP890407-0263  569 2.26908 LMwDS_short 
51 0 AP890420-0110  570 2.26908 LMwDS_short 
51 0 AP890425-0230  571 2.26908 LMwDS_short 
51 0 AP890510-0161  572 2.26908 LMwDS_short 
51 0 AP890518-0201  573 2.26908 LMwDS_short 
51 0 AP890518-0243  574 2.26908 LMwDS_short 
51 0 AP890525-0161  575 2.26908 LMwDS_short 
51 0 AP890605-0001  576 2.26908 LMwDS_short 
51 0 AP890616-0219  577 2.26908 LMwDS_short 
51 0 AP890619-0134  578 2.26908 LMwDS_short 
51 0 AP890621-0156  579 2.26908 LMwDS_short 
51 0 AP890622-0111  580 2.26908 LMwDS_short 
51 0 AP890629-0046  581 2.26908 LMwDS_short 
51 0 AP890629-0254  582 2.26908 LMwDS_short 
51 0 AP890718-0185  583 2.26908 LMwDS_short 
51 0 AP890724-0059  584 2.26908 LMwDS_short 
51 0 AP890724-0142  585 2.26908 LMwDS_short 
51 0 AP890724-0159  586 2.26908 LMwDS_short 
51 0 AP890727-0268  587 2.26908 LMwDS_short 
51 0 AP890803-0210  588 2.26908 LMwDS_short 
51 0 AP890805-0028  589 2.26908 LMwDS_short 
51 0 AP890814-0108  590 2.26908 LMwDS_short 
51 0 AP890823-0168  591 2.26908 LMwDS_short 
51 0 AP890829-0178  592 2.26908 LMwDS_short 
51 0 AP890830-0072  593 2.26908 LMwDS_short 
51 0 AP890830-0145  594 2.26908 LMwDS_short 
51 0 AP890908-0191  595 2.26908 LMwDS_short 
51 0 AP890919-0158  596 2.26908 LMwDS_short 
51 0 AP890928-0156  597 2.26908 LMwDS_short 
51 0 AP891004-0109  598 2.26908 LMwDS_short 
51 0 AP891005-0250  599 2.26908 LMwDS_short 
51 0 AP891007-0099  600 2.26908 LMwDS_short 
51 0 AP891012-0009  601 2.26908 LMwDS_short 
51 0 AP891012-0138  602 2.26908 LMwDS_short 
51 0 AP891012-0158  603 2.26908 LMwDS_short 
51 0 AP891026-0032  604 2.26908 LMwDS_short 
51 0 AP891029-0046  605 2.26908 LMwDS_short 
51 0 AP891105-0096  606 2.26908 LMwDS_short 
51 0 AP891108-0139  607 2.26908 LMwDS_short 
51 0 AP891108-0282  608 2.26908 LMwDS_short 
51 0 AP891109-0031  609 2.26908 LMwDS_short 
51 0 AP891113-0151  610 2.26908 LMwDS_short 
51 0 AP891114-0149  611 2.26908 LMwDS_short 
51 0 AP891114-0183  612 2.26908 LMwDS_short 
51 0 AP891115-0032  613 2.26908 LMwDS_short 
51 0 AP891116-0172  614 2.26908 LMwDS_short 
51 0 AP891130-0213  615 2.26908 LMwDS_short 
51 0 AP891130-0232  616 2.26908 LMwDS_short 
51 0 AP891213-0036  617 2.26908 LMwDS_short 
51 0 AP891213-0201  618 2.26908 LMwDS_short 
51 0 AP891214-0236  619 2.26908 LMwDS_short 
51 0 AP891219-0116  620 2.26908 LMwDS_short 
51 0 AP891220-0189  621 2.26908 LMwDS_short 
51 0 AP891221-0160  622 2.26908 LMwDS_short 
51 0 AP890101-0053  623 2.21865 LMwDS_short 
51 0 AP890105-0219  624 2.21865 LMwDS_short 
51 0 AP890111-0182  625 2.21865 LMwDS_short 
51 0 AP890113-0156  626 2.21865 LMwDS_short 
51 0 AP890114-0003  627 2.21865 LMwDS_short 
51 0 AP890126-0186  628 2.21865 LMwDS_short 
51 0 AP890126-0241  629 2.21865 LMwDS_short 
51 0 AP890126-0251  630 2.21865 LMwDS_short 
51 0 AP890128-0132  631 2.21865 LMwDS_short 
51 0 AP890130-0051  632 2.21865 LMwDS_short 
51 0 AP890130-0106  633 2.21865 LMwDS_short 
51 0 AP890131-0070  634 2.21865 LMwDS_short 
51 0 AP890201-0281  635 2.21865 LMwDS_short 
51 0 AP890210-0014  636 2.21865 LMwDS_short 
51 0 AP890215-0174  637 2.21865 LMwDS_short 
51 0 AP890215-0202  638 2.21865 LMwDS_short 
51 0 AP890217-0165  639 2.21865 LMwDS_short 
51 0 AP890223-0031  640 2.21865 LMwDS_short 
51 0 AP890302-0326  641 2.21865 LMwDS_short 
51 0 AP890304-0118  642 2.21865 LMwDS_short 
51 0 AP890310-0209  643 2.21865 LMwDS_short 
51 0 AP890316-0052  644 2.21865 LMwDS_short 
51 0 AP890318-0006  645 2.21865 LMwDS_short 
51 0 AP890320-0023  646 2.21865 LMwDS_short 
51 0 AP890322-0041  647 2.21865 LMwDS_short 
51 0 AP890324-0132  648 2.21865 LMwDS_short 
51 0 AP890325-0073  649 2.21865 LMwDS_short 
51 0 AP890401-0096  650 2.21865 LMwDS_short 
51 0 AP890405-0021  651 2.21865 LMwDS_short 
51 0 AP890412-0017  652 2.21865 LMwDS_short 
51 0 AP890412-0116  653 2.21865 LMwDS_short 
51 0 AP890413-0011  654 2.21865 LMwDS_short 
51 0 AP890416-0061  655 2.21865 LMwDS_short 
51 0 AP890426-0206  656 2.21865 LMwDS_short 
51 0 AP890426-0226  657 2.21865 LMwDS_short 
51 0 AP890427-0241  658 2.21865 LMwDS_short 
51 0 AP890429-0013  659 2.21865 LMwDS_short 
51 0 AP890512-0035  660 2.21865 LMwDS_short 
51 0 AP890515-0090  661 2.21865 LMwDS_short 
51 0 AP890515-0157  662 2.21865 LMwDS_short 
51 0 AP890522-0301  663 2.21865 LMwDS_short 
51 0 AP890523-0018  664 2.21865 LMwDS_short 
51 0 AP890524-0049  665 2.21865 LMwDS_short 
51 0 AP890526-0019  666 2.21865 LMwDS_short 
51 0 AP890526-0071  667 2.21865 LMwDS_short 
51 0 AP890531-0305  668 2.21865 LMwDS_short 
51 0 AP890601-0132  669 2.21865 LMwDS_short 
51 0 AP890601-0336  670 2.21865 LMwDS_short 
51 0 AP890607-0036  671 2.21865 LMwDS_short 
51 0 AP890609-0148  672 2.21865 LMwDS_short 
51 0 AP890610-0109  673 2.21865 LMwDS_short 
51 0 AP890610-0110  674 2.21865 LMwDS_short 
51 0 AP890613-0242  675 2.21865 LMwDS_short 
51 0 AP890614-0106  676 2.21865 LMwDS_short 
51 0 AP890616-0083  677 2.21865 LMwDS_short 
51 0 AP890622-0300  678 2.21865 LMwDS_short 
51 0 AP890623-0138  679 2.21865 LMwDS_short 
51 0 AP890626-0264  680 2.21865 LMwDS_short 
51 0 AP890628-0029  681 2.21865 LMwDS_short 
51 0 AP890628-0184  682 2.21865 LMwDS_short 
51 0 AP890629-0147  683 2.21865 LMwDS_short 
51 0 AP890701-0017  684 2.21865 LMwDS_short 
51 0 AP890705-0137  685 2.21865 LMwDS_short 
51 0 AP890710-0108  686 2.21865 LMwDS_short 
51 0 AP890711-0092  687 2.21865 LMwDS_short 
51 0 AP890712-0087  688 2.21865 LMwDS_short 
51 0 AP890713-0201  689 2.21865 LMwDS_short 
51 0 AP890714-0035  690 2.21865 LMwDS_short 
51 0 AP890715-0006  691 2.21865 LMwDS_short 
51 0 AP890720-0235  692 2.21865 LMwDS_short 
51 0 AP890726-0091  693 2.21865 LMwDS_short 
51 0 AP890726-0149  694 2.21865 LMwDS_short 
51 0 AP890726-0221  695 2.21865 LMwDS_short 
51 0 AP890727-0095  696 2.21865 LMwDS_short 
51 0 AP890727-0166  697 2.21865 LMwDS_short 
51 0 AP890731-0112  698 2.21865 LMwDS_short 
51 0 AP890731-0118  699 2.21865 LMwDS_short 
51 0 AP890802-0025  700 2.21865 LMwDS_short 
51 0 AP890802-0205  701 2.21865 LMwDS_short 
51 0 AP890803-0071  702 2.21865 LMwDS_short 
51 0 AP890804-0070  703 2.21865 LMwDS_short 
51 0 AP890807-0034  704 2.21865 LMwDS_short 
51 0 AP890808-0030  705 2.21865 LMwDS_short 
51 0 AP890808-0128  706 2.21865 LMwDS_short 
51 0 AP890809-0019  707 2.21865 LMwDS_short 
51 0 AP890811-0024  708 2.21865 LMwDS_short 
51 0 AP890812-0081  709 2.21865 LMwDS_short 
51 0 AP890817-0157  710 2.21865 LMwDS_short 
51 0 AP890828-0153  711 2.21865 LMwDS_short 
51 0 AP890831-0108  712 2.21865 LMwDS_short 
51 0 AP890904-0107  713 2.21865 LMwDS_short 
51 0 AP890912-0071  714 2.21865 LMwDS_short 
51 0 AP890924-0079  715 2.21865 LMwDS_short 
51 0 AP890927-0182  716 2.21865 LMwDS_short 
51 0 AP890928-0028  717 2.21865 LMwDS_short 
51 0 AP890929-0051  718 2.21865 LMwDS_short 
51 0 AP890930-0011  719 2.21865 LMwDS_short 
51 0 AP891005-0149  720 2.21865 LMwDS_short 
51 0 AP891006-0129  721 2.21865 LMwDS_short 
51 0 AP891009-0106  722 2.21865 LMwDS_short 
51 0 AP891011-0233  723 2.21865 LMwDS_short 
51 0 AP891013-0083  724 2.21865 LMwDS_short 
51 0 AP891016-0159  725 2.21865 LMwDS_short 
51 0 AP891021-0091  726 2.21865 LMwDS_short 
51 0 AP891024-0013  727 2.21865 LMwDS_short 
51 0 AP891024-0118  728 2.21865 LMwDS_short 
51 0 AP891025-0145  729 2.21865 LMwDS_short 
51 0 AP891026-0034  730 2.21865 LMwDS_short 
51 0 AP891026-0151  731 2.21865 LMwDS_short 
51 0 AP891031-0179  732 2.21865 LMwDS_short 
51 0 AP891106-0014  733 2.21865 LMwDS_short 
51 0 AP891106-0065  734 2.21865 LMwDS_short 
51 0 AP891114-0022  735 2.21865 LMwDS_short 
51 0 AP891117-0100  736 2.21865 LMwDS_short 
51 0 AP891123-0040  737 2.21865 LMwDS_short 
51 0 AP891130-0114  738 2.21865 LMwDS_short 
51 0 AP891211-0203  739 2.21865 LMwDS_short 
51 0 AP891213-0183  740 2.21865 LMwDS_short 
51 0 AP891216-0042  741 2.21865 LMwDS_short 
51 0 AP891217-0043  742 2.21865 LMwDS_short 
51 0 AP891221-0104  743 2.21865 LMwDS_short 
51 0 AP891223-0072  744 2.21865 LMwDS_short 
51 0 AP891230-0063  745 2.21865 LMwDS_short 
51 0 AP890102-0094  746 2.14024 LMwDS_short 
51 0 AP890103-0012  747 2.14024 LMwDS_short 
51 0 AP890105-0019  748 2.14024 LMwDS_short 
51 0 AP890109-0013  749 2.14024 LMwDS_short 
51 0 AP890110-0258  750 2.14024 LMwDS_short 
51 0 AP890111-0017  751 2.14024 LMwDS_short 
51 0 AP890118-0018  752 2.14024 LMwDS_short 
51 0 AP890125-0030  753 2.14024 LMwDS_short 
51 0 AP890128-0021  754 2.14024 LMwDS_short 
51 0 AP890130-0171  755 2.14024 LMwDS_short 
51 0 AP890131-0231  756 2.14024 LMwDS_short 
51 0 AP890201-0038  757 2.14024 LMwDS_short 
51 0 AP890201-0175  758 2.14024 LMwDS_short 
51 0 AP890208-0116  759 2.14024 LMwDS_short 
51 0 AP890210-0035  760 2.14024 LMwDS_short 
51 0 AP890214-0159  761 2.14024 LMwDS_short 
51 0 AP890223-0032  762 2.14024 LMwDS_short 
51 0 AP890224-0116  763 2.14024 LMwDS_short 
51 0 AP890227-0118  764 2.14024 LMwDS_short 
51 0 AP890227-0199  765 2.14024 LMwDS_short 
51 0 AP890227-0287  766 2.14024 LMwDS_short 
51 0 AP890301-0243  767 2.14024 LMwDS_short 
51 0 AP890305-0017  768 2.14024 LMwDS_short 
51 0 AP890306-0016  769 2.14024 LMwDS_short 
51 0 AP890308-0007  770 2.14024 LMwDS_short 
51 0 AP890308-0090  771 2.14024 LMwDS_short 
51 0 AP890311-0083  772 2.14024 LMwDS_short 
51 0 AP890314-0026  773 2.14024 LMwDS_short 
51 0 AP890315-0063  774 2.14024 LMwDS_short 
51 0 AP890315-0232  775 2.14024 LMwDS_short 
51 0 AP890315-0271  776 2.14024 LMwDS_short 
51 0 AP890316-0054  777 2.14024 LMwDS_short 
51 0 AP890316-0108  778 2.14024 LMwDS_short 
51 0 AP890316-0258  779 2.14024 LMwDS_short 
51 0 AP890324-0179  780 2.14024 LMwDS_short 
51 0 AP890327-0008  781 2.14024 LMwDS_short 
51 0 AP890330-0192  782 2.14024 LMwDS_short 
51 0 AP890404-0053  783 2.14024 LMwDS_short 
51 0 AP890404-0062  784 2.14024 LMwDS_short 
51 0 AP890404-0247  785 2.14024 LMwDS_short 
51 0 AP890420-0015  786 2.14024 LMwDS_short 
51 0 AP890420-0204  787 2.14024 LMwDS_short 
51 0 AP890424-0250  788 2.14024 LMwDS_short 
51 0 AP890425-0231  789 2.14024 LMwDS_short 
51 0 AP890427-0135  790 2.14024 LMwDS_short 
51 0 AP890428-0011  791 2.14024 LMwDS_short 
51 0 AP890429-0056  792 2.14024 LMwDS_short 
51 0 AP890503-0265  793 2.14024 LMwDS_short 
51 0 AP890503-0311  794 2.14024 LMwDS_short 
51 0 AP890505-0010  795 2.14024 LMwDS_short 
51 0 AP890506-0104  796 2.14024 LMwDS_short 
51 0 AP890508-0014  797 2.14024 LMwDS_short 
51 0 AP890510-0109  798 2.14024 LMwDS_short 
51 0 AP890510-0282  799 2.14024 LMwDS_short 
51 0 AP890514-0009  800 2.14024 LMwDS_short 
51 0 AP890516-0092  801 2.14024 LMwDS_short 
51 0 AP890518-0193  802 2.14024 LMwDS_short 
51 0 AP890519-0230  803 2.14024 LMwDS_short 
51 0 AP890526-0130  804 2.14024 LMwDS_short 
51 0 AP890601-0129  805 2.14024 LMwDS_short 
51 0 AP890601-0267  806 2.14024 LMwDS_short 
51 0 AP890608-0018  807 2.14024 LMwDS_short 
51 0 AP890609-0150  808 2.14024 LMwDS_short 
51 0 AP890612-0187  809 2.14024 LMwDS_short 
51 0 AP890614-0014  810 2.14024 LMwDS_short 
51 0 AP890617-0023  811 2.14024 LMwDS_short 
51 0 AP890619-0105  812 2.14024 LMwDS_short 
51 0 AP890619-0217  813 2.14024 LMwDS_short 
51 0 AP890620-0186  814 2.14024 LMwDS_short 
51 0 AP890623-0207  815 2.14024 LMwDS_short 
51 0 AP890623-0236  816 2.14024 LMwDS_short 
51 0 AP890625-0081  817 2.14024 LMwDS_short 
51 0 AP890627-0103  818 2.14024 LMwDS_short 
51 0 AP890629-0004  819 2.14024 LMwDS_short 
51 0 AP890629-0124  820 2.14024 LMwDS_short 
51 0 AP890629-0157  821 2.14024 LMwDS_short 
51 0 AP890629-0221  822 2.14024 LMwDS_short 
51 0 AP890630-0028  823 2.14024 LMwDS_short 
51 0 AP890630-0169  824 2.14024 LMwDS_short 
51 0 AP890630-0222  825 2.14024 LMwDS_short 
51 0 AP890702-0014  826 2.14024 LMwDS_short 
51 0 AP890704-0075  827 2.14024 LMwDS_short 
51 0 AP890706-0228  828 2.14024 LMwDS_short 
51 0 AP890707-0132  829 2.14024 LMwDS_short 
51 0 AP890710-0120  830 2.14024 LMwDS_short 
51 0 AP890710-0148  831 2.14024 LMwDS_short 
51 0 AP890710-0180  832 2.14024 LMwDS_short 
51 0 AP890711-0210  833 2.14024 LMwDS_short 
51 0 AP890713-0028  834 2.14024 LMwDS_short 
51 0 AP890713-0037  835 2.14024 LMwDS_short 
51 0 AP890714-0173  836 2.14024 LMwDS_short 
51 0 AP890715-0101  837 2.14024 LMwDS_short 
51 0 AP890716-0011  838 2.14024 LMwDS_short 
51 0 AP890718-0251  839 2.14024 LMwDS_short 
51 0 AP890724-0019  840 2.14024 LMwDS_short 
51 0 AP890725-0023  841 2.14024 LMwDS_short 
51 0 AP890726-0243  842 2.14024 LMwDS_short 
51 0 AP890726-0252  843 2.14024 LMwDS_short 
51 0 AP890727-0284  844 2.14024 LMwDS_short 
51 0 AP890728-0117  845 2.14024 LMwDS_short 
51 0 AP890801-0049  846 2.14024 LMwDS_short 
51 0 AP890801-0144  847 2.14024 LMwDS_short 
51 0 AP890801-0215  848 2.14024 LMwDS_short 
51 0 AP890802-0092  849 2.14024 LMwDS_short 
51 0 AP890802-0154  850 2.14024 LMwDS_short 
51 0 AP890807-0054  851 2.14024 LMwDS_short 
51 0 AP890810-0017  852 2.14024 LMwDS_short 
51 0 AP890811-0242  853 2.14024 LMwDS_short 
51 0 AP890819-0070  854 2.14024 LMwDS_short 
51 0 AP890831-0141  855 2.14024 LMwDS_short 
51 0 AP890906-0112  856 2.14024 LMwDS_short 
51 0 AP890907-0167  857 2.14024 LMwDS_short 
51 0 AP890909-0122  858 2.14024 LMwDS_short 
51 0 AP890911-0186  859 2.14024 LMwDS_short 
51 0 AP890915-0014  860 2.14024 LMwDS_short 
51 0 AP890915-0129  861 2.14024 LMwDS_short 
51 0 AP890921-0042  862 2.14024 LMwDS_short 
51 0 AP890923-0071  863 2.14024 LMwDS_short 
51 0 AP890925-0079  864 2.14024 LMwDS_short 
51 0 AP890927-0117  865 2.14024 LMwDS_short 
51 0 AP890928-0025  866 2.14024 LMwDS_short 
51 0 AP891005-0219  867 2.14024 LMwDS_short 
51 0 AP891006-0014  868 2.14024 LMwDS_short 
51 0 AP891007-0098  869 2.14024 LMwDS_short 
51 0 AP891012-0011  870 2.14024 LMwDS_short 
51 0 AP891013-0092  871 2.14024 LMwDS_short 
51 0 AP891014-0081  872 2.14024 LMwDS_short 
51 0 AP891016-0019  873 2.14024 LMwDS_short 
51 0 AP891018-0230  874 2.14024 LMwDS_short 
51 0 AP891022-0064  875 2.14024 LMwDS_short 
51 0 AP891025-0294  876 2.14024 LMwDS_short 
51 0 AP891028-0094  877 2.14024 LMwDS_short 
51 0 AP891031-0019  878 2.14024 LMwDS_short 
51 0 AP891031-0234  879 2.14024 LMwDS_short 
51 0 AP891101-0078  880 2.14024 LMwDS_short 
51 0 AP891102-0284  881 2.14024 LMwDS_short 
51 0 AP891106-0020  882 2.14024 LMwDS_short 
51 0 AP891107-0021  883 2.14024 LMwDS_short 
51 0 AP891109-0257  884 2.14024 LMwDS_short 
51 0 AP891111-0099  885 2.14024 LMwDS_short 
51 0 AP891115-0107  886 2.14024 LMwDS_short 
51 0 AP891116-0014  887 2.14024 LMwDS_short 
51 0 AP891116-0101  888 2.14024 LMwDS_short 
51 0 AP891120-0014  889 2.14024 LMwDS_short 
51 0 AP891120-0212  890 2.14024 LMwDS_short 
51 0 AP891122-0003  891 2.14024 LMwDS_short 
51 0 AP891122-0099  892 2.14024 LMwDS_short 
51 0 AP891124-0179  893 2.14024 LMwDS_short 
51 0 AP891129-0002  894 2.14024 LMwDS_short 
51 0 AP891129-0019  895 2.14024 LMwDS_short 
51 0 AP891129-0027  896 2.14024 LMwDS_short 
51 0 AP891206-0209  897 2.14024 LMwDS_short 
51 0 AP891207-0249  898 2.14024 LMwDS_short 
51 0 AP891210-0046  899 2.14024 LMwDS_short 
51 0 AP891211-0005  900 2.14024 LMwDS_short 
51 0 AP891211-0207  901 2.14024 LMwDS_short 
51 0 AP891211-0287  902 2.14024 LMwDS_short 
51 0 AP891213-0010  903 2.14024 LMwDS_short 
51 0 AP891213-0084  904 2.14024 LMwDS_short 
51 0 AP891215-0006  905 2.14024 LMwDS_short 
51 0 AP891217-0036  906 2.14024 LMwDS_short 
51 0 AP891217-0047  907 2.14024 LMwDS_short 
51 0 AP891218-0195  908 2.14024 LMwDS_short 
51 0 AP891220-0198  909 2.14024 LMwDS_short 
51 0 AP891221-0094  910 2.14024 LMwDS_short 
51 0 AP891222-0023  911 2.14024 LMwDS_short 
51 0 AP891225-0071  912 2.14024 LMwDS_short 
51 0 AP891226-0014  913 2.14024 LMwDS_short 
51 0 AP891227-0087  914 2.14024 LMwDS_short 
51 0 AP891228-0161  915 2.14024 LMwDS_short 
51 0 AP890104-0213  916 2.01024 LMwDS_short 
51 0 AP890106-0018  917 2.01024 LMwDS_short 
51 0 AP890107-0104  918 2.01024 LMwDS_short 
51 0 AP890109-0331  919 2.01024 LMwDS_short 
51 0 AP890110-0255  920 2.01024 LMwDS_short 
51 0 AP890118-0243  921 2.01024 LMwDS_short 
51 0 AP890123-0254  922 2.01024 LMwDS_short 
51 0 AP890126-0011  923 2.01024 LMwDS_short 
51 0 AP890127-0236  924 2.01024 LMwDS_short 
51 0 AP890209-0010  925 2.01024 LMwDS_short 
51 0 AP890217-0178  926 2.01024 LMwDS_short 
51 0 AP890308-0027  927 2.01024 LMwDS_short 
51 0 AP890313-0194  928 2.01024 LMwDS_short 
51 0 AP890316-0195  929 2.01024 LMwDS_short 
51 0 AP890316-0286  930 2.01024 LMwDS_short 
51 0 AP890318-0162  931 2.01024 LMwDS_short 
51 0 AP890318-0163  932 2.01024 LMwDS_short 
51 0 AP890328-0187  933 2.01024 LMwDS_short 
51 0 AP890404-0191  934 2.01024 LMwDS_short 
51 0 AP890406-0268  935 2.01024 LMwDS_short 
51 0 AP890407-0255  936 2.01024 LMwDS_short 
51 0 AP890425-0229  937 2.01024 LMwDS_short 
51 0 AP890427-0169  938 2.01024 LMwDS_short 
51 0 AP890427-0226  939 2.01024 LMwDS_short 
51 0 AP890504-0298  940 2.01024 LMwDS_short 
51 0 AP890609-0202  941 2.01024 LMwDS_short 
51 0 AP890630-0025  942 2.01024 LMwDS_short 
51 0 AP890710-0162  943 2.01024 LMwDS_short 
51 0 AP890714-0113  944 2.01024 LMwDS_short 
51 0 AP890719-0230  945 2.01024 LMwDS_short 
51 0 AP890726-0241  946 2.01024 LMwDS_short 
51 0 AP890909-0154  947 2.01024 LMwDS_short 
51 0 AP890927-0001  948 2.01024 LMwDS_short 
51 0 AP891006-0215  949 2.01024 LMwDS_short 
51 0 AP891009-0083  950 2.01024 LMwDS_short 
51 0 AP891122-0120  951 2.01024 LMwDS_short 
51 0 AP891227-0163  952 2.01024 LMwDS_short 
52 0 AP891028-0117    1 9.77193 LMwDS_short 
52 0 AP891019-0140    2 9.03373 LMwDS_short 
52 0 AP890518-0155    3 8.62535 LMwDS_short 
52 0 AP890517-0086    4 8.61071 LMwDS_short 
52 0 AP891003-0173    5 8.53717 LMwDS_short 
52 0 AP890825-0238    6 8.27886 LMwDS_short 
52 0 AP891019-0092    7 8.27886 LMwDS_short 
52 0 AP890517-0159    8 8.27185 LMwDS_short 
52 0 AP890517-0019    9 8.25053 LMwDS_short 
52 0 AP891004-0090   10 8.09544 LMwDS_short 
52 0 AP890801-0196   11 8.02920 LMwDS_short 
52 0 AP891024-0127   12 7.83714 LMwDS_short 
52 0 AP890516-0124   13 7.79786 LMwDS_short 
52 0 AP891023-0121   14 7.73715 LMwDS_short 
52 0 AP891023-0047   15 7.70700 LMwDS_short 
52 0 AP890906-0159   16 7.60084 LMwDS_short 
52 0 AP890626-0148   17 7.55338 LMwDS_short 
52 0 AP891022-0058   18 7.50592 LMwDS_short 
52 0 AP890518-0102   19 7.44929 LMwDS_short 
52 0 AP890630-0147   20 7.43501 LMwDS_short 
52 0 AP890104-0218   21 7.43318 LMwDS_short 
52 0 AP891109-0133   22 7.38849 LMwDS_short 
52 0 AP890821-0092   23 7.35902 LMwDS_short 
52 0 AP890623-0089   24 7.33866 LMwDS_short 
52 0 AP891212-0137   25 7.33724 LMwDS_short 
52 0 AP890206-0122   26 7.29303 LMwDS_short 
52 0 AP890809-0239   27 7.25358 LMwDS_short 
52 0 AP890505-0155   28 7.20171 LMwDS_short 
52 0 AP890607-0222   29 7.19637 LMwDS_short 
52 0 AP890517-0154   30 7.14020 LMwDS_short 
52 0 AP890205-0052   31 7.12030 LMwDS_short 
52 0 AP890928-0161   32 7.10039 LMwDS_short 
52 0 AP890426-0156   33 7.09954 LMwDS_short 
52 0 AP890208-0168   34 7.04284 LMwDS_short 
52 0 AP890426-0025   35 7.04275 LMwDS_short 
52 0 AP891021-0110   36 6.93635 LMwDS_short 
52 0 AP890109-0116   37 6.85114 LMwDS_short 
52 0 AP891213-0211   38 6.84630 LMwDS_short 
52 0 AP890608-0237   39 6.82023 LMwDS_short 
52 0 AP890326-0041   40 6.81757 LMwDS_short 
52 0 AP890401-0035   41 6.77873 LMwDS_short 
52 0 AP890131-0203   42 6.74385 LMwDS_short 
52 0 AP890906-0186   43 6.72514 LMwDS_short 
52 0 AP890424-0225   44 6.68791 LMwDS_short 
52 0 AP890502-0075   45 6.63034 LMwDS_short 
52 0 AP890228-0165   46 6.56005 LMwDS_short 
