51 0 AP890908-0222    1 10.20738 LMwJMS_short 
51 0 AP890202-0195  482 3.32896 LMwJMS_short 
51 0 AP890221-0003  483 3.32896 LMwJMS_short 
51 0 AP890303-0040  484 3.32896 LMwJMS_short 
51 0 AP890304-0074  485 3.32896 LMwJMS_short 
51 0 AP890322-0114  486 3.32896 LMwJMS_short 
51 0 AP890410-0049  487 3.32896 LMwJMS_short 
51 0 AP890418-0315  488 3.32896 LMwJMS_short 
51 0 AP890419-0026  489 3.32896 LMwJMS_short 
51 0 AP890426-0083  490 3.32896 LMwJMS_short 
51 0 AP890427-0259  491 3.32896 LMwJMS_short 
51 0 AP890512-0222  492 3.32896 LMwJMS_short 
51 0 AP890606-0169  493 3.32896 LMwJMS_short 
51 0 AP890612-0008  494 3.32896 LMwJMS_short 
51 0 AP890615-0232  495 3.32896 LMwJMS_short 
51 0 AP890621-0107  496 3.32896 LMwJMS_short 
51 0 AP890623-0279  497 3.32896 LMwJMS_short 
51 0 AP890624-0045  498 3.32896 LMwJMS_short 
51 0 AP890628-0187  499 3.32896 LMwJMS_short 
51 0 AP890704-0088  500 3.32896 LMwJMS_short 
51 0 AP890710-0252  501 3.32896 LMwJMS_short 
51 0 AP890711-0155  502 3.32896 LMwJMS_short 
51 0 AP890713-0014  503 3.32896 LMwJMS_short 
51 0 AP890725-0183  504 3.32896 LMwJMS_short 
51 0 AP890801-0149  505 3.32896 LMwJMS_short 
51 0 AP890802-0203  506 3.32896 LMwJMS_short 
51 0 AP890819-0020  507 3.32896 LMwJMS_short 
51 0 AP890901-0172  508 3.32896 LMwJMS_short 
51 0 AP890905-0017  509 3.32896 LMwJMS_short 
51 0 AP890917-0002  510 3.32896 LMwJMS_short 
51 0 AP891004-0025  511 3.32896 LMwJMS_short 
51 0 AP891006-0017  512 3.32896 LMwJMS_short 
51 0 AP891110-0196  513 3.32896 LMwJMS_short 
51 0 AP891116-0209  514 3.32896 LMwJMS_short 
51 0 AP891124-0188  515 3.32896 LMwJMS_short 
51 0 AP891129-0240  516 3.32896 LMwJMS_short 
51 0 AP891212-0080  517 3.32896 LMwJMS_short 
51 0 AP891214-0023  518 3.32896 LMwJMS_short 
51 0 AP891218-0128  519 3.32896 LMwJMS_short 
51 0 AP890104-0147  520 3.30949 LMwJMS_short 
51 0 AP890105-0168  521 3.30949 LMwJMS_short 
51 0 AP890109-0074  522 3.30949 LMwJMS_short 
51 0 AP890109-0084  523 3.30949 LMwJMS_short 
51 0 AP890109-0191  524 3.30949 LMwJMS_short 
51 0 AP890111-0015  525 3.30949 LMwJMS_short 
51 0 AP890117-0157  526 3.30949 LMwJMS_short 
51 0 AP890118-0248  527 3.30949 LMwJMS_short 
51 0 AP890119-0006  528 3.30949 LMwJMS_short 
51 0 AP890119-0193  529 3.30949 LMwJMS_short 
51 0 AP890124-0161  530 3.30949 LMwJMS_short 
51 0 AP890127-0162  531 3.30949 LMwJMS_short 
51 0 AP890129-0060  532 3.30949 LMwJMS_short 
51 0 AP890130-0133  533 3.30949 LMwJMS_short 
51 0 AP890130-0207  534 3.30949 LMwJMS_short 
51 0 AP890131-0281  535 3.30949 LMwJMS_short 
51 0 AP890202-0156  536 3.30949 LMwJMS_short 
51 0 AP890210-0075  537 3.30949 LMwJMS_short 
51 0 AP890212-0094  538 3.30949 LMwJMS_short 
51 0 AP890216-0029  539 3.30949 LMwJMS_short 
51 0 AP890216-0120  540 3.30949 LMwJMS_short 
51 0 AP890301-0039  541 3.30949 LMwJMS_short 
51 0 AP890301-0217  542 3.30949 LMwJMS_short 
51 0 AP890301-0230  543 3.30949 LMwJMS_short 
51 0 AP890302-0032  544 3.30949 LMwJMS_short 
51 0 AP890308-0145  545 3.30949 LMwJMS_short 
51 0 AP890308-0151  546 3.30949 LMwJMS_short 
51 0 AP890313-0008  547 3.30949 LMwJMS_short 
51 0 AP890316-0176  548 3.30949 LMwJMS_short 
51 0 AP890406-0151  549 3.30949 LMwJMS_short 
51 0 AP890407-0263  550 3.30949 LMwJMS_short 
51 0 AP890420-0110  551 3.30949 LMwJMS_short 
51 0 AP890425-0230  552 3.30949 LMwJMS_short 
51 0 AP890510-0161  553 3.30949 LMwJMS_short 
51 0 AP890518-0201  554 3.30949 LMwJMS_short 
51 0 AP890518-0243  555 3.30949 LMwJMS_short 
51 0 AP890525-0161  556 3.30949 LMwJMS_short 
51 0 AP890605-0001  557 3.30949 LMwJMS_short 
51 0 AP890616-0219  558 3.30949 LMwJMS_short 
51 0 AP890619-0134  559 3.30949 LMwJMS_short 
51 0 AP890621-0156  560 3.30949 LMwJMS_short 
51 0 AP890622-0111  561 3.30949 LMwJMS_short 
51 0 AP890629-0046  562 3.30949 LMwJMS_short 
51 0 AP890629-0254  563 3.30949 LMwJMS_short 
51 0 AP890718-0185  564 3.30949 LMwJMS_short 
51 0 AP890724-0059  565 3.30949 LMwJMS_short 
51 0 AP890724-0142  566 3.30949 LMwJMS_short 
51 0 AP890724-0159  567 3.30949 LMwJMS_short 
51 0 AP890727-0268  568 3.30949 LMwJMS_short 
51 0 AP890803-0210  569 3.30949 LMwJMS_short 
51 0 AP890805-0028  570 3.30949 LMwJMS_short 
51 0 AP890814-0108  571 3.30949 LMwJMS_short 
51 0 AP890823-0168  572 3.30949 LMwJMS_short 
51 0 AP890829-0178  573 3.30949 LMwJMS_short 
51 0 AP890830-0072  574 3.30949 LMwJMS_short 
51 0 AP890830-0145  575 3.30949 LMwJMS_short 
51 0 AP890908-0191  576 3.30949 LMwJMS_short 
51 0 AP890919-0158  577 3.30949 LMwJMS_short 
51 0 AP890928-0156  578 3.30949 LMwJMS_short 
51 0 AP891004-0109  579 3.30949 LMwJMS_short 
51 0 AP891005-0250  580 3.30949 LMwJMS_short 
51 0 AP891007-0099  581 3.30949 LMwJMS_short 
51 0 AP891012-0009  582 3.30949 LMwJMS_short 
51 0 AP891012-0138  583 3.30949 LMwJMS_short 
51 0 AP891012-0158  584 3.30949 LMwJMS_short 
51 0 AP891026-0032  585 3.30949 LMwJMS_short 
51 0 AP891029-0046  586 3.30949 LMwJMS_short 
51 0 AP891105-0096  587 3.30949 LMwJMS_short 
51 0 AP891108-0139  588 3.30949 LMwJMS_short 
51 0 AP891108-0282  589 3.30949 LMwJMS_short 
51 0 AP891109-0031  590 3.30949 LMwJMS_short 
51 0 AP891113-0151  591 3.30949 LMwJMS_short 
51 0 AP891114-0149  592 3.30949 LMwJMS_short 
51 0 AP891114-0183  593 3.30949 LMwJMS_short 
51 0 AP891115-0032  594 3.30949 LMwJMS_short 
51 0 AP891116-0172  595 3.30949 LMwJMS_short 
51 0 AP891130-0213  596 3.30949 LMwJMS_short 
51 0 AP891130-0232  597 3.30949 LMwJMS_short 
51 0 AP891213-0036  598 3.30949 LMwJMS_short 
51 0 AP891213-0201  599 3.30949 LMwJMS_short 
51 0 AP891214-0236  600 3.30949 LMwJMS_short 
51 0 AP891219-0116  601 3.30949 LMwJMS_short 
51 0 AP891220-0189  602 3.30949 LMwJMS_short 
51 0 AP891221-0160  603 3.30949 LMwJMS_short 
51 0 AP890109-0198  604 3.28963 LMwJMS_short 
51 0 AP890713-0026  605 3.28963 LMwJMS_short 
51 0 AP891005-0185  606 3.28963 LMwJMS_short 
51 0 AP890101-0053  607 3.01429 LMwJMS_short 
51 0 AP890105-0219  608 3.01429 LMwJMS_short 
51 0 AP890111-0182  609 3.01429 LMwJMS_short 
51 0 AP890113-0156  610 3.01429 LMwJMS_short 
51 0 AP890114-0003  611 3.01429 LMwJMS_short 
51 0 AP890126-0186  612 3.01429 LMwJMS_short 
51 0 AP890126-0241  613 3.01429 LMwJMS_short 
51 0 AP890126-0251  614 3.01429 LMwJMS_short 
51 0 AP890128-0132  615 3.01429 LMwJMS_short 
51 0 AP890130-0051  616 3.01429 LMwJMS_short 
51 0 AP890130-0106  617 3.01429 LMwJMS_short 
51 0 AP890131-0070  618 3.01429 LMwJMS_short 
51 0 AP890201-0281  619 3.01429 LMwJMS_short 
51 0 AP890210-0014  620 3.01429 LMwJMS_short 
51 0 AP890215-0174  621 3.01429 LMwJMS_short 
51 0 AP890215-0202  622 3.01429 LMwJMS_short 
51 0 AP890217-0165  623 3.01429 LMwJMS_short 
51 0 AP890223-0031  624 3.01429 LMwJMS_short 
51 0 AP890302-0326  625 3.01429 LMwJMS_short 
51 0 AP890304-0118  626 3.01429 LMwJMS_short 
51 0 AP890310-0209  627 3.01429 LMwJMS_short 
51 0 AP890316-0052  628 3.01429 LMwJMS_short 
51 0 AP890318-0006  629 3.01429 LMwJMS_short 
51 0 AP890320-0023  630 3.01429 LMwJMS_short 
51 0 AP890322-0041  631 3.01429 LMwJMS_short 
51 0 AP890324-0132  632 3.01429 LMwJMS_short 
51 0 AP890325-0073  633 3.01429 LMwJMS_short 
51 0 AP890401-0096  634 3.01429 LMwJMS_short 
51 0 AP890405-0021  635 3.01429 LMwJMS_short 
51 0 AP890412-0017  636 3.01429 LMwJMS_short 
51 0 AP890412-0116  637 3.01429 LMwJMS_short 
51 0 AP890413-0011  638 3.01429 LMwJMS_short 
51 0 AP890416-0061  639 3.01429 LMwJMS_short 
51 0 AP890426-0206  640 3.01429 LMwJMS_short 
51 0 AP890426-0226  641 3.01429 LMwJMS_short 
51 0 AP890427-0241  642 3.01429 LMwJMS_short 
51 0 AP890429-0013  643 3.01429 LMwJMS_short 
51 0 AP890512-0035  644 3.01429 LMwJMS_short 
51 0 AP890515-0090  645 3.01429 LMwJMS_short 
51 0 AP890515-0157  646 3.01429 LMwJMS_short 
51 0 AP890522-0301  647 3.01429 LMwJMS_short 
51 0 AP890523-0018  648 3.01429 LMwJMS_short 
51 0 AP890524-0049  649 3.01429 LMwJMS_short 
51 0 AP890526-0019  650 3.01429 LMwJMS_short 
51 0 AP890526-0071  651 3.01429 LMwJMS_short 
51 0 AP890531-0305  652 3.01429 LMwJMS_short 
51 0 AP890601-0132  653 3.01429 LMwJMS_short 
51 0 AP890601-0336  654 3.01429 LMwJMS_short 
51 0 AP890607-0036  655 3.01429 LMwJMS_short 
51 0 AP890609-0148  656 3.01429 LMwJMS_short 
51 0 AP890610-0109  657 3.01429 LMwJMS_short 
51 0 AP890610-0110  658 3.01429 LMwJMS_short 
51 0 AP890613-0242  659 3.01429 LMwJMS_short 
51 0 AP890614-0106  660 3.01429 LMwJMS_short 
51 0 AP890616-0083  661 3.01429 LMwJMS_short 
51 0 AP890622-0300  662 3.01429 LMwJMS_short 
51 0 AP890623-0138  663 3.01429 LMwJMS_short 
51 0 AP890626-0264  664 3.01429 LMwJMS_short 
51 0 AP890628-0029  665 3.01429 LMwJMS_short 
51 0 AP890628-0184  666 3.01429 LMwJMS_short 
51 0 AP890629-0147  667 3.01429 LMwJMS_short 
51 0 AP890701-0017  668 3.01429 LMwJMS_short 
51 0 AP890705-0137  669 3.01429 LMwJMS_short 
51 0 AP890710-0108  670 3.01429 LMwJMS_short 
51 0 AP890711-0092  671 3.01429 LMwJMS_short 
51 0 AP890712-0087  672 3.01429 LMwJMS_short 
51 0 AP890713-0201  673 3.01429 LMwJMS_short 
51 0 AP890714-0035  674 3.01429 LMwJMS_short 
51 0 AP890715-0006  675 3.01429 LMwJMS_short 
51 0 AP890720-0235  676 3.01429 LMwJMS_short 
51 0 AP890726-0091  677 3.01429 LMwJMS_short 
51 0 AP890726-0149  678 3.01429 LMwJMS_short 
51 0 AP890726-0221  679 3.01429 LMwJMS_short 
51 0 AP890727-0095  680 3.01429 LMwJMS_short 
51 0 AP890727-0166  681 3.01429 LMwJMS_short 
51 0 AP890731-0112  682 3.01429 LMwJMS_short 
51 0 AP890731-0118  683 3.01429 LMwJMS_short 
51 0 AP890802-0025  684 3.01429 LMwJMS_short 
51 0 AP890802-0205  685 3.01429 LMwJMS_short 
51 0 AP890803-0071  686 3.01429 LMwJMS_short 
51 0 AP890804-0070  687 3.01429 LMwJMS_short 
51 0 AP890807-0034  688 3.01429 LMwJMS_short 
51 0 AP890808-0030  689 3.01429 LMwJMS_short 
51 0 AP890808-0128  690 3.01429 LMwJMS_short 
51 0 AP890809-0019  691 3.01429 LMwJMS_short 
51 0 AP890811-0024  692 3.01429 LMwJMS_short 
51 0 AP890812-0081  693 3.01429 LMwJMS_short 
51 0 AP890817-0157  694 3.01429 LMwJMS_short 
51 0 AP890828-0153  695 3.01429 LMwJMS_short 
51 0 AP890831-0108  696 3.01429 LMwJMS_short 
51 0 AP890904-0107  697 3.01429 LMwJMS_short 
51 0 AP890912-0071  698 3.01429 LMwJMS_short 
51 0 AP890924-0079  699 3.01429 LMwJMS_short 
51 0 AP890927-0182  700 3.01429 LMwJMS_short 
51 0 AP890928-0028  701 3.01429 LMwJMS_short 
51 0 AP890929-0051  702 3.01429 LMwJMS_short 
51 0 AP890930-0011  703 3.01429 LMwJMS_short 
51 0 AP891005-0149  704 3.01429 LMwJMS_short 
51 0 AP891006-0129  705 3.01429 LMwJMS_short 
51 0 AP891009-0106  706 3.01429 LMwJMS_short 
51 0 AP891011-0233  707 3.01429 LMwJMS_short 
51 0 AP891013-0083  708 3.01429 LMwJMS_short 
51 0 AP891016-0159  709 3.01429 LMwJMS_short 
51 0 AP891021-0091  710 3.01429 LMwJMS_short 
51 0 AP891024-0013  711 3.01429 LMwJMS_short 
51 0 AP891024-0118  712 3.01429 LMwJMS_short 
51 0 AP891025-0145  713 3.01429 LMwJMS_short 
51 0 AP891026-0034  714 3.01429 LMwJMS_short 
51 0 AP891026-0151  715 3.01429 LMwJMS_short 
51 0 AP891031-0179  716 3.01429 LMwJMS_short 
51 0 AP891106-0014  717 3.01429 LMwJMS_short 
51 0 AP891106-0065  718 3.01429 LMwJMS_short 
51 0 AP891114-0022  719 3.01429 LMwJMS_short 
51 0 AP891117-0100  720 3.01429 LMwJMS_short 
51 0 AP891123-0040  721 3.01429 LMwJMS_short 
51 0 AP891130-0114  722 3.01429 LMwJMS_short 
51 0 AP891211-0203  723 3.01429 LMwJMS_short 
51 0 AP891213-0183  724 3.01429 LMwJMS_short 
51 0 AP891216-0042  725 3.01429 LMwJMS_short 
51 0 AP891217-0043  726 3.01429 LMwJMS_short 
51 0 AP891221-0104  727 3.01429 LMwJMS_short 
51 0 AP891223-0072  728 3.01429 LMwJMS_short 
51 0 AP891230-0063  729 3.01429 LMwJMS_short 
51 0 AP890109-0314  730 2.90263 LMwJMS_short 
51 0 AP890109-0347  731 2.90263 LMwJMS_short 
51 0 AP890120-0254  732 2.90263 LMwJMS_short 
51 0 AP890209-0265  733 2.90263 LMwJMS_short 
51 0 AP890219-0106  734 2.90263 LMwJMS_short 
51 0 AP890228-0021  735 2.90263 LMwJMS_short 
51 0 AP890505-0021  736 2.90263 LMwJMS_short 
51 0 AP890617-0131  737 2.90263 LMwJMS_short 
51 0 AP890709-0052  738 2.90263 LMwJMS_short 
51 0 AP890715-0074  739 2.90263 LMwJMS_short 
51 0 AP890927-0017  740 2.90263 LMwJMS_short 
51 0 AP891021-0087  741 2.90263 LMwJMS_short 
51 0 AP891023-0023  742 2.90263 LMwJMS_short 
51 0 AP891125-0070  743 2.90263 LMwJMS_short 
51 0 AP891208-0201  744 2.90263 LMwJMS_short 
51 0 AP891212-0267  745 2.90263 LMwJMS_short 
51 0 AP890102-0094  746 2.67101 LMwJMS_short 
51 0 AP890103-0012  747 2.67101 LMwJMS_short 
51 0 AP890105-0019  748 2.67101 LMwJMS_short 
51 0 AP890109-0013  749 2.67101 LMwJMS_short 
51 0 AP890110-0258  750 2.67101 LMwJMS_short 
51 0 AP890111-0017  751 2.67101 LMwJMS_short 
51 0 AP890118-0018  752 2.67101 LMwJMS_short 
51 0 AP890125-0030  753 2.67101 LMwJMS_short 
51 0 AP890128-0021  754 2.67101 LMwJMS_short 
51 0 AP890130-0171  755 2.67101 LMwJMS_short 
51 0 AP890131-0231  756 2.67101 LMwJMS_short 
51 0 AP890201-0038  757 2.67101 LMwJMS_short 
51 0 AP890201-0175  758 2.67101 LMwJMS_short 
51 0 AP890208-0116  759 2.67101 LMwJMS_short 
51 0 AP890210-0035  760 2.67101 LMwJMS_short 
51 0 AP890214-0159  761 2.67101 LMwJMS_short 
51 0 AP890223-0032  762 2.67101 LMwJMS_short 
51 0 AP890224-0116  763 2.67101 LMwJMS_short 
51 0 AP890227-0118  764 2.67101 LMwJMS_short 
51 0 AP890227-0199  765 2.67101 LMwJMS_short 
51 0 AP890227-0287  766 2.67101 LMwJMS_short 
51 0 AP890301-0243  767 2.67101 LMwJMS_short 
51 0 AP890305-0017  768 2.67101 LMwJMS_short 
51 0 AP890306-0016  769 2.67101 LMwJMS_short 
51 0 AP890308-0007  770 2.67101 LMwJMS_short 
51 0 AP890308-0090  771 2.67101 LMwJMS_short 
51 0 AP890311-0083  772 2.67101 LMwJMS_short 
51 0 AP890314-0026  773 2.67101 LMwJMS_short 
51 0 AP890315-0063  774 2.67101 LMwJMS_short 
51 0 AP890315-0232  775 2.67101 LMwJMS_short 
51 0 AP890315-0271  776 2.67101 LMwJMS_short 
51 0 AP890316-0054  777 2.67101 LMwJMS_short 
51 0 AP890316-0108  778 2.67101 LMwJMS_short 
51 0 AP890316-0258  779 2.67101 LMwJMS_short 
51 0 AP890324-0179  780 2.67101 LMwJMS_short 
51 0 AP890327-0008  781 2.67101 LMwJMS_short 
51 0 AP890330-0192  782 2.67101 LMwJMS_short 
51 0 AP890404-0053  783 2.67101 LMwJMS_short 
51 0 AP890404-0062  784 2.67101 LMwJMS_short 
51 0 AP890404-0247  785 2.67101 LMwJMS_short 
51 0 AP890420-0015  786 2.67101 LMwJMS_short 
51 0 AP890420-0204  787 2.67101 LMwJMS_short 
51 0 AP890424-0250  788 2.67101 LMwJMS_short 
51 0 AP890425-0231  789 2.67101 LMwJMS_short 
51 0 AP890427-0135  790 2.67101 LMwJMS_short 
51 0 AP890428-0011  791 2.67101 LMwJMS_short 
51 0 AP890429-0056  792 2.67101 LMwJMS_short 
51 0 AP890503-0265  793 2.67101 LMwJMS_short 
51 0 AP890503-0311  794 2.67101 LMwJMS_short 
51 0 AP890505-0010  795 2.67101 LMwJMS_short 
51 0 AP890506-0104  796 2.67101 LMwJMS_short 
51 0 AP890508-0014  797 2.67101 LMwJMS_short 
51 0 AP890510-0109  798 2.67101 LMwJMS_short 
51 0 AP890510-0282  799 2.67101 LMwJMS_short 
51 0 AP890514-0009  800 2.67101 LMwJMS_short 
51 0 AP890516-0092  801 2.67101 LMwJMS_short 
51 0 AP890518-0193  802 2.67101 LMwJMS_short 
51 0 AP890519-0230  803 2.67101 LMwJMS_short 
51 0 AP890526-0130  804 2.67101 LMwJMS_short 
51 0 AP890601-0129  805 2.67101 LMwJMS_short 
51 0 AP890601-0267  806 2.67101 LMwJMS_short 
51 0 AP890608-0018  807 2.67101 LMwJMS_short 
51 0 AP890609-0150  808 2.67101 LMwJMS_short 
51 0 AP890612-0187  809 2.67101 LMwJMS_short 
51 0 AP890614-0014  810 2.67101 LMwJMS_short 
51 0 AP890617-0023  811 2.67101 LMwJMS_short 
51 0 AP890619-0105  812 2.67101 LMwJMS_short 
51 0 AP890619-0217  813 2.67101 LMwJMS_short 
51 0 AP890620-0186  814 2.67101 LMwJMS_short 
51 0 AP890623-0207  815 2.67101 LMwJMS_short 
51 0 AP890623-0236  816 2.67101 LMwJMS_short 
51 0 AP890625-0081  817 2.67101 LMwJMS_short 
51 0 AP890627-0103  818 2.67101 LMwJMS_short 
51 0 AP890629-0004  819 2.67101 LMwJMS_short 
51 0 AP890629-0124  820 2.67101 LMwJMS_short 
51 0 AP890629-0157  821 2.67101 LMwJMS_short 
51 0 AP890629-0221  822 2.67101 LMwJMS_short 
51 0 AP890630-0028  823 2.67101 LMwJMS_short 
51 0 AP890630-0169  824 2.67101 LMwJMS_short 
51 0 AP890630-0222  825 2.67101 LMwJMS_short 
51 0 AP890702-0014  826 2.67101 LMwJMS_short 
51 0 AP890704-0075  827 2.67101 LMwJMS_short 
51 0 AP890706-0228  828 2.67101 LMwJMS_short 
51 0 AP890707-0132  829 2.67101 LMwJMS_short 
51 0 AP890710-0120  830 2.67101 LMwJMS_short 
51 0 AP890710-0148  831 2.67101 LMwJMS_short 
51 0 AP890710-0180  832 2.67101 LMwJMS_short 
51 0 AP890711-0210  833 2.67101 LMwJMS_short 
51 0 AP890713-0028  834 2.67101 LMwJMS_short 
51 0 AP890713-0037  835 2.67101 LMwJMS_short 
51 0 AP890714-0173  836 2.67101 LMwJMS_short 
51 0 AP890715-0101  837 2.67101 LMwJMS_short 
51 0 AP890716-0011  838 2.67101 LMwJMS_short 
51 0 AP890718-0251  839 2.67101 LMwJMS_short 
51 0 AP890724-0019  840 2.67101 LMwJMS_short 
51 0 AP890725-0023  841 2.67101 LMwJMS_short 
51 0 AP890726-0243  842 2.67101 LMwJMS_short 
51 0 AP890726-0252  843 2.67101 LMwJMS_short 
51 0 AP890727-0284  844 2.67101 LMwJMS_short 
51 0 AP890728-0117  845 2.67101 LMwJMS_short 
51 0 AP890801-0049  846 2.67101 LMwJMS_short 
51 0 AP890801-0144  847 2.67101 LMwJMS_short 
51 0 AP890801-0215  848 2.67101 LMwJMS_short 
51 0 AP890802-0092  849 2.67101 LMwJMS_short 
51 0 AP890802-0154  850 2.67101 LMwJMS_short 
51 0 AP890807-0054  851 2.67101 LMwJMS_short 
51 0 AP890810-0017  852 2.67101 LMwJMS_short 
51 0 AP890811-0242  853 2.67101 LMwJMS_short 
51 0 AP890819-0070  854 2.67101 LMwJMS_short 
51 0 AP890831-0141  855 2.67101 LMwJMS_short 
51 0 AP890906-0112  856 2.67101 LMwJMS_short 
51 0 AP890907-0167  857 2.67101 LMwJMS_short 
51 0 AP890909-0122  858 2.67101 LMwJMS_short 
51 0 AP890911-0186  859 2.67101 LMwJMS_short 
51 0 AP890915-0014  860 2.67101 LMwJMS_short 
51 0 AP890915-0129  861 2.67101 LMwJMS_short 
51 0 AP890921-0042  862 2.67101 LMwJMS_short 
51 0 AP890923-0071  863 2.67101 LMwJMS_short 
51 0 AP890925-0079  864 2.67101 LMwJMS_short 
51 0 AP890927-0117  865 2.67101 LMwJMS_short 
51 0 AP890928-0025  866 2.67101 LMwJMS_short 
51 0 AP891005-0219  867 2.67101 LMwJMS_short 
51 0 AP891006-0014  868 2.67101 LMwJMS_short 
51 0 AP891007-0098  869 2.67101 LMwJMS_short 
51 0 AP891012-0011  870 2.67101 LMwJMS_short 
51 0 AP891013-0092  871 2.67101 LMwJMS_short 
51 0 AP891014-0081  872 2.67101 LMwJMS_short 
51 0 AP891016-0019  873 2.67101 LMwJMS_short 
51 0 AP891018-0230  874 2.67101 LMwJMS_short 
51 0 AP891022-0064  875 2.67101 LMwJMS_short 
51 0 AP891025-0294  876 2.67101 LMwJMS_short 
51 0 AP891028-0094  877 2.67101 LMwJMS_short 
51 0 AP891031-0019  878 2.67101 LMwJMS_short 
51 0 AP891031-0234  879 2.67101 LMwJMS_short 
51 0 AP891101-0078  880 2.67101 LMwJMS_short 
51 0 AP891102-0284  881 2.67101 LMwJMS_short 
51 0 AP891106-0020  882 2.67101 LMwJMS_short 
51 0 AP891107-0021  883 2.67101 LMwJMS_short 
51 0 AP891109-0257  884 2.67101 LMwJMS_short 
51 0 AP891111-0099  885 2.67101 LMwJMS_short 
51 0 AP891115-0107  886 2.67101 LMwJMS_short 
51 0 AP891116-0014  887 2.67101 LMwJMS_short 
51 0 AP891116-0101  888 2.67101 LMwJMS_short 
51 0 AP891120-0014  889 2.67101 LMwJMS_short 
51 0 AP891120-0212  890 2.67101 LMwJMS_short 
51 0 AP891122-0003  891 2.67101 LMwJMS_short 
51 0 AP891122-0099  892 2.67101 LMwJMS_short 
51 0 AP891124-0179  893 2.67101 LMwJMS_short 
51 0 AP891129-0002  894 2.67101 LMwJMS_short 
51 0 AP891129-0019  895 2.67101 LMwJMS_short 
51 0 AP891129-0027  896 2.67101 LMwJMS_short 
51 0 AP891206-0209  897 2.67101 LMwJMS_short 
51 0 AP891207-0249  898 2.67101 LMwJMS_short 
51 0 AP891210-0046  899 2.67101 LMwJMS_short 
51 0 AP891211-0005  900 2.67101 LMwJMS_short 
51 0 AP891211-0207  901 2.67101 LMwJMS_short 
51 0 AP891211-0287  902 2.67101 LMwJMS_short 
51 0 AP891213-0010  903 2.67101 LMwJMS_short 
51 0 AP891213-0084  904 2.67101 LMwJMS_short 
51 0 AP891215-0006  905 2.67101 LMwJMS_short 
51 0 AP891217-0036  906 2.67101 LMwJMS_short 
51 0 AP891217-0047  907 2.67101 LMwJMS_short 
51 0 AP891218-0195  908 2.67101 LMwJMS_short 
51 0 AP891220-0198  909 2.67101 LMwJMS_short 
51 0 AP891221-0094  910 2.67101 LMwJMS_short 
51 0 AP891222-0023  911 2.67101 LMwJMS_short 
51 0 AP891225-0071  912 2.67101 LMwJMS_short 
51 0 AP891226-0014  913 2.67101 LMwJMS_short 
51 0 AP891227-0087  914 2.67101 LMwJMS_short 
51 0 AP891228-0161  915 2.67101 LMwJMS_short 
51 0 AP890104-0213  916 2.26290 LMwJMS_short 
51 0 AP890106-0018  917 2.26290 LMwJMS_short 
51 0 AP890107-0104  918 2.26290 LMwJMS_short 
51 0 AP890109-0331  919 2.26290 LMwJMS_short 
51 0 AP890110-0255  920 2.26290 LMwJMS_short 
51 0 AP890118-0243  921 2.26290 LMwJMS_short 
51 0 AP890123-0254  922 2.26290 LMwJMS_short 
51 0 AP890126-0011  923 2.26290 LMwJMS_short 
51 0 AP890127-0236  924 2.26290 LMwJMS_short 
51 0 AP890209-0010  925 2.26290 LMwJMS_short 
51 0 AP890217-0178  926 2.26290 LMwJMS_short 
51 0 AP890308-0027  927 2.26290 LMwJMS_short 
51 0 AP890313-0194  928 2.26290 LMwJMS_short 
51 0 AP890316-0195  929 2.26290 LMwJMS_short 
51 0 AP890316-0286  930 2.26290 LMwJMS_short 
51 0 AP890318-0162  931 2.26290 LMwJMS_short 
51 0 AP890318-0163  932 2.26290 LMwJMS_short 
51 0 AP890328-0187  933 2.26290 LMwJMS_short 
51 0 AP890404-0191  934 2.26290 LMwJMS_short 
51 0 AP890406-0268  935 2.26290 LMwJMS_short 
51 0 AP890407-0255  936 2.26290 LMwJMS_short 
51 0 AP890425-0229  937 2.26290 LMwJMS_short 
51 0 AP890427-0169  938 2.26290 LMwJMS_short 
51 0 AP890427-0226  939 2.26290 LMwJMS_short 
51 0 AP890504-0298  940 2.26290 LMwJMS_short 
51 0 AP890609-0202  941 2.26290 LMwJMS_short 
51 0 AP890630-0025  942 2.26290 LMwJMS_short 
51 0 AP890710-0162  943 2.26290 LMwJMS_short 
51 0 AP890714-0113  944 2.26290 LMwJMS_short 
51 0 AP890719-0230  945 2.26290 LMwJMS_short 
51 0 AP890726-0241  946 2.26290 LMwJMS_short 
51 0 AP890909-0154  947 2.26290 LMwJMS_short 
51 0 AP890927-0001  948 2.26290 LMwJMS_short 
51 0 AP891006-0215  949 2.26290 LMwJMS_short 
51 0 AP891009-0083  950 2.26290 LMwJMS_short 
51 0 AP891122-0120  951 2.26290 LMwJMS_short 
51 0 AP891227-0163  952 2.26290 LMwJMS_short 
52 0 AP890801-0196    1 11.83035 LMwJMS_short 
52 0 AP890522-0054    2 11.72222 LMwJMS_short 
52 0 AP891028-0117    3 11.39768 LMwJMS_short 
52 0 AP890906-0159    4 11.38457 LMwJMS_short 
52 0 AP890517-0154    5 10.94306 LMwJMS_short 
52 0 AP890516-0124    6 10.91066 LMwJMS_short 
52 0 AP890208-0168    7 10.79926 LMwJMS_short 
52 0 AP890825-0238    8 10.70440 LMwJMS_short 
52 0 AP891019-0092    9 10.70440 LMwJMS_short 
52 0 AP890517-0159   10 10.68250 LMwJMS_short 
